scale,outcome,sample,N,R2,beta_scale,se_scale,p_scale,beta_omega,p_omega,beta_kappa,p_kappa,baseline_controlled
AMI_Emotional,pre_at_lowT,exploratory,290,0.19218220931507646,0.04566391231485109,0.05351588254115056,0.3942193444231835,0.25554788164303377,1.2874946305330333e-05,-0.4554481625417843,4.3161949037462094e-14,False
AMI_Emotional,pre_at_lowT,confirmatory,279,0.23960504603724253,0.03485921042524463,0.05288158415490968,0.510322954502013,0.2673675842638539,5.835601448026577e-06,-0.5146976774920679,1.4167006205804466e-17,False
AMI_Emotional,pre_at_midT,exploratory,290,0.1552924507458151,0.028968550656654036,0.05472416868185889,0.5969693564886844,0.24789707312749285,3.398741463080945e-05,-0.406726598394959,2.5690366112424465e-11,False
AMI_Emotional,pre_at_midT,confirmatory,279,0.2386909810489043,0.03338750216459639,0.052913358883706935,0.5285748095799623,0.27232828513615415,4.016332996478198e-06,-0.5127007384069949,1.8932201974224405e-17,False
AMI_Emotional,pre_at_highT,exploratory,290,0.1811557218576667,0.03437556750455669,0.053879883057499876,0.5239817276792154,0.3232442532740401,5.638807820669224e-08,-0.41393207202013643,6.133346047054997e-12,False
AMI_Emotional,pre_at_highT,confirmatory,279,0.24724444520455735,0.02707821860243033,0.05261527299363539,0.6072140631521261,0.31280712526203636,1.2052107124802492e-07,-0.5129687986246945,1.2700108413454134e-17,False
AMI_Emotional,pre_slope_T,exploratory,290,0.051570021933645016,-0.020574547076913,0.05798673038528752,0.7229898756208275,0.21802227327662788,0.0005477108547094066,0.02427318001280942,0.6960270711241828,False
AMI_Emotional,pre_slope_T,confirmatory,279,0.03226687268778439,-0.025333018763613605,0.05965717000200457,0.671428744364142,0.19633019242874794,0.002865327399965599,-0.04646173521035904,0.4651614692610099,False
AMI_Emotional,abs_peak_strike,exploratory,290,0.21740960603744808,-0.07410250003044469,0.052673629120307465,0.16056544341762996,0.13712889862664476,0.016121456378364724,-0.49684156119012846,1.2142678523325825e-16,False
AMI_Emotional,abs_peak_strike,confirmatory,279,0.2850059490987831,-0.08508017581310567,0.05127858796647033,0.09822041512884616,0.227483747440173,6.508673740480305e-05,-0.5634394760304869,2.577722254974187e-21,False
AMI_Emotional,peak_post,exploratory,290,0.5926894186775138,0.001831212135320704,0.03818951836895577,0.9617891591679755,0.26803210228259017,4.125795234081488e-10,-0.3753921414103877,1.617075696040444e-17,True
AMI_Emotional,accel_post,exploratory,290,0.03995984110758655,-0.02950445897215088,0.05834057231588789,0.6134371831649732,0.1816791537593258,0.0040789071911192945,-0.1758194750715478,0.005207424293022364,False
MFIS_Total,pre_at_lowT,exploratory,289,0.19561492409032732,0.07393524766182903,0.05329203182798764,0.16641582186320805,0.2632102322549082,6.050028232586987e-06,-0.4529610159189605,5.164833319618215e-14,False
MFIS_Total,pre_at_lowT,confirmatory,279,0.258502215557078,0.141973540034981,0.052001045051357636,0.0067382152135107036,0.27482151377129554,2.2397592387064122e-06,-0.522519614746164,2.493162264426628e-18,False
MFIS_Total,pre_at_midT,exploratory,289,0.1591976303567767,0.06901229376913363,0.054485035715916896,0.20632237463791117,0.25297615208182,2.024144202741814e-05,-0.4035620713557126,3.238679664627557e-11,False
MFIS_Total,pre_at_midT,confirmatory,279,0.2510351037372275,0.1161249291907721,0.052262222460428887,0.027099417394615972,0.27894168433405836,1.7923405826570483e-06,-0.5190617381825531,5.432134280709778e-18,False
MFIS_Total,pre_at_highT,exploratory,289,0.18219776265258913,0.04644120718937377,0.05373464989527425,0.38816679881476035,0.32851775390934046,2.8657930500863878e-08,-0.4124986089938453,6.968710667026197e-12,False
MFIS_Total,pre_at_highT,confirmatory,279,0.2557824443649751,0.09638274565799167,0.05209632617991794,0.06537360720804379,0.3182291021621906,5.5809380109689796e-08,-0.5182531593454531,4.8784259163532354e-18,False
MFIS_Total,pre_slope_T,exploratory,289,0.05428140966316097,-0.056762542589665,0.0577844840036841,0.3267780335645649,0.21336234925145167,0.0006514457723659853,0.02194746748850293,0.7234841112743451,False
MFIS_Total,pre_slope_T,confirmatory,279,0.05553637126776534,-0.1548314910690165,0.05868806108986874,0.00880934607590851,0.18954517752530434,0.0034137433630802728,-0.037835588692000564,0.5476325014491437,False
MFIS_Total,abs_peak_strike,exploratory,289,0.21453731493637984,0.04495025141569467,0.05266147939166686,0.39406019644597934,0.12838175157091683,0.02358188288762982,-0.4887937939620977,3.6993172790312564e-16,False
MFIS_Total,abs_peak_strike,confirmatory,279,0.27906960056410357,-0.034993533628164104,0.051274780767546824,0.49551584968246787,0.2175414112415788,0.00013089975866977842,-0.5620893207294965,4.7459034102600074e-21,False
MFIS_Total,peak_post,exploratory,289,0.5957461949113338,0.04837580195429955,0.03785177297849412,0.2022814970011989,0.2686014189419422,2.799590208689899e-10,-0.3717774918222596,2.47395658985174e-17,True
MFIS_Total,accel_post,exploratory,289,0.03975000527612871,0.026520232629374658,0.058226734321680164,0.6491216315416299,0.17804921299108895,0.004620433560442075,-0.17210052832193068,0.006228326387996065,False
F1,pre_at_lowT,exploratory,288,0.19480730740629626,-0.039643269498227406,0.05333569262351926,0.457927551248424,0.2562593814214694,1.0784408536500853e-05,-0.4624326243047965,1.7317394385026765e-14,False
F1,pre_at_lowT,confirmatory,278,0.23205228655931365,0.02095028712022983,0.05330588327776938,0.6946101899139405,0.26971195622156474,6.0670130253600515e-06,-0.5124796267751842,5.119354694838583e-17,False
F1,pre_at_midT,exploratory,288,0.15829745053127653,-0.03583209638290717,0.054531487963766605,0.511655175354607,0.24642475239602732,3.3666963344466846e-05,-0.4126360626331595,1.2662748213254924e-11,False
F1,pre_at_midT,confirmatory,278,0.23010997097401797,0.018213813832220968,0.05337325209834744,0.7331742258957005,0.2731519605855388,4.784242784055627e-06,-0.5092447919053554,8.228425745711361e-17,False
F1,pre_at_highT,exploratory,288,0.18516583374128792,-0.05845312700879167,0.053654066381505314,0.276881474510366,0.3217521121504973,5.250415634246463e-08,-0.41950837972706256,2.956524376724543e-12,False
F1,pre_at_highT,confirmatory,278,0.23966283060872307,-0.005464704769045042,0.053041088624290925,0.9180162995959821,0.31171011180984876,1.7739241234364414e-07,-0.5087587185985459,5.916669688636254e-17,False
F1,pre_slope_T,exploratory,288,0.05449878919556361,-0.054936837866319935,0.05779617155417605,0.3426525954410947,0.21254244606040892,0.0006938563466916388,0.02593514272865973,0.6756878023419269,False
F1,pre_slope_T,confirmatory,278,0.040549227141278066,-0.09545551703839163,0.05958276684766497,0.11029323193241898,0.18275825239755622,0.005519681327669079,-0.038663348249700184,0.5458122318229268,False
F1,abs_peak_strike,exploratory,288,0.21806352010016572,0.025308551392845102,0.052559807295541994,0.6305184178301653,0.12520174011557084,0.027098056558583692,-0.49622942702421957,1.2593493299432766e-16,False
F1,abs_peak_strike,confirmatory,278,0.30161607699946824,0.02805174706395477,0.050834251681963386,0.5815162011589967,0.24177858976193708,2.0283114240153726e-05,-0.5923222326629336,4.367751168066327e-23,False
F1,peak_post,exploratory,288,0.5947567182792548,-0.02249262096430878,0.03805131251905287,0.5549166083243589,0.266216793982215,4.1824916780164086e-10,-0.38365479859286133,3.60785014153438e-18,True
F1,accel_post,exploratory,288,0.04278863330918148,0.0603800198808341,0.058152976747744285,0.30001532113205187,0.1840398368750013,0.0034256023678639973,-0.16894560032373698,0.007110119739067143,False
F2,pre_at_lowT,exploratory,288,0.22744312118347698,-0.1855315454212092,0.05232354142825955,0.00045755807816585194,0.25293342617962955,9.129331984107168e-06,-0.4460370072458378,4.644409424947438e-14,False
F2,pre_at_lowT,confirmatory,278,0.284705119963793,-0.23129437746113715,0.05129125754291386,9.64633379660089e-06,0.26016407494128285,5.501105498177098e-06,-0.5275044382087272,6.712243675669462e-19,False
F2,pre_at_midT,exploratory,288,0.19112318854725785,-0.1852689092098236,0.0535393496664035,0.0006221812788119033,0.2429081671285524,3.010643582913578e-05,-0.39631015686004056,3.445726226644506e-11,False
F2,pre_at_midT,confirmatory,278,0.26990021232736516,-0.201067909296966,0.051819342704914506,0.00013081277866159073,0.2648516723142847,4.69098231066598e-06,-0.5223059760954758,2.658806851605807e-18,False
F2,pre_at_highT,exploratory,288,0.20962795660728817,-0.16747108060776505,0.05292339352257391,0.0017227608770034118,0.3199291584567689,3.875464976891075e-08,-0.40442805760289036,8.847456371340194e-12,False
F2,pre_at_highT,confirmatory,278,0.2759919570566578,-0.19141657346477373,0.051602706951723906,0.0002514721322385223,0.30646020412299463,1.2548075065107055e-07,-0.5232417538049356,1.7746995490694495e-18,False
F2,pre_slope_T,exploratory,288,0.05164701115580883,0.01253761241275667,0.057971816320287126,0.8289319099933155,0.21576438121230868,0.0005816793297952425,0.025540683382203222,0.6817419066435182,False
F2,pre_slope_T,confirmatory,278,0.04674245098701013,0.12368599415892295,0.05921147986370416,0.03764079752499334,0.1976619411184024,0.002503234980315476,-0.0381981830192012,0.5488811512429599,False
F2,abs_peak_strike,exploratory,288,0.21811686876304226,0.02638513826979097,0.05263841704987272,0.6165817281644561,0.12465146376958171,0.02764321019150932,-0.4988047077817015,1.1075836096086791e-16,False
F2,abs_peak_strike,confirmatory,278,0.3129565791050659,0.11050134104821897,0.050268147582581926,0.028768509971248465,0.24191392369365808,1.5612182971237217e-05,-0.5817246198040162,8.939693732525949e-23,False
F2,peak_post,exploratory,288,0.5988265017460289,-0.06864079370089488,0.03822882553520223,0.07363692056482445,0.26683796526610915,3.099757439581142e-10,-0.37903919362028066,6.227056500529141e-18,True
F2,accel_post,exploratory,288,0.03934579613000566,-0.013854480435428923,0.05834658508123654,0.8124777942407556,0.18049650256866423,0.004125535154621917,-0.16850565981297644,0.007547098800970517,False
