n,beta,se,t,p,group,predictor,scale
571,-0.13969566206043307,0.04112555660629454,-3.396809030398672,0.0007294583347222424,per_condition,anxiety_T0.5,AMI_Emotional
571,0.16443700985378354,0.04134383524197073,3.9773042072994036,7.871212763427034e-05,per_condition,anxiety_T0.5,DASS21_Depression
571,0.14933693083064958,0.041485613996378116,3.5997281092112408,0.00034639867319453965,per_condition,anxiety_T0.5,PHQ9_Total
570,0.16611959393552775,0.041414139551517674,4.011180619336086,6.850994209655656e-05,per_condition,anxiety_T0.5,MFIS_Total
569,-0.13647130368037744,0.041609564327706426,-3.279806118746255,0.0011026222715017186,per_condition,anxiety_T0.9,STAI_Trait
571,0.17813612122973133,0.041265368351861544,4.316843114322893,1.8674855170540146e-05,per_condition,anxiety_T0.9,DASS21_Anxiety
571,0.19240260578574658,0.041168535863711754,4.673535304308477,3.701282712976274e-06,per_condition,anxiety_T0.9,OASIS_Total
571,0.1974386152945176,0.04114304018668851,4.798833882927233,2.042740184647148e-06,per_condition,anxiety_T0.9,STICSA_Total
571,0.009011224598557686,0.041363891844438276,0.2178524359469652,0.827622327209784,per_condition,anxiety_T0.9,AMI_Total
571,0.06459988123440039,0.04168106880675221,1.5498614379086026,0.12173175128684109,per_condition,anxiety_T0.9,AMI_Behavioural
571,0.08815062581644817,0.04144906739892505,2.1267215729619595,0.03387364324593595,per_condition,anxiety_T0.9,AMI_Social
571,-0.19519834120604934,0.04073587126491954,-4.791804744683295,2.112750095794978e-06,per_condition,anxiety_T0.9,AMI_Emotional
571,0.16814170970710168,0.041327747823165506,4.068494378802151,5.401485069463451e-05,per_condition,anxiety_T0.9,DASS21_Depression
571,0.14573341775681026,0.041518297270137665,3.5101010238594266,0.0004834671844955542,per_condition,anxiety_T0.9,PHQ9_Total
570,0.17369105322561473,0.04136856177988177,4.198624408308138,3.117674480094144e-05,per_condition,anxiety_T0.9,MFIS_Total
569,0.12556575108494408,0.04186880174162856,2.9990290111431306,0.0028274615546016687,per_condition,confidence_T0.1,STAI_Trait
571,-0.048415109895400786,0.04210194225446842,-1.1499495582121826,0.25064858334809514,per_condition,confidence_T0.1,DASS21_Anxiety
571,-0.09019850826601301,0.04199660606024467,-2.1477570862898325,0.032155439510837935,per_condition,confidence_T0.1,OASIS_Total
571,-0.11459961647973768,0.04190809683814645,-2.7345459499708054,0.0064416213620940065,per_condition,confidence_T0.1,STICSA_Total
571,-0.11057288383528088,0.04131712506978973,-2.6761998480898566,0.0076611856083660685,per_condition,confidence_T0.1,AMI_Total
571,-0.08988532344468467,0.04181259746737192,-2.149718718499272,0.031999097157629254,per_condition,confidence_T0.1,AMI_Behavioural
571,-0.10908555381008078,0.04157501630717491,-2.623824678843363,0.008928600111028882,per_condition,confidence_T0.1,AMI_Social
571,-0.01984585139936174,0.04175490979330909,-0.4752938396370787,0.6347602668426698,per_condition,confidence_T0.1,AMI_Emotional
571,-0.0967863492494255,0.04194350418239395,-2.3075408489606404,0.021383276253577797,per_condition,confidence_T0.1,DASS21_Depression
571,-0.07284120833365207,0.04206954804962484,-1.731447370143584,0.08391498521112001,per_condition,confidence_T0.1,PHQ9_Total
570,-0.11306769063683648,0.04196630197265308,-2.694249560290442,0.0072637739447942535,per_condition,confidence_T0.1,MFIS_Total
569,0.13844307448760723,0.0417438782810806,3.3164880741412373,0.0009699951069557785,per_condition,confidence_T0.5,STAI_Trait
571,0.020312062890674863,0.04207292179331218,0.4827823223321662,0.629436317571707,per_condition,confidence_T0.5,DASS21_Anxiety
571,-0.06174159991640897,0.04201760972545032,-1.4694219952024474,0.14227200458825043,per_condition,confidence_T0.5,OASIS_Total
571,-0.08051175771867597,0.041977920735763154,-1.917954875027525,0.055617826576724094,per_condition,confidence_T0.5,STICSA_Total
571,-0.22630116711231354,0.04040770504263006,-5.600445926675771,3.333713996185325e-08,per_condition,confidence_T0.5,AMI_Total
571,-0.20817438233448615,0.040992977342208275,-5.078293791559759,5.171857874324682e-07,per_condition,confidence_T0.5,AMI_Behavioural
571,-0.23545783818425023,0.04057181552884281,-5.803482913325914,1.0803657547180971e-08,per_condition,confidence_T0.5,AMI_Social
571,0.01267551314525184,0.04169108795033383,0.3040341178035951,0.761213244609452,per_condition,confidence_T0.5,AMI_Emotional
571,-0.11868245565633002,0.04177452856808831,-2.8410244166583345,0.0046582328690102605,per_condition,confidence_T0.5,DASS21_Depression
571,-0.08463506651578061,0.041961001640982605,-2.0169934750346608,0.04416617002505858,per_condition,confidence_T0.5,PHQ9_Total
570,-0.15838449094960078,0.041628687865885354,-3.804695729537914,0.00015740950939348682,per_condition,confidence_T0.5,MFIS_Total
569,0.1147417927866558,0.04173351192117036,2.7493922151432977,0.0061613354851646415,per_condition,confidence_T0.9,STAI_Trait
571,0.009081915036359262,0.04194320599856702,0.2165288708895916,0.8286532670998286,per_condition,confidence_T0.9,DASS21_Anxiety
571,-0.07961040855223415,0.041827558929277496,-1.9033003739673244,0.057506600359281,per_condition,confidence_T0.9,OASIS_Total
571,-0.07539135887330665,0.04185754861020407,-1.801141284583677,0.07221087183871319,per_condition,confidence_T0.9,STICSA_Total
571,-0.18339965544140913,0.04065167741441572,-4.511490474840104,7.826399667955963e-06,per_condition,confidence_T0.9,AMI_Total
571,-0.16112647262364277,0.04122651991173694,-3.908320978064681,0.0001041493563242341,per_condition,confidence_T0.9,AMI_Behavioural
571,-0.21533421302658964,0.04062930091987089,-5.299973372696513,1.6601378227655297e-07,per_condition,confidence_T0.9,AMI_Social
571,0.03336029569775592,0.0415355409624679,0.8031747011047901,0.42220972803231316,per_condition,confidence_T0.9,AMI_Emotional
571,-0.11181401631310807,0.04167043601754527,-2.68329364890804,0.00750257342139461,per_condition,confidence_T0.9,DASS21_Depression
571,-0.09719635160449298,0.04177569886582265,-2.3266241916544175,0.020336078536397587,per_condition,confidence_T0.9,PHQ9_Total
570,-0.12845703079257412,0.04166645781629277,-3.0829841921994086,0.002148999658133792,per_condition,confidence_T0.9,MFIS_Total
569,0.03247914655268561,0.042048381261927406,0.772423231951946,0.44018620965890576,shift,p_heavy_shift_THighLow,STAI_Trait
571,0.05911610460352242,0.041927397065245745,1.4099636214365585,0.1590977557673487,shift,p_heavy_shift_THighLow,DASS21_Anxiety
571,-0.020938433240086658,0.04200733299172166,-0.4984470983723955,0.618361901078487,shift,p_heavy_shift_THighLow,OASIS_Total
571,0.022479669129456988,0.04202213914511644,0.5349482341160027,0.5928950060909263,shift,p_heavy_shift_THighLow,STICSA_Total
571,-0.17543034611409142,0.04076945321260172,-4.302985011824157,1.984297214284557e-05,shift,p_heavy_shift_THighLow,AMI_Total
