var,F,p,HH_mean,HL_mean,LH_mean,LL_mean
omega,32.57226269615546,1.9527308891319732e-19,0.9524186340762213,0.6987729369415988,3.705254500710597,3.023330195646073
kappa,73.65388342807447,3.067351256894757e-40,0.07243469819828068,0.32694718319013616,0.21872787756794732,1.1035569067948288
mean_confidence,8.704296415294241,1.1836818115607523e-05,3.5627362055933482,3.5786252354048953,3.1073695178554517,2.9571930304688925
mean_anxiety,0.7879850076079281,0.5009133849316942,4.26681783824641,4.422787193973634,4.485909822866344,4.438184996220711
anx_calibration,0.13673896502010063,0.9380789603407526,0.31652306553518444,0.3094714509980203,0.29136046662895915,0.3122891741272573
earnings,3.63251852185094,0.01283639857812152,21.333333333333332,-5.762711864406779,1.608695652173913,-9.214285714285714
escape_rate,5.177512420593121,0.001550125398807163,0.3547953622617635,0.3090257928745868,0.40237785990455605,0.411189469242909
pct_opt,172.95541814763817,1.3121465357747599e-79,0.7189720332577476,0.7112994350282486,0.5227053140096618,0.4932539682539682
