threat,distance_H,surv_heavy,surv_light,ev_heavy,ev_light,optimal_choice,ev_advantage
0.1,1,0.7559483344663495,0.9019127023050515,2.5594833446634944,0.41147621383030897,heavy,2.1480071308331854
0.1,2,0.6883629191321499,0.8891352549889135,1.8836291913214984,0.3348115299334813,heavy,1.5488176613880171
0.1,3,0.5833333333333334,0.9073783359497645,0.8333333333333339,0.4442700156985868,heavy,0.3890633176347471
0.5,1,0.5335070737155622,0.7555555555555555,0.33507073715562186,-0.4666666666666668,heavy,0.8017374038222886
0.5,2,0.45878136200716846,0.75303197353914,-0.41218637992831564,-0.48180815876516014,heavy,0.0696217788368445
0.5,3,0.34545454545454546,0.7151260504201681,-1.5454545454545452,-0.7092436974789914,light,-0.8362108479755538
0.9,1,0.2611111111111111,0.5925785687239682,-2.3888888888888893,-1.444528587656191,light,-0.9443603012326982
0.9,2,0.26732673267326734,0.5700712589073634,-2.326732673267326,-1.5795724465558192,light,-0.747160226711507
0.9,3,0.2,0.5111111111111111,-3.0,-1.9333333333333336,light,-1.0666666666666664
