subj,k,beta,c_death
1,0.7570669299795725,0.07501347190549955,52.94931768564208
2,1.7536209339062825,0.06584583124437246,0.4580680516863911
3,0.7451356625685888,0.03308787752623128,11.404116061523164
4,0.5064815771061049,0.05506853528608915,30.070435685090562
5,0.252151935400106,0.022652378672120676,27.127596057673195
6,0.763277001396187,0.08287221754407861,63.12459131909943
7,0.6526485456849958,0.08854451536382285,18.913830617787003
8,0.7339913058891011,1.4266827297212532,24.05477983902097
9,0.5523404285335718,0.05731041941367403,37.93279943601161
10,0.28507174624278675,1.1543360345385536,78.75226146794071
11,0.6447293622689344,0.05172093396589414,41.98855538235282
12,1.1945669586852803,0.05739330038573556,23.676303965475316
13,0.3718543081025574,0.049974489041045116,27.955053492829713
14,0.3928323375810369,0.06897809972352836,457.4732054688526
15,1.1965462769053363,0.048980293270354774,65.16286934583523
16,0.6466098594936501,2.608112157204319,2.3397072103865106
17,0.7541769571489927,0.04060513917058433,6.676698258748703
18,0.47178637595090045,0.06388194076919407,35.70465774680526
19,0.6717099691397029,0.06999142459397045,7.206023334903821
20,0.5875725671285467,0.07197247700656274,23.81987759999017
21,0.5437702193593262,0.04202173537931398,30.232512522157204
22,0.4366056272011568,0.05102737304384198,29.768673181503697
23,0.45233434508698783,0.043642487501209304,134.90300370736264
24,0.19423353980679675,0.028610857996987423,34.15530047614023
25,0.2760261846194519,1.1304549237679127,51.48839376352619
26,0.9203555680014927,0.08181981824753477,173.55546728289028
27,0.8263345503268863,0.08858702702934593,25.91954491525208
28,0.39119099547667646,0.6910104443871967,43.481473509293096
29,0.46885795177302775,0.0277481797565891,63.91663028034385
30,0.5318685784434356,0.0456862774890582,21.520895701436448
31,0.3513066585033919,0.029257003676745105,29.936858337225523
32,1.5447247965340751,0.11017452022459381,0.5295524817249249
33,0.3710691747945441,0.0353005580781765,18.02106857332535
34,0.9604059076501786,0.037839156013698166,0.9641095290720089
35,2.9620045357173264,0.12024558597232295,59.78927568375028
36,0.6049612684586233,0.03703713721131512,27.799719058084204
37,1.823839522403614,0.1558202363468284,13.019088471895145
38,0.6320038686456836,0.04534396594137928,30.066598318810016
39,0.1722663588158407,0.019878020465973843,23.09416460344649
40,0.39120975971515765,0.03357402435915827,14.303466543290046
41,1.3061690394728487,0.06105471703406464,1.4776351049754128
42,0.4873506875891856,0.0301993602559612,73.59784699035156
43,1.8595784817315437,0.06343798302260215,10.56051525773207
44,0.8303247365955094,0.0458222402777911,5.15660015706268
45,1.0506784958366888,0.07232434712632704,12.35741341518522
46,0.38706784839536895,1.1907857315892254,24.514264195905245
47,0.4281289159366052,0.029770986930415,6.553084032520396
48,0.8955332679276411,0.09033806479616477,29.198587584159334
49,0.6110724327782178,0.08133091402604994,40.42783411294747
50,0.8843850562751805,0.048926594891432466,20.521443897508153
51,0.26513100734137873,0.030137223987317212,72.6738024363599
52,1.1838041385151945,0.03850303228011186,49.820097419439975
53,0.46352041194370946,1.5502182035578682,22.065096131656123
54,0.5079832792620204,0.03660419021330018,7.46220573395173
55,0.3926973756983641,2.5465475739217016,1.1542405812443506
56,0.7023545027172541,0.05827667603269511,27.701256005612745
57,0.713940058178425,0.03677323276310795,0.6944792008099786
58,0.709448774071405,0.05133061077859062,16.70400559557928
59,0.8069120993567113,0.035198788862819644,6.805563448206995
60,0.33520535455812095,0.04754030068528591,0.7841431886054928
61,0.7849377513859213,0.06320624259225992,21.623904637696942
62,0.17863081051947916,0.022363158014438916,1.7372244694317869
63,0.4727241218302508,0.05130008951895811,58.22670540208902
64,0.39756671191713405,1.8278696307073026,31.693451658977445
65,1.0226087568195803,0.07073573532576212,29.803033833523617
66,0.16576639054088907,0.024366383845855936,17.885546315407755
67,0.3015828656000225,0.027639537843694616,1.3024857330575474
68,0.4252407566198353,0.03475397479981799,0.43624699867206296
69,0.32159618136979323,0.037671801166629014,75.73932321135385
70,0.6492581444992785,1.4890396503042467,1.9653929381073036
71,0.6274196991471755,0.0381129240896586,8.380259926441042
72,3.0525175406356193,0.1077714555727142,63.67233458915228
73,0.7896535002911029,0.19333161777659116,28.47834988658742
74,1.882216021314038,0.06276813318592739,0.5966154070227043
75,0.7459805197178663,0.06894496921010569,9.656909869590136
76,0.5103972452319749,0.04409071447626836,5.671701649206093
77,0.5786422626410621,3.3002987365941605,495.94937090751944
78,0.5584034438823445,0.12164165774952253,53.39126129709602
79,0.18976743453516703,0.025009362916312956,439.01906654239696
80,0.5225905796272358,1.4165265599280132,2.1761240060790814
81,0.4681643023450234,0.05989805152751225,39.44618663302447
82,1.3681890781216657,0.06720432187565424,0.833368687037765
83,0.11152797105128796,0.015692561460456316,15.944232889195813
84,0.754165461869826,0.08928572544861575,0.6201381134858878
85,0.814408064540349,0.03150326943725449,1.5216350705579098
86,0.24726591920235405,0.027267730518018073,27.892767764549472
87,0.41548781133008833,0.029963863055944305,29.638300170072938
88,0.8829559025714813,0.15799990278082068,36.859312373280694
89,1.170229822803726,0.06135520256144361,26.181216651420936
90,0.28359697163164266,0.02641386815408508,27.671389063289897
91,0.1341361823030979,0.018266938917477243,67.90465044807343
92,0.3173126727715693,0.03292058044079249,22.237640832652772
93,0.32243069896136617,0.031419020731025225,31.284088977166302
94,0.38757988028048895,1.2445470147310433,3.0302013834433184
95,0.332292536847581,1.2187641838331342,7.818159475236272
96,0.1962171170450814,0.02078866886287224,23.673721865547712
97,0.212389066432893,0.025643521001286647,1.0075546163437974
98,0.7864181177675197,6.143084294420198,2.0010931361907445
99,0.9215471324576779,0.03928857358992514,1.4820625751953758
100,0.4057740609675624,0.0915317072442991,28.321769413310584
101,0.1633193210239032,0.02143686515361158,159.37278004735694
102,0.2853136108976425,1.1446728857414372,34.51741668784865
103,0.3036789057280472,0.02366411418126153,27.745651885152203
104,1.1206306264357764,0.11627253898864369,49.72871327837715
105,0.649036928558679,0.06691970571091228,19.7790972743078
106,0.354619298274815,0.03167892834218844,26.105871491712705
107,0.33900007096216556,0.04225566781734484,61.69820181451995
108,0.7811798269542339,0.1342394321367509,31.021750113867952
109,0.8042630940814051,0.04038319591313292,33.28280429508379
110,0.6061464723469626,3.6537512134095955,32.00376239007077
111,0.8215889967392725,0.040004321493922135,0.5657227924025886
112,0.678733456844496,0.09471510264238898,38.093021338195584
113,0.5670548182055293,0.025405417969486192,1.3154513336076563
114,0.7136465319561036,0.06260970983878225,11.264055890541906
115,0.6024352240962071,0.040726217416456566,13.933988168073133
116,0.6614437671768783,0.06412756715835236,11.53737629779853
117,1.3154900599094175,0.03083034389342113,51.12812976580339
118,0.9756055938577467,0.0422189702393122,1.936939103781147
119,0.49797248774973923,2.2545769567970066,10.939023338115001
120,0.5783543112751444,0.03788338022015669,29.85576284568355
121,0.4691720977213715,1.2176419315542595,5.2349154066203765
122,0.38071189506479985,0.03686179795877559,267.4974918335621
