subj,c_effort,c_death,c_dist,epsilon
115,0.006114866765525548,0.18364170714034267,0.5729398026323953,0.7149412264129114
116,0.0035808442154650773,0.2452809599440658,0.5186881935214341,0.4763046326172451
117,0.004291039880168565,0.43118968264753504,0.7618869244731961,1.5315619482061136
118,0.0175689132964617,0.2751245788412415,0.5396933106031709,0.47517103098631885
119,0.004530629300470121,0.5263464228860386,0.5263874961845086,0.4506588056741396
120,0.003369723773827062,0.20503807652506034,0.604660110622296,0.8678661778798985
121,0.004064146959457825,0.34514265147160594,0.5267922205697331,0.39553082050374805
122,0.0054586694354742905,0.7905452051976861,0.5137817537517516,3.8074468617825543
123,0.003276204753199529,0.2929507053325433,0.6321035280553864,1.9076216026260981
124,0.003859001079311168,1.2206542845464519,0.5226681815311934,0.8000482022318957
125,0.0032582625062230553,0.24782102422443444,0.5113186011625819,0.5780276612499062
126,0.0034024333617169436,0.30269077064072086,0.5389845701388966,0.911461793065941
127,0.004442244375703305,0.31885912904481484,0.5233220569077441,0.4547642965968223
128,0.0035267881079975153,0.38599177060959683,0.5274649627179899,0.8927649008786054
129,0.003239096832648466,0.2756247136169601,0.5502637618365329,0.9269197017784815
130,0.00298284387914345,0.06548953554172544,0.43555719952807564,1.4912934790217955
131,0.0030285043813993635,0.13168182193041772,0.5247808193103873,1.0385151314009122
132,0.003957801831058832,0.10469353263133394,0.48544143266009865,0.6839340056375222
133,0.0037213695284055424,0.12242329187096604,0.539389361902844,0.8364261580433312
134,0.10327201878305839,0.6379549420365261,0.5383374633806832,0.4385588980166757
135,0.0032973433147737417,0.1580255792602245,0.506005133030355,1.1179509673710502
136,0.005075797455166544,0.10732695308634678,0.571499221582633,0.817857930997247
137,0.0030534441669188097,0.15815832514674427,0.5253705840410533,0.9505522879658627
138,0.004531770425692106,0.17870378225165176,0.5496013543868583,1.0378773447890028
139,0.0071340241996454175,0.42225653042908706,0.5432485935813173,0.5439333212880616
140,0.003393964507025154,0.1822515501347547,0.5286025803753845,0.8904922061552994
141,0.09325203772220099,0.4498860780985145,0.8075794886539547,1.9956870512679328
142,0.002628261792344791,0.2425574255331347,0.4957036977953053,0.8619547445202086
143,0.003118599667251878,0.28911502754950025,0.7148958072821356,1.632657244054549
144,0.004360238411353373,0.1849031555777834,0.5229860728323243,0.6008574689758903
145,0.0031126908594524185,0.04002671494057379,0.4554381558220424,0.8192186834986058
146,0.005642424391519695,0.6263259297557758,0.5464987124612571,0.6581223844461458
147,0.0036366649217632464,0.2932955873433683,0.5281310890262875,0.7913977763614547
148,0.01735263668375846,0.18154558888058397,0.5105230514642826,0.34952585608850867
149,0.0027542411167921954,0.1857553398650747,0.5240348061499968,0.6037194182210578
150,0.0028124321617688823,0.06824994443544241,0.5350942104897051,0.6637892461402057
151,0.003313493302614366,0.18362418582637444,0.5373611335292264,0.7893896670062082
152,0.011878569425480092,7.733088529971526,0.6956455921074783,6.854525961027051
153,0.0037483892351117595,0.9131877428859527,0.4971239012968858,0.8697309514487968
154,0.006809898728770449,5.094816638782551,0.4229924439108765,6.314874982428902
155,0.002898568784782385,0.17889293084890312,0.5954590480763486,1.2187792325590325
156,0.0038892721535373214,0.2540966512576957,0.5113248615795615,1.0396401136974087
157,0.002902157752049098,0.29735932329811904,0.42943240093049356,1.4145656352143734
158,0.0049721403336495384,0.6315742200778219,0.3907724215270253,3.5306725087264508
159,0.004929192373450995,0.24113280942528365,0.5141265846331147,0.3701338336006686
160,0.004309026133165143,0.1262817298269005,0.4555317448702862,0.970345849074329
161,0.009436499807759876,0.12647965852976423,0.5399759004220185,0.41599148589917345
