subj,c_effort,c_death,theta
1,0.7565811601864225,58.718438617403116,0.23003882160277403
2,1.238688614884659,0.6225741237179054,0.12670697098475323
3,0.5001166441055864,11.706677038370144,0.11828918669888487
4,0.7021079224436027,36.690033005986756,0.3487716714545589
5,0.285938550228299,29.49674801754148,0.2605567849075143
6,0.7325918843142321,69.9054827255482,0.21487177779372543
7,0.5020017540197725,20.53392998565582,0.151148204792575
8,0.902050523013898,23.702906928388412,0.11719084607689656
9,0.34663343889289444,37.53337636756536,0.10627663768120126
10,0.6408291073898117,84.74274873539743,0.21721317340571702
11,0.5235182089752887,43.11854673528942,0.16173236288206214
12,1.066072998881455,24.897347760528287,0.20416283712439107
13,0.34721936654912855,30.374572876697986,0.19168114774047798
14,0.5462029915331619,653.8348711464319,0.3242788906928937
15,0.7897247053066534,62.27592275005958,0.11254633463422059
16,1.3242770446995733,3.1346645830447746,0.10577545447965464
17,0.9931007245545581,9.71878485841416,0.3534551900460772
18,0.4508970374337395,39.786047571896354,0.22175237020202282
19,0.8463050593220659,9.368054052335854,0.3290693068067087
20,0.8929828618322202,31.90077231418633,0.4156027844409918
21,0.4732219135766621,31.040811705675328,0.18971614522792635
22,0.5457511744475412,34.7422205605212,0.3321796072687217
23,0.43092384952781926,150.40633683424562,0.2218509240425095
24,0.23865803943089875,40.147303111649016,0.29267833568288687
25,0.6795862521101979,57.61240862876482,0.22996895999133762
26,0.636096389820823,171.33232163364121,0.12381462676205987
27,0.5853528552794809,26.136235406948984,0.13250962646765396
28,0.723356264541579,50.816844869628284,0.281257216752069
29,0.34463795199613795,65.79956884030247,0.15090832403290955
30,0.594233117391704,24.941397728735346,0.26588757149758546
31,0.2743467159659406,31.377393653297435,0.1632185785031897
32,1.0897031257456462,0.9141122394008332,0.12257553902086357
33,0.6006558901940477,22.913899981970598,0.44711766139226133
34,0.7916442034774795,1.6070981735317,0.17387283254969405
35,2.0882451550324634,60.37670626926622,0.1123008663292072
36,0.568624104671783,30.22830197272097,0.20532552896717837
37,1.3083451290882666,13.29025388441157,0.11477309545905337
38,0.654889821524489,34.739178306681744,0.23414535253287616
39,0.1407754469131275,23.122772058523626,0.14355385866297682
40,0.39265195121882357,16.40825838136931,0.23459380902152593
41,0.8680385509223827,2.248220438705168,0.11311461038192855
42,0.3406352582638556,73.69706852279478,0.12341683290410266
43,1.231022054561608,11.64507038393428,0.10760357096224304
44,0.7085514470853383,6.0923650381165695,0.18321704640203504
45,0.86626509181004,12.300202083220425,0.16091315011382576
46,0.8097876775861163,27.241130823537684,0.23861974765885974
47,0.2887774467001129,7.485094897990736,0.11566576648702223
48,0.9365491889424944,32.39077601401682,0.24073857697792056
49,0.6249797171696837,44.19821446999089,0.22942187133339703
50,0.7634076795909157,22.338753077925453,0.19283182941523871
51,0.3134144226241862,84.17165799009204,0.282197578159643
52,0.7566876015835996,47.6725052138933,0.11281258500910046
53,0.8334407188793067,22.609620604845585,0.15807881972282878
54,0.4671779351731479,9.8232628641112,0.20653300745134814
55,0.8604826153606647,1.6395053405094173,0.10563866482089432
56,0.7313301206454198,32.60377044127552,0.25369397106469904
57,0.4491687733033031,0.9324217181551023,0.11450620579899745
58,0.5362747497288013,17.26361869015021,0.15621025832158766
59,0.6090725479341027,7.414756564211735,0.14972514639122209
60,0.34247845355236073,1.3077187523858256,0.2202736794126041
61,0.5719031412909749,22.153594659163574,0.1255737175900746
62,0.2715032807242254,3.247229284650561,0.5276587560044687
63,1.0042050050822533,111.79682713876198,0.7027170395586497
64,0.6866393052761725,31.03157573992125,0.10765323950957831
65,0.69782830176087,29.522868945056356,0.11725609656880041
66,0.18108766248508032,19.43130319211395,0.2680806845812534
67,0.277129684788935,1.858042649543963,0.2074337040311062
68,0.42203789468034786,0.689501768129094,0.21358659705644034
69,0.3294185594992008,87.34056008662321,0.23028755443837862
70,0.8501573845091558,2.769538648211438,0.10982384262722156
71,0.43918568693188914,9.583043746931398,0.1305182692499678
72,2.0584766068798284,64.76453505688066,0.11350799581279547
73,0.7635643953728286,31.206402009889487,0.1962553703363013
74,1.3329009988407488,0.8592720589218592,0.12679842719164228
75,0.67312324905684,10.441064749973114,0.1953699214578037
76,0.34116102837607126,7.6766893146152695,0.1122491344608994
77,1.45136869198023,504.2986132845201,0.1068686011043022
78,0.6586072570212137,62.12938413748443,0.25329208430192657
79,0.20045038318454086,569.445076521655,0.2625741635371795
80,0.7620984846694956,2.9402723492038807,0.13607553576053938
81,0.5533927361525564,45.76325642279681,0.2880324778326851
82,0.9713019624708366,1.0748162246444126,0.12421551052904063
83,0.1339426215900098,18.465778742862614,0.5519638823478361
84,0.8784183645566875,1.1387598233687277,0.2910244314532519
85,0.8444684620021566,2.5992525723782567,0.24400413959504585
86,0.3195883135595516,32.83900206466856,0.34187312013063076
87,0.5379901981245776,34.56921162478688,0.32231570314044916
88,0.9172731042333091,39.414541684151004,0.22861025611282051
89,0.9552453852363609,26.307404386601895,0.17292167249402324
90,0.2562577557678525,29.93020014968626,0.18792994407413136
