r_conf_choice_quality,p_conf_choice_quality,r_conf_survival_rate,p_conf_survival_rate,r_choice_surv,steiger_z,steiger_p,choice_quality_mean,survival_rate_mean,mean_confidence_mean,n_subjects
0.011836008964153934,0.8401193092743123,-0.04812184567530258,0.41183550311795775,0.2255460463294777,0.8208462793216806,0.41173383383288487,0.752521805081532,0.6831247629882442,3.1658970755537705,293
