subj,c_effort,c_death,epsilon
1,0.014662831884291905,1.7707975082618785,0.8944832607479012
2,1.7578806268671379,2.388438892291876,1.1606140308757813
3,0.1143787092042385,1.447525287856245,1.2249341597190622
4,0.058890724735887585,1.2038680664574466,0.9014954437432846
5,0.12590254799612366,0.5867803696556482,1.1423027807561095
6,0.01613623199343777,1.779835836734615,0.9049446705808136
7,0.12238095821731552,1.3369575192239194,0.8371830124015093
8,0.03851624251059453,2.778907912543051,0.8631778302360885
9,0.02380776473537176,0.9274654570579441,0.7571665127750624
10,0.008017760156666264,1.7143521576610243,0.711835004488956
11,0.020399095538537974,1.4179416493294046,1.0361468067060697
12,0.05833410082110196,3.032726092581746,1.3224564282665083
13,0.06874928597288525,0.8030244027154173,0.7686810438763456
14,0.004000975314546854,1.0532320489798976,0.8815191273592862
15,0.009284316116671866,2.4582987606423696,1.022051677912073
16,0.15600972830833218,3.1803862783616186,0.6974388018563452
17,0.17637067786298033,1.4730344999801852,1.0076960812279734
18,0.05219341327905086,1.007335360728044,0.8104963618790804
19,0.14926780782731605,1.4784894002727693,0.8371137352191478
20,0.07886153922402135,1.398222586869024,0.8670806363922297
21,0.111735677299088,1.170422673929557,1.1245026240266645
22,0.07474380459374384,1.0542379515136173,1.0234612268656464
23,0.0065608967620598875,1.1340769264454367,1.0203876811540569
24,0.0753949339569514,0.4680133954859239,0.9361723004816896
25,0.015821684635620704,1.6676951477580932,0.7155011064335771
26,0.004403860624886742,1.9943310125597675,0.9380136663500516
27,0.049239895881147126,1.6249063561754555,0.8059244742641977
28,0.022745743234062997,1.5309484993464897,0.7965304412148579
29,0.017551739180143303,1.2219337746467809,1.5414153017010863
30,0.08562908990037084,1.1915098251155725,0.9415491183043401
31,0.07541680167568099,0.7076469181987177,1.0321193054023885
32,0.5861970327993611,2.6512978089683803,0.8390526941842436
33,0.13337483509767273,0.9486002405910728,1.1824539584416722
34,0.3843393705557569,1.6739044006485848,1.109982788805652
35,0.009154474226966018,4.746307903729884,0.903757232306639
36,0.0706046439886132,1.3066551173307037,1.073263485017939
37,0.08589629498253698,3.205315436513816,0.8581487811126562
38,0.04759549635815072,1.2570285715980414,0.8424949752288015
39,0.1469392328555577,0.3812659078278177,1.329515902216599
40,0.17093475251129425,0.8024251568545356,1.0763322866006457
41,0.5793509627277058,2.313502076162735,1.0766110157482935
42,0.011399798544287727,1.0090842645809595,1.2528354647733217
43,0.08339377089415125,2.7653560574877374,0.9037124107007238
44,0.21693286971108608,1.8289938837757878,1.1399906476748303
45,0.08744666552969443,2.0925181563312787,0.9033359510971558
46,0.06633522855588296,1.8458718624604804,0.7257608838577899
47,0.2496608473520401,0.7003525008297966,1.0068013269153817
48,0.03438740449239652,1.9991129550068094,0.8915986971749033
49,0.029083429521104088,1.494206781344051,0.8773215799442072
50,0.10932964346818883,1.8379513432979828,1.0280344908022043
51,0.016530981740936066,0.7854147611102718,1.2875836717065765
52,0.011297066299882428,2.3939784319082986,1.218886269905571
53,0.07148897052069057,2.4053116455319787,0.7533665180074866
54,0.15963623191793702,1.0015200956560142,0.8870967864104223
55,0.3174990341376499,2.323188724579912,0.6560432177521857
56,0.04512179986988966,1.4541196095429252,0.8489154806469876
57,0.5261678440542161,1.0739423811833875,1.0952322374592176
58,0.08599353212551633,1.2853701721743342,0.8327176321386618
59,0.16243155217135552,1.3732964500645481,1.0256275976802336
60,0.30981579962926753,0.5509440366575407,0.803267290686024
61,0.045631580737849724,1.4868576218548712,0.8870617030521397
62,0.4227680645182981,0.4385938760756147,1.5721599271387392
63,0.010894329199385641,1.1441161757478744,0.9401378491524207
64,0.024426243471705345,2.1506882799432705,0.7093749194402018
