subj,k,beta
112,2.5616806151906633,30.388235282386695
113,1.921917538696948,1.4419722689354504
114,2.611956036605816,9.272771649359001
115,2.1476916323604827,10.617224289295514
116,2.4508323275966593,9.181229618164586
117,4.366537577211409,39.29245561673354
118,3.4864082433233277,2.074181641999994
119,5.042108020121689,9.299626185364655
120,2.0639436616056486,23.976918190204398
121,3.3875755940139207,5.088945393933693
122,1.2311598031291107,238.41617862832538
123,2.2511606830619675,52.23697387378177
124,13.574465721439548,39.275384185690555
125,2.359134937486121,12.989946704800564
126,2.7189332240904154,25.079068661746525
127,3.20112452997861,8.557234021088396
128,3.0391862435287065,28.34809632336837
129,2.3571678981561566,28.80849748796484
130,0.49208212918560734,40.65532954244414
131,1.2300531380518187,28.926710106453857
132,1.3873209368051116,13.40007548299223
133,1.3060049787796086,20.59912376860507
134,7.6983341075609,0.7065902266578914
135,1.5891571540105864,27.867940174898543
136,1.4394528021034694,12.832275770775498
137,1.3363243419480466,27.186348086877704
138,1.976516829414783,21.858137366984494
139,4.774453989820376,6.436731015191381
140,1.8752756635501147,22.211085192824203
141,4.1244024868758515,31.080751093114323
142,1.935300477263293,27.607972871391947
143,2.5909215978440656,50.74370071811645
144,2.2104895756334817,9.559777613987217
145,0.507146575310256,18.64078790013307
146,7.088280713074804,21.58558003112988
147,2.8435737254113724,21.28039887460951
148,2.4486559709225184,1.7458498094838686
149,1.8678722982573412,15.937524302004
150,0.7343582280605032,19.11252081700287
151,1.7816019538717405,20.308028927364468
152,1.494082979698842,5052.885535612517
153,8.797537435881555,36.4117108766293
154,1.5567282009358665,2895.090570531434
155,1.4939858647472473,34.24708756380893
156,2.5826510042224067,26.07502773403534
157,1.700027832396792,44.305250433665606
158,0.6622219953625474,187.83583547864933
159,2.649964149646078,3.813033959152264
160,1.9252355450624015,19.78071371069137
161,1.989583910625958,2.365095431851498
162,0.8623647134114275,27.205456029337856
163,3.9121271479266624,24.480632684738858
164,1.8326187075768632,5.448607154855737
165,1.0877528378590642,27.543004035948663
166,3.7958123794785883,38.216701283313135
167,2.918389435041554,0.45935131633684045
168,1.993506178693368,13.91169317138558
169,1.3313860707964917,10.764736129212912
170,2.7308980652301336,12.712945187823745
171,0.7871912392429915,22.331038369077255
172,2.401142629571712,6.647736779400184
173,1.8447208386364355,37.74082389779837
174,1.4975925289679868,25.939527758103
175,3.166616084497735,1.011591368454511
176,1.2057717180932763,1.377973490894647
177,1.0573413790663262,28.87028643293107
178,0.8318919089677709,17.43294893610652
179,2.3125860453146365,3.4576211304823072
180,1.0736204889852894,14.135033040334765
181,1.5665312145505257,28.803220613861004
182,2.781181221517043,15.773149564521022
183,1.9168710108784321,35.7598976745327
184,8.912486831681994,21.0369698078655
185,1.8796639863825573,0.9858483166603467
186,4.6720418185295465,10.673697893584372
187,2.7533025793879524,15.44590858045902
188,8.790917426632296,19.978776601895085
189,4.779051543920054,16.55783588431454
190,1.4634376046174293,18.459589208850552
