r_conf_choice_quality,p_conf_choice_quality,r_conf_survival_rate,p_conf_survival_rate,r_choice_surv,steiger_z,steiger_p,choice_quality_mean,choice_quality_sd,survival_rate_mean,survival_rate_sd,mean_confidence_mean,mean_confidence_sd,n_subjects
0.23998780927592106,3.3074444196247746e-05,-0.04812184567530258,0.41183550311795775,-0.26170034446707185,3.1349001991994117,0.0017191258653421748,0.4407281001137656,0.19604065619585848,0.6831247629882442,0.1446040956449263,3.1658970755537705,1.3459826863069702,293
