subj,z,kappa,beta_param,anx_threat_slope,conf_threat_slope
81,0.2271227068189055,0.8447623559746753,1.935913226111339,-2.9166667823058887,-6.250000201786561
82,0.7618501816029939,3.861383679641916,0.7999745520542988,0.0,-1.6666667000390585
83,0.144564471655317,0.3306080235001387,0.2685709467439401,1.041666705471776,1.04166672487433
84,0.4460143937754285,1.0763160310412294,2.9144628469733425,3.7500001342656755,-4.166666841289654
85,0.7411710807145498,1.4456201958276258,0.72771381922876,2.7083334093913445,-4.5833334862254596
86,0.2648024916748798,0.6157976857988531,0.8136903166667953,-2.916666759022823,-3.5416667729926603
87,0.6102266755255612,0.5583779451404401,0.7336475352407772,5.208333504075809,-3.5416667807536832
88,0.4220975671617457,1.4912971934964816,3.066117472723039,2.500000106325999,-3.9583334838971513
89,0.7908292745749643,2.4463132621132884,1.031581583517382,0.8333333752428506,-2.5000000675208867
90,0.2141930160564424,1.162633694203671,0.4803960555592504,4.166666829648123,-2.2916667178894086
91,0.1822713039536746,0.4528065490894955,0.3237781669002052,-3.1250001280568562,-2.500000071401396
92,0.267755860717444,0.9302809747918016,0.8161349029515406,3.9583334644946007,3.3333334466442492
93,0.1795382888670072,1.5124172574726775,0.3594516047331657,2.2916667062478755,-2.4999999937911777
94,0.3492342464002715,0.9619672122598736,5.515249952755519,6.875000235158957,-5.000000181607907
95,0.3176822724399758,0.7794371262424271,5.839233327020722,4.166666790843013,-4.5833334901059715
96,0.1933791379607037,0.8220141926719714,0.4339484881512243,-0.41666664881631493,0.41666667597989393
97,0.2230736531280868,0.7786199124871855,0.4155263970880395,-0.4166666876214255,0.4166666798604036
98,0.4670455007477087,3.7970888854418896,13.269269748601888,0.20833333410943508,-1.041666709352285
99,0.8215226948421039,1.4423836478090764,1.2517080411541217,2.29166676057503,-2.5000000830429303
100,0.1877248425235996,0.999670225389654,1.703016236927699,4.375000155996535,-4.375000128832958
101,0.233761123062301,0.5993951464334281,0.3297058105930546,3.1250001008932813,-3.3333334660468044
102,0.2859999017792375,0.5728955485152929,6.169584841349171,1.4583333620491141,-3.0000001074125398
103,0.4031829785628196,0.7304731273507141,0.3804252045964584,-0.20833333798994444,0.20833334652706878
104,0.3483254664178539,4.43607047434347,0.9222657102860916,3.9583334644946007,-5.0000001622053505
105,0.5403578665107224,0.8026845376655924,2.422635486421173,2.91666673962027,-3.9583334683751072
106,0.3624229720748659,0.95956277166296,0.4916643184220366,1.6666667349636597,0.2083333496314788
107,0.2079819892266267,0.8586267231737224,1.1944481209830065,2.708333401630323,-2.083333418704574
108,0.4246497704106357,1.3202284766417216,2.6292790433559183,3.7500001303851644,-5.625000191697234
109,0.4297702167936963,2.4096721187992447,0.4968503460437318,3.5416667729926643,-1.4583333581686009
110,0.4090774566398709,4.100563604652884,7.50218162474245,0.2083333418704605,-1.25000003958121
111,0.4931792044218427,2.1620776243307502,0.7196464859652877,-0.20833335351198987,-0.20833336903403224
112,0.2743947534052026,1.2158901335505738,2.474492563793813,2.5000000325962914,-3.95833347225562
113,0.2727011270064252,2.157143102013768,0.3052992424657981,-2.0833333798994613,0.6250000062088165
114,0.2805647535594633,2.660991290124727,0.8374149980789093,3.1250000737297055,-3.958333460614088
115,0.7408427992276849,0.865014962486672,1.041622638607257,6.041666906482236,-4.166666825767609
116,0.1851691179365044,2.95036152517332,0.860727663150372,3.958333468375111,3.958333476136132
117,0.8971927373661848,3.8295005002668576,0.2888389224474029,-2.916666727978737,0.41666669538244766
118,0.8152488831290707,1.687575113947794,1.1300445273580972,2.0833333760189525,-0.2083333535119906
119,0.3373462721897571,3.704756325527802,3.687166671456255,2.328306577914066e-08,-0.6250000100893274
120,0.6821067452179013,0.8126253514269804,1.264454312053661,2.2916667178894086,-3.958333456733577
121,0.2614267356394166,2.0874016129656483,2.67464362849741,6.8750002662030445,-2.916666762903335
122,0.4978560755691862,0.5903434138767473,0.7844801768032218,1.6666667466051912,3.5416667885147075
123,0.2890515017342023,2.370487381254097,0.2471803113818242,0.625000029491883,-1.0416666938302404
124,0.4660903081292162,3.822014450241979,13.489967192876236,0.20833333798994635,0.41666668374091553
125,0.2628370650693464,1.427496490812299,1.7994707923673443,-0.41666668762142606,-3.7500001226241424
126,0.4554460321108522,1.467076227103378,1.5927239862942073,0.41666669538244844,-4.375000155996535
127,0.2655718268527427,2.7738479503514935,1.188819873217957,1.875000069073094,1.0416667248743299
