subj,event_idx,rating,p_threat,dist_safety,pre_threat,pre_effort_H,pre_term_mean,pre_onset_slope,fol_threat,fol_onset_slope,fol_term_mean
42,26,7,0.1000000014901161,9.0,0.1,0.6,0.20552940666675568,0.4340625704193818,0.5,0.5157065037765796,0.17721512913703918
42,3,6,0.8999999761581421,5.0,0.5,1.0,-0.24551890790462494,-0.29718938831150277,0.5,0.15098732166858475,-0.16212745010852814
42,36,7,0.5,9.0,0.1,0.8,0.1978871375322342,-0.28198938413817154,0.1,-0.17951429968566415,0.1319490224123001
42,40,7,0.8999999761581421,7.0,0.9,0.6,0.13771113753318787,0.018527905302186693,0.1,0.12161127750842195,0.0890473946928978
42,42,7,0.5,9.0,0.1,1.0,0.0890473946928978,0.12161127750842195,0.1,0.2511423738634019,0.38763517141342163
42,48,7,0.1000000014901161,7.0,0.9,0.6,0.1443873941898346,0.4386497764617207,0.1,0.03629665746905795,0.154817134141922
42,50,7,0.5,7.0,0.1,0.8,0.154817134141922,0.03629665746905795,0.5,0.5835115934494628,0.028643274679780006
42,54,7,0.8999999761581421,7.0,0.9,0.6,0.2285977303981781,0.2461294802486994,0.9,0.4709177219579743,0.3561047613620758
42,56,7,0.8999999761581421,9.0,0.9,0.8,0.3561047613620758,0.4709177219579743,0.1,0.3401149014399798,0.3683057129383087
42,58,7,0.1000000014901161,7.0,0.1,1.0,0.3683057129383087,0.3401149014399798,0.5,0.0010529468166932386,0.10155101120471954
42,64,7,0.8999999761581421,9.0,0.9,0.8,0.3110331892967224,0.1717700392668088,0.1,0.20327689553822217,0.4397999346256256
42,68,7,0.1000000014901161,4.0,0.1,0.6,0.4789329469203949,0.24148597104789185,0.5,0.17993969885278494,0.627942681312561
42,75,7,0.8999999761581421,4.0,0.5,1.0,0.5333673357963562,0.4470477132810572,0.5,0.6529746003976482,0.535140872001648
42,77,0,0.1000000014901161,9.0,0.5,1.0,0.535140872001648,0.6529746003976482,0.9,0.44288487223646417,0.34492576122283936
42,80,0,0.1000000014901161,4.0,0.5,0.6,0.39706674218177795,0.1930971591766394,,,
43,0,2,0.5,9.0,,,,,0.5,-0.2896425646316502,-0.022718306630849838
43,15,6,0.8999999761581421,9.0,0.9,0.6,0.06727989763021469,0.1943998476574045,0.1,-0.29718938831150277,-0.07143534719944
43,25,4,0.1000000014901161,9.0,0.5,0.6,-0.22923782467842102,-0.29718938831150277,0.9,0.3037996151701391,0.16325752437114716
43,33,2,0.8999999761581421,5.0,0.5,0.8,0.03672075271606445,-0.29718938831150277,0.1,-0.29718938831150277,
43,35,6,0.1000000014901161,9.0,0.1,1.0,,-0.29718938831150277,0.9,0.0954102907913517,0.15789225697517395
43,37,2,0.1000000014901161,4.0,0.9,1.0,0.15789225697517395,0.0954102907913517,0.5,-0.15611200351409507,0.13801074028015137
43,39,5,0.8999999761581421,5.0,0.5,0.8,0.13801074028015137,-0.15611200351409507,0.5,-0.0059072751680585515,0.168624609708786
43,41,5,0.5,7.0,0.5,0.6,0.168624609708786,-0.0059072751680585515,0.5,-0.28203698436614993,-0.19094166159629822
43,43,3,0.8999999761581421,7.0,0.5,0.6,-0.19094166159629822,-0.28203698436614993,0.9,-0.29718938831150277,-0.5470523834228516
43,45,7,0.5,7.0,0.9,1.0,-0.5470523834228516,-0.29718938831150277,0.1,-0.29718938831150277,-0.053518153727054596
43,49,4,0.1000000014901161,7.0,0.1,0.6,0.20659205317497253,0.3300077600854404,0.5,0.09162108786650078,0.10839347541332245
43,5,3,0.1000000014901161,7.0,0.1,0.6,-0.029072171077132225,-0.06902769323224227,0.9,0.054947264231036595,0.04449349641799927
43,51,5,0.5,5.0,0.5,1.0,0.10839347541332245,0.09162108786650078,0.1,-0.17253768073326817,0.03791388124227524
43,59,5,0.5,5.0,0.5,1.0,-0.09670581668615341,0.203568981898453,0.9,0.19236017054817095,0.0794777125120163
43,66,5,0.8999999761581421,7.0,0.1,0.6,0.003050942672416568,0.0734134024676842,0.9,-0.1344771336426326,-0.19667953252792358
43,69,5,0.1000000014901161,4.0,0.1,0.6,-0.03537965565919876,-0.29572035779240413,0.1,-0.29718938415786905,-0.04011097550392151
43,7,6,0.8999999761581421,9.0,0.9,0.8,0.04449349641799927,0.054947264231036595,0.5,0.20378696333378993,-0.016124356538057327
43,71,5,0.5,9.0,0.1,1.0,-0.04011097550392151,-0.29718938415786905,0.1,-0.12226181251756174,0.004882592707872391
44,0,7,0.5,7.0,,,,,0.9,-0.29718938831150277,-0.6308145523071289
44,13,7,0.5,4.0,0.5,1.0,-0.02542196586728096,0.03373867582753958,0.1,0.15118460676769221,0.14741472899913788
44,15,7,0.5,5.0,0.1,0.8,0.14741472899913788,0.15118460676769221,0.1,0.2895667113902445,0.08006839454174042
44,26,7,0.1000000014901161,9.0,0.1,0.6,0.053655434399843216,0.10614911893112604,0.5,0.27712770336177134,0.07016638666391373
44,3,7,0.8999999761581421,5.0,0.5,1.0,0.032727811485528946,0.11342727184646528,0.5,-0.1581620460498015,-0.6124995946884155
44,36,7,0.5,9.0,0.1,0.8,-0.008947638794779778,-0.03574726220268837,0.1,0.01698250591582978,0.1949721723794937
44,40,7,0.8999999761581421,7.0,0.9,0.6,-0.20321956276893616,-0.28151330003084835,0.1,0.19721791189919086,0.13163641095161438
44,42,7,0.5,9.0,0.1,1.0,0.13163641095161438,0.19721791189919086,0.1,0.12604070633853157,0.06570485234260559
44,48,7,0.1000000014901161,7.0,0.9,0.6,-0.38167497515678406,0.32745049745866733,0.1,0.15318443159258488,-0.07167746126651764
44,50,7,0.5,7.0,0.1,0.8,-0.07167746126651764,0.15318443159258488,0.5,0.11631120696057871,-0.052963413298130035
44,54,7,0.8999999761581421,7.0,0.9,0.6,0.07598765194416046,0.23068189737622677,0.9,0.1673042185145113,-0.09865827858448029
44,56,7,0.8999999761581421,9.0,0.9,0.8,-0.09865827858448029,0.1673042185145113,0.1,0.18979542687437828,-0.4206908643245697
44,58,7,0.1000000014901161,7.0,0.1,1.0,-0.4206908643245697,0.18979542687437828,0.5,0.2351544034461612,-0.04146057739853859
44,64,7,0.8999999761581421,9.0,0.9,0.8,-0.027234449982643127,0.25234481033324535,0.1,0.2501680639942583,-0.11848606169223785
44,68,7,0.1000000014901161,4.0,0.1,0.6,-0.013102610595524311,0.14697200558611584,0.5,0.27806749817079945,0.07249091565608978
44,75,7,0.8999999761581421,4.0,0.5,1.0,-0.3466119170188904,0.08537811040793833,0.5,0.13087820169104739,-0.3265131115913391
44,77,7,0.1000000014901161,9.0,0.5,1.0,-0.3265131115913391,0.13087820169104739,0.9,-0.0905521012102207,-0.023363463580608368
44,80,7,0.1000000014901161,4.0,0.5,0.6,0.0117020383477211,0.16979628438000882,,,
45,0,4,0.5,9.0,,,,,0.5,0.33564285715688796,-0.027470458298921585
45,15,7,0.8999999761581421,9.0,0.9,0.6,0.08769271522760391,0.20750417822463016,0.1,0.40269278747930976,0.03931642323732376
45,25,5,0.1000000014901161,9.0,0.5,0.6,0.07093270868062973,0.42382364457258326,0.9,0.448611274046382,0.2162178009748459
45,33,4,0.8999999761581421,5.0,0.5,0.8,-0.1710331290960312,0.3244988165209966,0.1,0.33557367857366666,0.11811606585979462
45,35,5,0.1000000014901161,9.0,0.1,1.0,0.11811606585979462,0.33557367857366666,0.9,0.24815051383531292,-0.05414145067334175
45,37,2,0.1000000014901161,5.0,0.9,1.0,-0.05414145067334175,0.24815051383531292,0.5,0.26205621670868545,-0.16507291793823242
45,39,7,0.8999999761581421,4.0,0.5,0.8,-0.16507291793823242,0.26205621670868545,0.5,0.45122312747099785,0.14462673664093018
45,41,6,0.5,7.0,0.5,0.6,0.14462673664093018,0.45122312747099785,0.5,0.35028225157258736,0.06304024904966354
45,43,6,0.8999999761581421,7.0,0.5,0.6,0.06304024904966354,0.35028225157258736,0.9,0.44492650475875023,0.16369159519672394
45,45,7,0.5,7.0,0.9,1.0,0.16369159519672394,0.44492650475875023,0.1,0.37140527488811476,0.023361392319202423
45,49,7,0.1000000014901161,7.0,0.1,0.6,0.06740299612283707,0.391840311336506,0.5,0.3517556019347939,0.15282943844795227
45,5,1,0.1000000014901161,7.0,0.1,0.6,-0.4247056841850281,0.21790674541243987,0.9,0.313291960204271,0.05265503376722336
45,51,3,0.5,5.0,0.5,1.0,0.15282943844795227,0.3517556019347939,0.1,0.31422436837606943,-0.0009809602051973343
45,59,4,0.5,4.0,0.5,1.0,-0.11932358890771866,0.3753573159848151,0.9,0.14905755283702268,0.10737128555774689
45,66,7,0.8999999761581421,7.0,0.1,0.6,-0.08681251853704453,0.44290818045749397,0.9,0.395299731478923,0.010015366598963737
45,69,4,0.1000000014901161,4.0,0.1,0.6,0.0036324947141110897,0.3794699141850133,0.1,0.42009873639318546,0.08045192062854767
45,7,7,0.8999999761581421,9.0,0.9,0.8,0.05265503376722336,0.313291960204271,0.5,0.0653372482008181,-0.3523276448249817
45,71,7,0.5,9.0,0.1,1.0,0.08045192062854767,0.42009873639318546,0.1,0.4041594204790272,-0.16676412522792816
46,0,4,0.5,7.0,,,,,0.9,0.4834728405056782,0.2716527581214905
46,13,3,0.5,4.0,0.5,1.0,0.2642384171485901,0.5538842485506253,0.1,0.3716462027306115,0.17850235104560852
46,15,4,0.5,5.0,0.1,0.8,0.17850235104560852,0.3716462027306115,0.1,0.484667202430462,0.20078453421592712
46,26,2,0.1000000014901161,9.0,0.1,0.6,0.08181367814540863,0.4433966001391189,0.5,0.38478285631222997,0.22083477675914764
46,3,4,0.8999999761581421,5.0,0.5,1.0,0.12203888595104218,0.49834299777095314,0.5,0.4568381004270079,0.18739354610443115
46,36,7,0.5,9.0,0.1,0.8,-0.01043628342449665,0.13319743268836856,0.1,0.03809272867996502,0.08480701595544815
46,40,7,0.8999999761581421,7.0,0.9,0.6,0.02726002410054207,0.07875758848266734,0.1,0.11038675075285499,0.18332572281360626
46,42,7,0.5,9.0,0.1,1.0,0.18332572281360626,0.11038675075285499,0.1,-0.04471697028127547,0.11864783614873886
46,48,3,0.1000000014901161,7.0,0.9,0.6,-0.20121562480926514,0.0870271359249562,0.1,0.17142996369252933,0.24492676556110382
46,50,6,0.5,7.0,0.1,0.8,0.24492676556110382,0.17142996369252933,0.5,0.1230866091404328,-0.29265958070755005
46,54,6,0.8999999761581421,7.0,0.9,0.6,-0.10715383291244507,0.19244848820838548,0.9,0.15851307481862942,0.14768795669078827
46,56,7,0.8999999761581421,9.0,0.9,0.8,0.14768795669078827,0.15851307481862942,0.1,0.22065198134127453,0.1369825154542923
46,58,3,0.1000000014901161,7.0,0.1,1.0,0.1369825154542923,0.22065198134127453,0.5,0.12905540975695895,-0.13304491341114044
46,64,7,0.8999999761581421,9.0,0.9,0.8,0.14642171561717987,0.11060839326595986,0.1,0.2332390814844556,-0.1838078796863556
46,68,3,0.1000000014901161,5.0,0.1,0.6,0.0625329539179802,0.15913208897460968,0.5,-0.016270538082223753,-0.16515295207500458
46,75,7,0.8999999761581421,5.0,0.5,1.0,-0.23223677277565002,0.01067968963755312,0.5,0.04973808881897776,-0.15170207619667053
46,77,4,0.1000000014901161,9.0,0.5,1.0,-0.15170207619667053,0.04973808881897776,0.9,0.08908513015229501,-0.13373684883117676
46,80,1,0.1000000014901161,5.0,0.5,0.6,-0.02025049552321434,0.08568141476215918,,,
47,1,7,0.8999999761581421,7.0,0.5,0.6,-0.46655115485191345,-0.17158391756281138,0.9,0.3543638159932838,0.09764424711465836
47,14,7,0.5,9.0,0.5,0.6,0.011887244880199432,0.3858791504308643,0.5,0.39524491094640457,0.0598900131881237
47,23,5,0.8999999761581421,5.0,0.5,1.0,-0.3706883192062378,0.0827026942873676,0.9,0.07766523041242565,-0.5037649273872375
47,25,7,0.8999999761581421,5.0,0.9,0.6,-0.5037649273872375,0.07766523041242565,0.5,0.3888936364787519,0.080146923661232
47,29,3,0.5,5.0,0.1,0.8,0.07687393575906754,0.41136579803816326,0.9,0.42633012022906475,0.13607653975486755
47,31,7,0.1000000014901161,4.0,0.9,1.0,0.13607653975486755,0.42633012022906475,0.5,0.45609343151914705,-0.038715630769729614
47,35,2,0.1000000014901161,5.0,0.5,1.0,-0.00028445880161598325,0.19407015424044693,0.1,0.30076226126277145,-0.18119904398918152
47,39,4,0.5,7.0,0.1,0.6,0.11890661716461182,0.33689448144779033,0.9,0.3815678843374469,-0.004268168471753597
47,41,7,0.1000000014901161,9.0,0.9,1.0,-0.004268168471753597,0.3815678843374469,0.1,0.2884637612691567,0.04271756857633591
47,45,4,0.5,5.0,0.1,1.0,0.1300051510334015,0.38465258585088274,0.5,0.23745421163363234,-0.0007877089083194733
47,47,7,0.1000000014901161,7.0,0.5,1.0,-0.0007877089083194733,0.23745421163363234,0.5,0.38388233218421786,0.020122507587075233
47,49,5,0.1000000014901161,9.0,0.5,1.0,0.020122507587075233,0.38388233218421786,0.9,0.03536766171829826,-0.21912400424480438
47,51,5,0.1000000014901161,7.0,0.9,1.0,-0.21912400424480438,0.03536766171829826,0.1,0.07279028708533689,-0.2543739974498749
47,55,7,0.8999999761581421,9.0,0.1,0.6,-0.1309296041727066,0.44187539278496196,0.9,0.266480859752258,-0.10724036395549774
47,73,7,0.8999999761581421,7.0,0.1,1.0,0.023510394617915154,0.35137621508211025,0.5,0.4603235965717528,-0.023756088688969612
47,75,4,0.5,9.0,0.5,0.8,-0.023756088688969612,0.4603235965717528,0.9,0.3434964494711325,0.011967776343226433
47,79,7,0.5,7.0,0.1,0.8,-0.1228780746459961,0.3059386687238951,0.1,0.3459713111726156,-0.10321629047393799
47,8,0,0.8999999761581421,9.0,0.1,0.6,0.10353346168994904,0.33135091104753267,0.9,0.3570748010953707,0.20879749953746796
48,15,3,0.5,7.0,0.9,0.8,0.21664562821388245,0.07520730782152711,0.5,0.06083611174483272,0.1181466355919838
48,17,7,0.1000000014901161,5.0,0.5,0.8,0.1181466355919838,0.06083611174483272,0.9,0.012228866352198152,0.18840032815933228
48,20,5,0.5,4.0,0.9,0.8,0.13319721817970276,0.10190402795845967,0.9,0.11259625598110211,0.27448418736457825
48,26,6,0.1000000014901161,9.0,0.1,0.6,0.04189286753535271,-0.2768642817262739,0.5,-0.2960610541024581,0.14236629009246826
48,28,4,0.1000000014901161,9.0,0.5,0.6,0.14236629009246826,-0.2960610541024581,0.1,-0.28203698436614993,0.09303081035614014
48,36,3,0.1000000014901161,7.0,0.1,0.6,0.09688655287027359,-0.27971772120417976,0.1,-0.24116078986640607,0.019791482016444206
48,40,4,0.1000000014901161,5.0,0.9,0.6,0.09541632235050201,0.3144541614225641,0.5,0.21916165221498152,0.1124517098069191
48,44,0,0.8999999761581421,5.0,0.5,0.8,0.13076786696910858,0.1100434661462371,0.9,0.09596840684312682,0.15310540795326233
48,46,0,0.8999999761581421,7.0,0.9,0.6,0.15310540795326233,0.09596840684312682,0.1,-0.2593695880951122,0.14681056141853333
48,5,3,0.8999999761581421,5.0,0.9,1.0,-0.5984166860580444,-0.2233513886916776,0.1,0.10848563383513983,0.155967116355896
48,50,0,0.8999999761581421,9.0,0.5,1.0,0.08272046595811844,-0.09736039858974294,0.1,-0.13010026706748964,0.10783383995294571
48,52,7,0.1000000014901161,7.0,0.1,0.8,0.10783383995294571,-0.13010026706748964,0.5,-0.13586980484802202,0.04914955422282219
48,56,0,0.8999999761581421,7.0,0.1,0.6,0.04085391014814377,-0.28203698436614993,0.5,-0.29715282470390797,0.12336687743663788
48,58,2,0.5,9.0,0.5,0.8,0.12336687743663788,-0.29715282470390797,0.1,-0.28042000681027535,0.15467369556427002
48,64,0,0.8999999761581421,9.0,0.9,1.0,0.06684862077236176,0.1389377026983297,0.5,-0.27153845505517554,-0.010350245051085949
48,68,2,0.5,9.0,0.9,0.6,0.17414171993732452,0.19040203516921939,0.1,0.0986634368602881,0.0072482586838305
48,76,3,0.5,5.0,0.9,1.0,0.09068678319454193,0.3575040626767033,0.5,0.19739206112439572,-0.05114496871829033
48,78,0,0.5,7.0,0.5,1.0,-0.05114496871829033,0.19739206112439572,0.9,0.11139794942294437,0.027418341487646103
49,0,5,0.5,7.0,,,,,0.9,0.2134461805890906,0.061572808772325516
49,13,0,0.5,4.0,0.5,1.0,0.23730330169200897,0.38175953621649167,0.1,0.4939875436231442,0.07532890141010284
49,15,7,0.5,5.0,0.1,0.8,0.07532890141010284,0.4939875436231442,0.1,-0.2971893054465088,0.2551794648170471
49,26,0,0.1000000014901161,9.0,0.1,0.6,0.19409289956092834,0.44470191300825074,0.5,0.3529252444866778,0.16722635924816132
49,3,0,0.8999999761581421,5.0,0.5,1.0,0.17250525951385498,0.18457173850581174,0.5,0.27820842868384665,0.059699494391679764
49,36,7,0.5,9.0,0.1,0.8,0.11623714119195938,0.4460148668601086,0.1,0.5337350484957866,0.1308159977197647
49,40,7,0.8999999761581421,7.0,0.9,0.6,0.11273302137851715,0.4654382723231345,0.1,0.49368337822136593,-0.3126475214958191
49,42,7,0.5,9.0,0.1,1.0,-0.3126475214958191,0.49368337822136593,0.1,0.48856084458955956,0.20627149939537048
49,48,1,0.1000000014901161,7.0,0.9,0.6,0.1817048043012619,0.4303039175929283,0.1,0.5711418575460782,0.08187554776668549
49,50,4,0.5,7.0,0.1,0.8,0.08187554776668549,0.5711418575460782,0.5,0.5297521900633244,0.22083453834056854
49,54,7,0.8999999761581421,7.0,0.9,0.6,0.21424031257629395,0.457122007240002,0.9,0.08602900111252341,0.12176847457885742
49,56,7,0.8999999761581421,9.0,0.9,0.8,0.12176847457885742,0.08602900111252341,0.1,0.17825083332855668,0.1554049849510193
49,58,7,0.1000000014901161,7.0,0.1,1.0,0.1554049849510193,0.17825083332855668,0.5,0.33474957177269954,0.05772899463772774
49,64,7,0.8999999761581421,9.0,0.9,0.8,0.16047950088977814,0.27608607367996774,0.1,0.49108938058095136,0.10269348323345184
49,68,7,0.1000000014901161,5.0,0.1,0.6,0.27352452278137207,0.17985064970695053,0.5,-0.2437459398618379,0.2695913314819336
49,75,7,0.8999999761581421,5.0,0.5,1.0,0.10350348800420761,0.4329448144760828,0.5,0.49589080620195014,0.17957176268100739
49,77,7,0.1000000014901161,9.0,0.5,1.0,0.17957176268100739,0.49589080620195014,0.9,0.42903141759709534,0.2935158610343933
49,80,7,0.1000000014901161,4.0,0.5,0.6,0.23749765753746033,0.10077078960819556,,,
50,0,1,0.5,9.0,,,,,0.5,0.2548033902591116,-0.017016220837831497
50,15,4,0.8999999761581421,9.0,0.9,0.6,0.1145404577255249,0.14221400952084945,0.1,0.01971525875341282,-0.15739181637763977
50,25,1,0.1000000014901161,9.0,0.5,0.6,0.03201861307024956,0.23421777750647224,0.9,0.07810362503110703,0.12905891239643097
50,33,2,0.8999999761581421,4.0,0.5,0.8,-0.20039626955986023,0.0766955672350257,0.1,0.04171902571238371,0.11269597709178925
50,35,4,0.1000000014901161,9.0,0.1,1.0,0.11269597709178925,0.04171902571238371,0.9,0.05686040219333342,-0.012624126859009266
50,37,2,0.1000000014901161,4.0,0.9,1.0,-0.012624126859009266,0.05686040219333342,0.5,0.053309270901457075,-0.11601811647415161
50,39,5,0.8999999761581421,5.0,0.5,0.8,-0.11601811647415161,0.053309270901457075,0.5,0.15626733142658983,0.036479704082012177
50,41,3,0.5,7.0,0.5,0.6,0.036479704082012177,0.15626733142658983,0.5,0.056096587435631756,0.052237916737794876
50,43,4,0.8999999761581421,7.0,0.5,0.6,0.052237916737794876,0.056096587435631756,0.9,0.19372569813815527,0.057372987270355225
50,45,6,0.5,7.0,0.9,1.0,0.057372987270355225,0.19372569813815527,0.1,0.22663986617578344,0.4280988276004791
50,49,4,0.1000000014901161,7.0,0.1,0.6,0.22129540145397186,0.16142728776163878,0.5,-0.09201018001405772,-0.04108477383852005
50,5,1,0.1000000014901161,7.0,0.1,0.6,-0.07305309176445007,0.31664231062356835,0.9,0.1853417161968316,0.0627458319067955
50,51,5,0.5,5.0,0.5,1.0,-0.04108477383852005,-0.09201018001405772,0.1,0.19785633982876213,0.2226700335741043
50,59,4,0.5,4.0,0.5,1.0,-0.02955256775021553,-0.01888516811469583,0.9,-0.13483045091628484,0.02810748852789402
50,66,5,0.8999999761581421,7.0,0.1,0.6,-0.033455897122621536,-0.056043443530669514,0.9,-0.19205246555205707,0.07716335356235504
50,69,3,0.1000000014901161,4.0,0.1,0.6,0.15519319474697113,0.09984492609758142,0.1,0.007832907641871981,-0.08397441357374191
50,7,3,0.8999999761581421,9.0,0.9,0.8,0.0627458319067955,0.1853417161968316,0.5,0.23862139774688496,-0.13977625966072083
50,71,5,0.5,9.0,0.1,1.0,-0.08397441357374191,0.007832907641871981,0.1,0.06453568204193777,0.16336219012737274
51,0,3,0.5,9.0,,,,,0.5,0.019064467104679683,-0.1655348837375641
51,15,6,0.8999999761581421,9.0,0.9,0.6,0.28097838163375854,-0.3933445189983627,0.1,0.05409986351153264,0.07680395990610123
51,25,4,0.1000000014901161,9.0,0.5,0.6,0.1716672033071518,0.04746528004750669,0.9,-0.016508405323610347,0.20302340388298035
51,33,5,0.8999999761581421,4.0,0.5,0.8,0.4207536578178406,-0.12079146150512537,0.1,0.1986161602197696,0.2311200648546219
51,35,6,0.1000000014901161,9.0,0.1,1.0,0.2311200648546219,0.1986161602197696,0.9,0.07835034285098906,0.2653641998767853
51,37,0,0.1000000014901161,5.0,0.9,1.0,0.2653641998767853,0.07835034285098906,0.5,-0.18078561977350918,0.5923940539360046
51,39,6,0.8999999761581421,4.0,0.5,0.8,0.5923940539360046,-0.18078561977350918,0.5,-0.46838925322366054,0.18094892799854279
51,41,5,0.5,7.0,0.5,0.6,0.18094892799854279,-0.46838925322366054,0.5,-0.29889149352163535,-0.09724009782075882
51,43,5,0.8999999761581421,7.0,0.5,0.6,-0.09724009782075882,-0.29889149352163535,0.9,-0.04918051633499622,0.26652637124061584
51,45,5,0.5,7.0,0.9,1.0,0.26652637124061584,-0.04918051633499622,0.1,-0.17516287826168705,0.021272122859954834
51,49,5,0.1000000014901161,7.0,0.1,0.6,0.20653757452964783,0.07458694787721368,0.5,0.09266208392943151,0.11091843992471695
51,5,0,0.1000000014901161,7.0,0.1,0.6,-0.12822096049785614,-0.3959845399233676,0.9,-0.1389069064152323,0.12452362477779388
51,51,3,0.5,5.0,0.5,1.0,0.11091843992471695,0.09266208392943151,0.1,-0.09951330169648068,0.2791185975074768
51,59,3,0.5,4.0,0.5,1.0,0.138050377368927,-0.12939580157196354,0.9,0.1711741267429104,0.22865061461925507
51,66,2,0.8999999761581421,7.0,0.1,0.6,0.055473316460847855,-0.374967216351968,0.9,-0.22081867317705203,0.20590896904468536
51,69,1,0.1000000014901161,4.0,0.1,0.6,0.2563519775867462,0.08573216742754611,0.1,0.1164987834217125,0.30819112062454224
51,7,7,0.8999999761581421,9.0,0.9,0.8,0.12452362477779388,-0.1389069064152323,0.5,0.09872205529084885,0.1645156592130661
51,71,4,0.5,9.0,0.1,1.0,0.30819112062454224,0.1164987834217125,0.1,-0.27460825011054607,0.24024374783039093
52,0,7,0.5,9.0,,,,,0.5,-0.29718938831150277,-0.6577609777450562
52,15,7,0.8999999761581421,9.0,0.9,0.6,-0.30275219678878784,-0.29718938831150277,0.1,-0.29718938831150277,-0.19324222207069397
52,25,7,0.1000000014901161,9.0,0.5,0.6,0.024318227544426918,-0.28203698436614993,0.9,-0.29718938831150277,-0.5801056623458862
52,33,2,0.8999999761581421,5.0,0.5,0.8,-0.6015058159828186,-0.29718938831150277,0.1,-0.29718938831150277,-0.2788597047328949
52,35,7,0.1000000014901161,9.0,0.1,1.0,-0.2788597047328949,-0.29718938831150277,0.9,-0.29718938831150277,-0.4571862816810608
52,37,4,0.1000000014901161,4.0,0.9,1.0,-0.4571862816810608,-0.29718938831150277,0.5,-0.28203698436614993,0.22003507614135742
52,39,7,0.8999999761581421,5.0,0.5,0.8,0.22003507614135742,-0.28203698436614993,0.5,-0.28203698436614993,-0.4700841009616852
52,41,4,0.5,7.0,0.5,0.6,-0.4700841009616852,-0.28203698436614993,0.5,-0.28203698436614993,-0.2471683919429779
52,43,4,0.8999999761581421,7.0,0.5,0.6,-0.2471683919429779,-0.28203698436614993,0.9,-0.29718898270916305,-0.398174524307251
52,45,7,0.5,7.0,0.9,1.0,-0.398174524307251,-0.29718898270916305,0.1,-0.28203698436614993,0.1335746794939041
52,49,4,0.1000000014901161,7.0,0.1,0.6,-0.4261578619480133,-0.29718938831150277,0.5,-0.29718938831150277,-0.2619987726211548
52,5,7,0.1000000014901161,7.0,0.1,0.6,-0.6767810583114624,-0.29718938415786905,0.9,-0.29718938831150277,-0.3776984214782715
52,51,5,0.5,5.0,0.5,1.0,-0.2619987726211548,-0.29718938831150277,0.1,-0.29718938831150277,-0.05165344476699829
52,59,0,0.5,5.0,0.5,1.0,-0.10613682121038437,-0.29718815239776764,0.9,-0.2903669146532774,-0.2332497537136078
52,66,7,0.8999999761581421,7.0,0.1,0.6,0.010568803176283836,-0.28203698436614993,0.9,-0.28203698436614993,-0.19104568660259247
52,69,6,0.1000000014901161,4.0,0.1,0.6,0.011296325363218784,-0.28160368185651263,0.1,-0.29718931790741016,0.20602969825267792
52,7,7,0.8999999761581421,9.0,0.9,0.8,-0.3776984214782715,-0.29718938831150277,0.5,-0.29718938831150277,-0.24148984253406525
52,71,7,0.5,9.0,0.1,1.0,0.20602969825267792,-0.29718931790741016,0.1,-0.29718823090144647,0.13364741206169128
53,11,5,0.5,5.0,0.1,0.8,0.10845664888620377,0.15594188521197608,0.1,0.46266415710958453,-0.04986923933029175
53,19,7,0.5,7.0,0.1,0.6,-0.006641280837357044,0.2201741832256054,0.5,0.4617988767030285,-0.029613841325044632
53,2,0,0.1000000014901161,5.0,0.5,0.6,-0.051788974553346634,0.21887682203768072,0.9,0.22066501761909021,-0.09301337599754333
53,22,7,0.8999999761581421,9.0,0.5,1.0,-0.11549796909093857,0.301200131488908,0.1,0.1643932517978752,-0.01429818570613861
53,25,2,0.1000000014901161,9.0,0.5,0.6,0.12807941436767578,0.44309893465524214,0.1,-0.2970976910302365,-0.021728936582803726
53,29,5,0.1000000014901161,7.0,0.9,0.6,0.1459793746471405,0.38627252551232927,0.5,0.31724796476261685,-0.027968328446149826
53,36,5,0.8999999761581421,5.0,0.9,0.8,0.18393969535827637,0.14256352618885784,0.1,0.21988556027256292,-0.11249592155218124
53,49,5,0.1000000014901161,9.0,0.1,0.6,0.17990480363368988,0.34376814509889264,0.1,0.1116187498571648,-0.07645776122808456
53,51,5,0.5,7.0,0.1,0.8,-0.07645776122808456,0.1116187498571648,0.5,0.20057812965371855,-0.08654298633337021
53,55,7,0.8999999761581421,5.0,0.1,1.0,0.1178346648812294,0.5350582217594474,0.9,0.20844480269678997,-0.1045348271727562
53,58,7,0.5,9.0,0.5,0.6,-0.09735250473022461,0.2762673212347999,0.9,0.1354967451301232,-0.07447900623083115
53,61,7,0.8999999761581421,7.0,0.9,1.0,-0.07447900623083115,0.1354967451301232,0.5,0.2667216732354665,-0.07343999296426773
53,64,7,0.8999999761581421,9.0,0.5,0.8,-0.07343999296426773,0.2667216732354665,0.1,0.22322515352936387,-0.023031096905469894
53,66,4,0.1000000014901161,5.0,0.1,0.6,-0.023031096905469894,0.22322515352936387,0.5,0.26923507029640376,-0.11005742847919464
53,73,4,0.1000000014901161,7.0,0.1,0.6,0.30365967750549316,-0.13132753712107972,0.9,0.29157575186179296,-0.03625942021608353
53,75,5,0.5,5.0,0.9,1.0,-0.03625942021608353,0.29157575186179296,0.9,0.1311051250097844,-0.03464273363351822
53,79,7,0.8999999761581421,7.0,0.1,1.0,0.23708906769752502,-0.02588016422412035,,,
53,8,6,0.5,9.0,0.5,0.8,-0.04381421580910683,0.13679601385719692,0.1,0.15594188521197608,0.10845664888620377
