subj,event_idx,rating,p_threat,dist_safety,pre_threat,pre_effort_H,pre_term_mean,pre_onset_slope,fol_threat,fol_onset_slope,fol_term_mean
11,39,7,0.8999999761581421,4.0,0.5,0.8,0.13927116990089417,-0.29718831293571407,0.5,0.25140181240591036,0.31519532203674316
11,41,7,0.5,7.0,0.5,0.6,0.31519532203674316,0.25140181240591036,0.5,-0.2820357484524148,-0.1985526829957962
11,43,7,0.8999999761581421,7.0,0.5,0.6,-0.1985526829957962,-0.2820357484524148,0.9,-0.19882327981367495,0.22093363106250763
11,45,7,0.5,7.0,0.9,1.0,0.22093363106250763,-0.19882327981367495,0.1,-0.29718938831150277,0.17648732662200928
11,49,7,0.1000000014901161,7.0,0.1,0.6,-0.3249782621860504,-0.28203697252829363,0.5,0.006194714488836874,0.003534334944561124
11,5,2,0.1000000014901161,7.0,0.1,0.6,-0.04547535628080368,-0.2809294789693302,0.9,-0.13485872793231848,-0.0918455496430397
11,51,7,0.5,5.0,0.5,1.0,0.003534334944561124,0.006194714488836874,0.1,-0.29718938831150277,-0.1846086084842682
11,59,7,0.5,4.0,0.5,1.0,0.2125309407711029,-0.24533733970088922,0.9,0.2838677860370186,0.23024192452430725
11,66,7,0.8999999761581421,7.0,0.1,0.6,0.0495171919465065,0.12696055863864542,0.9,0.17731331703050104,0.12219303846359253
11,69,6,0.1000000014901161,4.0,0.1,0.6,0.08184703439474106,-0.2816225860823942,0.1,-0.13987912831415436,0.283488929271698
11,7,7,0.8999999761581421,9.0,0.9,0.8,-0.0918455496430397,-0.13485872793231848,0.5,-0.2971870369394121,0.1342771053314209
11,71,7,0.5,9.0,0.1,1.0,0.283488929271698,-0.13987912831415436,0.1,0.08187434545085895,0.0897713229060173
12,0,2,0.5,9.0,,,,,0.5,0.413634473305959,-0.07698540389537811
12,15,7,0.8999999761581421,9.0,0.9,0.6,0.04082950949668884,0.3441870015382865,0.1,-0.29718938831150277,-0.16241519153118134
12,25,1,0.1000000014901161,9.0,0.5,0.6,0.018309209495782852,0.25373630859174134,0.9,0.24613877567712228,0.0928555354475975
12,33,1,0.8999999761581421,4.0,0.5,0.8,0.12731032073497772,0.27698706292064573,0.1,0.28177075633219584,-0.01804165169596672
12,35,7,0.1000000014901161,9.0,0.1,1.0,-0.01804165169596672,0.28177075633219584,0.9,0.27662876373331424,0.012319427914917469
12,37,3,0.1000000014901161,5.0,0.9,1.0,0.012319427914917469,0.27662876373331424,0.5,0.256089469919206,-0.151381254196167
