window,predictor,bin,bin_mid,beta,p
onset,threat_pre_z,18,1.85,0.025452591524944848,4.397013211820037e-14
onset,threat_pre_z,19,1.9500000000000002,0.02503312726507455,3.3579705660198747e-07
onset,threat_pre_z,20,2.05,0.024650520449312173,2.3633477033774686e-18
onset,threat_pre_z,21,2.1500000000000004,0.027206286535307007,5.452647999955355e-08
onset,threat_pre_z,22,2.25,0.028986366231341397,8.985581333913423e-25
onset,threat_pre_z,23,2.3500000000000005,0.02681349448619112,4.378229388041552e-08
onset,threat_pre_z,24,2.45,0.0215336243160132,2.926505691333538e-10
encounter,anx_z,0,-1.95,0.006774077008074052,0.34537322888316735
encounter,anx_z,1,-1.8499999999999999,0.004416854982787892,0.5066091331265695
encounter,anx_z,2,-1.7499999999999998,0.001910370765508173,0.7581537909149442
encounter,anx_z,3,-1.6499999999999997,0.002600408422616376,0.6581755161089298
encounter,anx_z,4,-1.5499999999999996,0.005214247239634286,0.3681834667795899
encounter,anx_z,5,-1.4499999999999995,0.0036482042112410285,0.5174000910846228
encounter,anx_z,6,-1.3499999999999994,0.0022678546667113976,0.6730350538844738
encounter,anx_z,7,-1.2499999999999993,0.0035963409939669287,0.4788310378270113
encounter,anx_z,8,-1.1499999999999992,0.0029019021584006195,0.5571357648680746
encounter,anx_z,9,-1.0499999999999992,-0.0009899908336096106,0.8348135303733029
encounter,anx_z,10,-0.9499999999999991,-0.005680734413961567,0.21018569638226126
encounter,anx_z,11,-0.849999999999999,-0.007754572641140547,0.07834314956874872
encounter,anx_z,12,-0.7499999999999989,-0.006742698943912262,0.1062373023518743
encounter,anx_z,13,-0.6499999999999988,-0.002832668881467664,0.4798638888926342
encounter,anx_z,14,-0.5499999999999987,-7.774002044161811e-05,0.98422053837918
encounter,anx_z,15,-0.4499999999999986,0.003907328087430794,0.3097807048798227
encounter,anx_z,16,-0.34999999999999853,0.009215555494290767,0.014763828792487855
encounter,anx_z,17,-0.24999999999999845,0.007808780874539702,0.035140410284207724
encounter,anx_z,18,-0.14999999999999836,0.0010036025273268822,0.7865533143609351
encounter,anx_z,19,-0.04999999999999827,-0.0037995327198769953,0.2795166382718667
encounter,anx_z,20,0.05000000000000182,-0.005021520710066404,0.15790171903139572
encounter,anx_z,21,0.1500000000000019,-0.004785218808561011,0.1589383050363542
encounter,anx_z,22,0.250000000000002,-0.004992187820004381,0.1460444035828809
encounter,anx_z,23,0.3500000000000021,-0.004279053131902838,0.22182010656023454
encounter,anx_z,24,0.4500000000000022,-0.0035807212388291464,0.2820487642332754
encounter,anx_z,25,0.5500000000000023,-0.002096950388509769,0.5716936908963187
encounter,anx_z,26,0.6500000000000024,-0.004740281072395849,0.149022394846034
encounter,anx_z,27,0.7500000000000024,-0.010237872064453887,0.006052118065814499
encounter,anx_z,28,0.8500000000000025,-0.008983287917186738,0.008820082101572395
encounter,anx_z,29,0.9500000000000026,-0.008915850611160332,0.01531322139625836
encounter,anx_z,30,1.0500000000000027,-0.008634817479119981,0.027913980370090803
encounter,anx_z,31,1.1500000000000028,-0.0058555495743195605,0.11631358064090627
encounter,anx_z,32,1.2500000000000029,-0.0023214109982031294,0.5141642973860332
