subj,T_round,actual_dist,is_heavy,mean_rate,n_trials,sd_rate,sem,rel_rate,subj_cookie_mean,rel_rate_cc
5,0.1,1,1,0.9079222073486299,7,0.11131059160366472,0.04207144909582444,0.9373362365552677,0.965891482129114,0.9399836567015765
5,0.1,2,0,0.9821362444834713,2,0.06664602754406705,0.04712585801555524,1.01395459185543,0.9713476257608463,1.011106856532618
5,0.1,2,1,0.9331608810112587,7,0.12131454822587211,0.04585258928854423,0.9633925695704717,0.965891482129114,0.9661135834372333
5,0.1,3,0,0.9329617025759643,2,0.1693918048218051,0.1197780938669265,0.9631869383352946,0.9713476257608463,0.9604817861629973
5,0.1,3,1,0.8959880400812597,6,0.04592482527105254,0.018748731406758815,0.9250154371054062,0.965891482129114,0.9276280582848021
5,0.5,1,0,0.9773301831111164,6,0.14255600604880428,0.05819824576478047,1.0089928281239622,0.9713476257608463,1.0061590281291768
5,0.5,1,1,1.0150895307886285,6,0.12489114934637129,0.05098659821472309,1.0479754684430909,0.965891482129114,1.0509353789424327
5,0.5,2,0,0.960707757044265,1,,,0.9918318839749908,0.9713476257608463,0.9890462812340256
5,0.5,2,1,0.9938425072076891,6,0.08658859149628607,0.03534964445203258,1.026040103320216,0.965891482129114,1.028938059394584
5,0.5,3,0,0.9271806953736655,2,0.04933213876520054,0.03488308985130906,0.9572186433749523,0.9713476257608463,0.9545302534171685
5,0.5,3,1,0.9471294855649628,5,0.0702297156693878,0.03140768365544665,0.9778137161360277,0.965891482129114,0.9805754612073044
5,0.9,1,0,1.0938737991325056,9,0.11910358718221507,0.03970119572740503,1.1293121171025213,0.9713476257608463,1.1261403951810618
5,0.9,1,1,0.9941660743737547,6,0.05421228252648714,0.022132071663582328,1.0263741531179387,0.965891482129114,1.0292730526852925
5,0.9,2,0,0.9796648558852029,2,0.07798449887710174,0.05514336798343333,1.0114031374807966,0.9713476257608463,1.0085625680279413
5,0.9,2,1,1.023345485679384,3,0.07594312949681574,0.04384578625808918,1.0564988921723877,0.965891482129114,1.0594828762995447
5,0.9,3,0,0.9365282604719224,2,0.0,0.0,0.9668690422959593,0.9713476257608463,0.9641535487754446
