subj,baseline,cruising_rate,post_encounter_rate,encounter_spike,spike_peak,spike_peak_time,threat_gain_pre,threat_gain_post,ramp_speed,c_effort,c_death,log_ce,log_cd
99,0.7316648597501006,0.7375525671790367,0.7471458241747968,0.03765768317842977,0.1989921259543168,2.7,-0.06137463060977666,-0.046563765429513126,0.007521181371678281,0.9052909390785132,2.459720771069758,-0.09949890730095373,0.9000478358065652
100,0.9789542757357779,1.0590059369598934,1.039387896750761,0.07492510943641065,0.2710951539325168,0.9,0.08519789511855747,0.07740306880856807,0.06971036105482027,0.4179775564783158,34.42869501891117,-0.87232754053449,3.538890374189804
101,1.1999644643473695,1.2809847300220443,1.3773279888912089,0.19427803220969736,0.3174465233421029,0.3,0.10260724855940628,0.20972332083776157,0.10061969219948745,0.1510377615262932,206.31562586744548,-1.8902253970980192,5.329407160628331
102,1.0102512011026308,1.0489757496676986,0.995349461898798,0.03112478188880944,0.11902511624145806,2.1,0.08011676530600798,0.007783990213513836,0.017813687601958592,0.6674977116561746,42.5723931794256,-0.40421931694405894,3.751205995770501
103,1.063064785254277,1.0420706485739675,1.0230667721009106,-0.012653895658157199,0.2588706717361833,2.1,0.05811877141107935,0.0691868443462873,0.0015268918907456982,0.2986219856674391,34.02279907896435,-1.2085767674266596,3.5270308610365024
104,1.1155490567641517,1.1665788319674582,1.1143005342831231,0.031873542197431236,0.19295808773678336,0.9,0.022978913612006435,0.02439604275877305,0.04198347614299895,1.102381290828791,63.73389463015763,0.09747264982409103,4.15471651886895
105,0.773644632824791,0.8492643314450994,0.9150063990229527,0.06649406401794042,0.11800047371732902,1.5,0.02965273022916537,0.030698928826389138,0.0717185642213175,0.6675625351843685,24.65205646185052,-0.40412220742649485,3.204860323453147
106,0.9979703655301749,0.9702966222963305,1.0009963546364173,0.04606748080542107,0.1092872780359504,0.3,0.03763712965835386,0.05637214234389809,-0.007587141716272178,0.3340062244657585,32.325993242365435,-1.0965956500540617,3.4758716509411753
107,1.1419856482007393,1.1263049563237775,1.1048581667017943,0.045521004822290954,0.17981965168849645,2.3,0.05256925494409037,0.03728592592483482,-0.027062784581947767,0.3368894756774743,76.70973565028487,-1.088000367770913,4.340028631873296
108,1.0113499741880938,1.0123560443409738,0.9776303996093283,0.07414684905695165,0.15160905577043748,1.1,0.08744630059003,0.06345081389402174,-0.0066754752746279325,0.7920277655697218,38.44349468977457,-0.2331588302446848,3.6491894928151014
109,0.992842532037811,1.0725239794945443,0.9958467236682449,0.055921196920341254,0.14541201592259556,0.9,0.07818207728147586,0.10808827453061876,0.054908958321306954,0.7874834797795808,43.78514589054084,-0.23891288656006665,3.77929462494399
110,0.9382167210034323,1.0409152053581252,1.0856013201228227,0.022184212236908397,0.10860315283161315,1.3,-0.08409332759976573,0.027224576847037385,0.09939828875215684,2.524622874002414,39.6843340900253,0.9260916947417538,3.680956502511046
111,0.48297575906905815,0.550284127325522,0.5807450909014104,-0.003930871522851054,0.11926851842281883,0.9,0.03217131857622546,-0.036821135327031906,0.06866716866253333,0.8198495246892519,0.9390255023509,-0.19863446203973395,-0.06291264108953293
112,0.9697854886153585,1.0212833007527922,1.0283567269025862,0.03146064312397288,0.05980285641329097,2.5,0.031170251218085143,0.010288152812291118,0.051482234927501126,0.6970103166658344,47.422922115172895,-0.36095506680198064,3.859105700737287
113,0.7525076426536611,0.7656440920920558,0.7795919278996689,0.017334534472605235,0.09469699132249754,2.7,-0.020392441910308867,0.00667806646259439,0.014308360034355207,0.5323542987834854,2.221829396252794,-0.6304460361466108,0.7983309089055729
114,0.8274377155138115,0.916263646076858,0.9783083534389485,-0.012344500650810986,0.12366218022349185,0.9,0.012821467531944464,-0.11124800098142673,0.0886688817580107,0.7102342864726816,15.03094744807574,-0.34216038243107594,2.7101112389089144
115,0.8253600225377404,0.8440494028482359,0.8553372390741953,0.058819324237282436,0.14162020290151367,2.5,0.09707347958670043,0.03640034261839753,0.021852781379541702,0.5921252942850285,17.118786489127956,-0.5240370207401965,2.8401764855569076
116,0.9023156741595265,0.8880617482115625,0.8636497642610728,0.00928169271183037,0.07799659468496711,2.3,0.013893837099204664,-0.008999964326781629,-0.009475600858843627,0.6615662129425279,14.547401376852648,-0.41314520528509824,2.677412378137679
117,1.1480073791522467,1.160821661450964,1.1001884001036701,0.06020801956078883,0.10495313269007434,2.5,0.007631197804928602,0.005624829159411426,0.0041129833546877815,1.2449090974905597,61.55779043118058,0.21906251318720693,4.119976415395722
118,0.8025084189795335,0.8088775797946569,0.8516748158380392,-0.02168431192221241,0.22363778346840069,1.3,0.05693250896737723,-0.028844719990522405,0.049485763905345974,0.9675840145367518,3.270264583259605,-0.03295302111779799,1.1848708939477433
