subj,trial,T_round,distance,cookie,is_attack,type,epoch,norm_rate,n_presses,median_ipi,press_sd,press_cv,frac_full,relative_vigor,pause_freq
246,7,0.9,1,1,0,5,reactive,1.0702901174988706,15,0.116790771484375,0.1583669222339755,0.1616785358631124,0.7142857142857143,1.1892112416654117,0.0
246,8,0.5,3,0,0,1,full,0.904082609165419,27,0.1396484375,0.41200749130380165,0.44269224168403326,0.9615384615384616,2.2602065229135473,0.0
246,8,0.5,3,0,0,1,onset,,0,,,,,,
246,8,0.5,3,0,0,1,anticipatory,,0,,,,,,
246,8,0.5,3,0,0,1,reactive,1.0282077105909841,11,0.1217041015625,0.5504772601270844,0.5028872189742238,1.0,2.57051927647746,0.0
246,9,0.9,3,0,0,1,full,0.9748427417992636,37,0.128997802734375,0.5716694238717396,0.4960206858889432,0.9722222222222222,2.437106854498159,0.0
246,9,0.9,3,0,0,1,onset,1.8840846366145354,2,0.06634521484375,0.0,0.0,1.0,4.710211591536338,0.0
246,9,0.9,3,0,0,1,anticipatory,1.8840846366145354,2,0.06634521484375,0.0,0.0,1.0,4.710211591536338,0.0
246,9,0.9,3,0,0,1,reactive,1.081066626257404,17,0.11566162109375,0.6740142557331352,0.5028543801032449,1.0,2.70266656564351,0.0
246,10,0.5,1,0,1,1,full,1.0540471240911797,25,0.11859130859375,0.4711150361914,0.45848472227502923,1.0,2.6351178102279493,0.0
246,10,0.5,1,0,1,1,onset,,0,,,,,,
246,10,0.5,1,0,1,1,anticipatory,,0,,,,,,
246,10,0.5,1,0,1,1,reactive,0.7523879500367376,10,0.1661376953125,0.4047256409478325,0.45438545119241375,1.0,1.880969875091844,0.0
246,10,0.5,1,0,1,1,terminal,,0,,,,,,
246,11,0.5,1,0,1,6,full,1.062240663900415,49,0.11767578125,0.31720614230014826,0.3181332094783578,1.0,2.6556016597510372,0.0
246,11,0.5,1,0,1,6,onset,1.0666666666666667,10,0.1171875,0.2571388438596883,0.27646242667490517,1.0,2.6666666666666665,0.0
246,11,0.5,1,0,1,6,anticipatory,1.0666666666666667,6,0.1171875,0.2805683428028461,0.33155550427236874,1.0,2.6666666666666665,0.0
246,11,0.5,1,0,1,6,reactive,0.8943231441048035,14,0.1397705078125,0.1852720060562146,0.20758084309122876,1.0,2.2358078602620086,0.0
246,11,0.5,1,0,1,6,terminal,1.0666666666666667,10,0.1171875,0.2571388438596883,0.27646242667490517,1.0,2.6666666666666665,0.0
246,12,0.1,2,0,1,1,full,1.0633849976222134,17,0.1175537109375,0.6345282521056407,0.5916334185752522,0.9375,2.6584624940555335,0.0
246,12,0.1,2,0,1,1,onset,,1,,,,,,
246,12,0.1,2,0,1,1,anticipatory,,1,,,,,,
246,12,0.1,2,0,1,1,reactive,1.0705700782168823,13,0.11676025390625,0.6959688894270302,0.6072791220898017,0.9166666666666666,2.6764251955422056,0.0
246,12,0.1,2,0,1,1,terminal,,1,,,,,,
246,13,0.9,1,1,1,6,full,1.0633448641747396,68,0.1175537109375,0.566766996921827,0.4754947930955027,0.6363636363636364,1.1814942935274884,0.015151515151515152
246,13,0.9,1,1,1,6,onset,0.9126496577932739,9,0.14154052734375,0.3904032822691001,0.39657705873405324,0.5,1.0140551753258598,0.0
