subj,trial,T_round,distance,cookie_type,is_attack,predator_probability,antic_vigor_resid,react_vigor_resid,term_vigor_resid,log_k_z,log_beta_z,log_cd_z
2,23,0.9,1.0,1.0,1,0.9,-0.10988080317120719,0.12364453992614155,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,24,0.5,1.0,0.0,0,0.5,-0.08627773482246576,-0.06990878082739904,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,25,0.1,3.0,0.0,0,0.1,-0.11908214044044868,-0.15841682733838047,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,26,0.9,1.0,0.0,1,0.9,-0.17786038595154557,-0.17539790694388113,-0.18880948267103004,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,27,0.5,2.0,1.0,0,0.5,0.07972533334457177,-0.012622250039378446,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,28,0.5,1.0,0.0,1,0.5,-0.018989482799929847,0.03146795213151299,0.007480423685109816,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,29,0.1,2.0,0.0,0,0.1,-0.06940972402852363,-0.13866010727667777,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,30,0.9,1.0,0.0,0,0.9,-0.21875627096997374,-0.30380160938853396,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,31,0.1,1.0,0.0,0,0.1,-0.24620787243259606,-0.3155552177994497,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,32,0.5,1.0,0.0,0,0.5,-0.2882754588313702,-0.3382751548875463,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,33,0.9,1.0,0.0,1,0.9,-0.2559417217228417,0.17608322701094203,0.16278958316085845,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,34,0.1,1.0,0.0,1,0.1,0.1349795332636976,0.20548440248694333,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,35,0.1,3.0,1.0,0,0.1,0.19546242716487117,0.08563942075922482,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,36,0.9,1.0,0.0,1,0.9,-0.15679136198667065,0.15739856707686606,0.1432771592912836,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,37,0.1,1.0,0.0,0,0.1,0.045395838734159755,-0.014301567058844555,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,38,0.5,1.0,0.0,0,0.5,-0.14231433193057097,-0.21309416669804832,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,39,0.9,1.0,1.0,1,0.9,-0.19099818772344024,-0.006678664769771303,-0.023394473151912787,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,40,0.5,1.0,1.0,1,0.5,0.07909761960239148,0.08635848760691123,0.019372555527544244,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,41,0.5,2.0,0.0,1,0.5,0.08630144216294222,0.07682147351553992,0.06908013701447913,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,42,0.5,1.0,1.0,1,0.5,0.14089488811808237,0.1433403766911575,0.009908911753910732,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,43,0.9,2.0,0.0,1,0.9,0.10009071207192521,0.12323997937384945,0.04684992359328277,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,44,0.9,1.0,0.0,1,0.9,0.1277789349837657,0.052800595195256816,0.035906320105706935,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,45,0.5,2.0,1.0,0,0.5,0.041167517496592865,-0.020052638176127235,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,46,0.1,1.0,0.0,0,0.1,0.11372225723954799,0.008612155973726443,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,47,0.1,3.0,1.0,0,0.1,0.006451680048606745,-0.032276560673934696,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,48,0.1,1.0,1.0,1,0.1,0.1020910318739362,0.3886802330565462,0.30307198763137355,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,49,0.1,2.0,1.0,1,0.1,0.2959681569291348,0.320394790141447,0.2665294066512729,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,50,0.5,1.0,0.0,1,0.5,0.039581030212141544,0.1214753976826608,0.09165030567697119,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,51,0.5,1.0,0.0,0,0.5,0.1293157955430797,0.07619058125186018,,2.095326973969738,-0.20474987119716132,-2.019554667121159
2,52,0.1,1.0,0.0,0,0.1,-0.00028684789284161294,0.006501426167750846,,2.095326973969738,-0.20474987119716132,-2.019554667121159
