subj,optimality_rate,overcautious_rate,overrisky_rate,k,beta,log_k,log_beta,c_death,log_cd,log_k_z,log_beta_z,log_cd_z,calibration_at,discrepancy,calibration_ca,disc_z,cal_z,k_group,b_group,profile
11,0.7333333333333333,0.08888888888888889,0.17777777777777778,0.49846815601782946,5.100468449899131,-0.6962155712237833,1.629332388433457,54.198830711636575,3.9926593346268464,-0.021811105171915035,-0.055136747943840214,0.45439682796966435,0.34545100000701884,1.8745210727969506,0.13158898423805723,1.4929903945423946,0.17640293751879835,Low k,Low β,Low k / Low β
12,0.8444444444444444,0.1111111111111111,0.044444444444444446,1.185906642715499,4.771217610091637,0.17050758138577474,1.5626015364960493,29.253933758614394,3.376014052109232,1.216586359593715,-0.20572186974831702,0.1284697731742763,0.3439602315304349,0.37452107279695074,0.4053528949408422,0.29018686541809924,0.1720184828404974,High k,Low β,High k / Low β
13,0.4888888888888889,0.15555555555555556,0.35555555555555557,0.23753176493958464,5.550875201556806,-1.4374539173367484,1.7139556093001547,34.289059973458755,3.5348263520850236,-1.0809124870255993,0.13582436901674522,0.21240980590275638,0.7833033814480584,-0.903256704980827,0.7055446923646791,-0.7344235482803746,1.4641575099883297,Low k,High β,Low k / High β
14,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.21475015400156114,6.7441785726266215,-1.538280000997838,1.908679699089601,2135.873585918748,7.666631015706416,-1.2249755203162178,0.5752395709493333,2.3962697383194165,0.7036126607270851,1.207854406130284,0.43319443673506813,0.95841104826493,1.229781509442025,Low k,High β,Low k / High β
15,0.7333333333333333,0.2,0.06666666666666667,1.0432869909352993,5.538550024355854,0.042376297263561416,1.7117327380467007,91.80212414835177,4.519635436229679,1.0335089179257932,0.13080822837506706,0.7329293548735092,0.29591146310416555,-0.7365900383141604,0.19522387471910246,-0.6007787117110085,0.03070368391484622,High k,High β,High k / High β
16,0.6222222222222222,0.3333333333333333,0.044444444444444446,1.5339366725227053,7.982457413781692,0.42783741951319254,2.077246310645083,2.4925652409937458,0.9133123974335642,1.5842661869827286,0.9556276972250116,-1.173187954378746,0.32110093525657857,1.874521072796951,-0.04827662928924728,1.4929903945423948,0.10478768874680763,High k,High β,High k / High β
17,0.7111111111111111,0.1111111111111111,0.17777777777777778,0.6146681872469407,5.85338158274609,-0.48667268970768823,1.7670195425708477,11.084039672935711,2.405506206292027,0.2775894271063723,0.25556866454120536,-0.38449087504730933,0.5264102400355005,-1.0143678160919383,0.49219564354498835,-0.8235201059932856,0.7086167580999438,High k,High β,High k / High β
18,0.5777777777777777,0.13333333333333333,0.28888888888888886,0.28229104543605765,6.355340408398458,-1.2648166642539185,1.8492954686511294,46.96785145664119,3.849463356106594,-0.8342437140752257,0.44123286619108837,0.3787107814518004,0.059116033841084714,-0.4588122605363826,0.10168379210559046,-0.37803731742873153,-0.6657282865356325,Low k,High β,Low k / High β
19,0.6444444444444445,0.15555555555555556,0.2,0.3203969267626084,8.870365982357635,-1.1381946557109377,2.182716056164498,11.321854156018029,2.4267348540633886,-0.653322766145041,1.193631169601259,-0.3732705011280279,0.7881482903213815,0.09674329501917299,0.5537120145783561,0.06744547113582235,1.4784067268917216,Low k,High β,Low k / High β
20,0.6444444444444445,0.13333333333333333,0.2222222222222222,0.2718174609669589,8.512177099860631,-1.3026245373603127,2.141497738287528,35.6872914058971,3.5747946423805015,-0.8882646249764385,1.100617739712771,0.2335349932844341,-0.12382663077367499,0.9300766283525063,0.817499693165708,0.7356696539826532,-1.2037754979772364,Low k,High β,Low k / High β
21,0.6888888888888889,0.06666666666666667,0.24444444444444444,0.4875958349052249,4.4404376708064675,-0.7182684234434463,1.490752946091947,33.11208001385123,3.4998981709043484,-0.0533208164302971,-0.3678557017519909,0.19394856157911725,0.01857731072103609,-1.0699233716474934,0.5173554588364147,-0.8680683848497406,-0.7849555153292908,Low k,Low β,Low k / Low β
22,0.6444444444444445,0.06666666666666667,0.28888888888888886,0.3001893184350667,5.6501365478607335,-1.2033419419112592,1.7316797126292756,38.30358619678208,3.6455435261839084,-0.7464069693579476,0.1758206553101416,0.2709292229685749,0.7629274384153817,0.596743295019173,0.767757733624559,0.46837998084392085,1.4042304320029346,Low k,High β,Low k / High β
23,0.6222222222222222,0.08888888888888889,0.28888888888888886,0.32373536626043825,5.331442490137974,-1.1278288677299328,1.6736218376108243,524.2381208533674,6.261946010208884,-0.6385118481289197,0.04480700978433558,1.653825322158694,0.7391471874588083,-0.4588122605363826,0.5150874761185481,-0.37803731742873153,1.3342910455754473,Low k,High β,Low k / High β
24,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.16247936058368487,4.269311950456349,-1.8172042970717341,1.4514526785322692,42.91876903586737,3.7593092369194117,-1.6235100928373878,-0.45654085120840165,0.3310599400728081,0.3218123417809255,1.6522988505747287,-0.07826596513255547,1.3147972791165732,0.10687998524545252,Low k,Low β,Low k / Low β
25,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.20014721707797553,13.39327523678591,-1.6087020978222044,2.59475273298796,66.19929359068865,4.19266979205051,-1.3255965155073568,2.1234348715766425,0.5601120927491544,0.7660128464322477,0.20785440613028408,0.05925716485590025,0.15654202884873308,1.4133048334452123,Low k,High β,Low k / High β
