subj,k,beta,log_k,log_beta,c_death,log_cd,log_k_z,log_beta_z,log_cd_z
143,0.7631740375345476,3.755529380341205,-0.27026917733214934,1.3232292553968332,95.177528128782,4.555743864865938,0.5867926141740782,-0.7458903684174379,0.7520144174408516
144,0.4600103097336775,5.2138193117001155,-0.7765063772856355,1.651312660461294,11.75527448671074,2.4643020323540976,-0.13653277883623774,-0.00553597342185447,-0.35341441834527465
145,0.1902955532204168,2.9623230597036136,-1.6591768721605293,1.0859737779952157,27.40507268706856,3.310728130823282,-1.3977162372281833,-1.2812820789385817,0.09396298515919826
146,1.8511271591946408,6.993010715418427,0.6157947287977771,1.944911181026923,32.17489547124245,3.4711865047198796,1.8528246702785538,0.6569996858330144,0.1787730480982289
147,0.6003078614820236,5.841580853326403,-0.5103126528880121,1.7650014542718484,31.91370354237264,3.463035495679333,0.2438120088136663,0.2510146379778693,0.17446484296715345
148,0.660364796413327,3.9389345914034037,-0.4149628748177444,1.3709102784696854,1.688683786909338,0.5239494011797631,0.3800503486718587,-0.6382931707385852,-1.3789852550524668
149,0.2723456927734672,7.182328767040764,-1.3006830903189401,1.9716236712864985,23.75119929858785,3.1676330259883767,-0.8854906329736016,0.7172792039667272,0.018330255295338823
150,0.1915889401658349,4.0610724653344805,-1.6524031386718063,1.4014470927543812,27.987147281389493,3.3317453791260117,-1.3880377437505649,-0.569383666887281,0.10507162416677283
151,0.31433064081779377,6.157781651270555,-1.1573098508505264,1.8177165911391042,34.736081880757425,3.5477789703636224,-0.680635073573421,0.36997183806788453,0.21925589529501902
152,0.9956024736110304,3.360367851678337,-0.0044072239487669175,1.2120504476488232,43852.70671527912,10.688591722583551,0.9666633584322928,-0.9967769346868777,3.9935231039473598
153,1.6041978285534204,15.381611022446199,0.4726238363488611,2.7331727064751896,57.27241705086147,4.047819130000278,1.6482582297685222,2.435793967295939,0.48355146542311017
155,0.32798169595795784,4.9618559303765055,-1.1147974771613767,1.6017798502605332,54.0926197790039,3.990697758413621,-0.6198922450943385,-0.11731192174027122,0.45336003943651776
156,0.6734794946582368,4.742886367315623,-0.3952977295369475,1.5566458886315602,43.36340896261647,3.769615974027544,0.4081484397251127,-0.21916140982701818,0.3365075524448494
157,0.265519340880955,6.447151059216261,-1.3260675939441113,1.8636383369856198,78.1011401519241,4.358004655355267,-0.9217606978023732,0.4735990433410622,0.6474996177650103
158,0.19591861094873836,3.714040844493955,-1.6300559562534236,1.3121204603105259,1282.1836750136397,7.156319899459657,-1.3561074855495967,-0.7709585222414239,2.1265454675545588
159,0.5451407766061872,5.68169039822277,-0.6067112119746403,1.737248793778291,3.008836476001349,1.1015534512065108,0.106075142294631,0.18838786730902507,-1.073693392452791
160,0.7300651218744602,2.153430762603549,-0.3146215407712958,0.7670622738939626,27.549850427945948,3.315997106471516,0.5234207586120914,-2.0009391235538834,0.09674789532311963
161,0.5884574012075108,3.446135662754793,-0.5302507402755667,1.2372535055127214,2.043958552320852,0.7148883944063377,0.2153239307016625,-0.9399036080606835,-1.2780647007690467
162,0.22334174996754788,3.9506561689902204,-1.4990521695534942,1.3738816838485433,41.16435867088876,3.7175728011534726,-1.1689257345655273,-0.6315878848338662,0.3090002017232151
