subj,k,beta
219,0.34705120839797227,7.678458698889443
220,0.6269203130643396,5.4299053459527205
221,0.5079826603452585,6.001620665461862
222,0.42257343126571095,10.538661686604648
223,0.522321928399605,2.013604564061057
224,0.22040291651390423,2.5414652411384737
225,0.21722907518674436,5.175381598093621
226,2.1172785359108905,8.805545122430226
227,0.3956342166066371,4.22464310183375
228,0.6149182321345097,4.380191990729139
229,0.19486673330190957,5.413992144879867
230,0.47879048162756777,7.454899880782999
231,0.245497387419545,5.426565165165551
232,0.7556516926232285,2.136396066911681
233,0.41330820476627095,5.123980058476692
234,0.541457775033869,10.62232209232766
235,0.46814284748621093,2.8328610123269105
236,0.36450512747708713,7.323633879682572
237,0.4781148116881755,3.960826314470606
238,0.16738492519868084,2.635443217041077
239,0.5510263289755912,3.013708308625615
240,0.8572410775748758,4.699788801422814
241,0.45302699208771363,4.20897578150193
242,0.23790778481214625,7.644810310134127
243,0.5301865659301886,8.505367409842778
244,0.254420616718157,5.09876293310061
245,0.9172877719905334,4.26948071281087
246,0.5299522181927954,8.788106759977067
247,0.7030514661782914,2.838278114614234
248,0.548088918365872,2.937284757373474
249,0.3866932448634793,3.9059792893838767
250,0.5197058123077337,3.2315098417349044
251,0.32557428457794757,3.2472960138692555
252,0.568066607974751,2.8043553369208674
253,0.42993743450208416,9.832666052352808
254,0.477354933439341,2.867977466468063
255,0.39937772132579286,2.151854508738641
256,0.7692436806328665,2.7715436004154723
257,0.4733967698406621,4.371856477152297
258,0.2910275377530492,4.30461736418824
259,0.7184535557576794,14.226907395167785
260,0.4291255933311383,6.891429716321939
261,0.1730767945102949,6.1829292220577585
262,0.634910885008253,5.7963416894391795
263,1.155802280916688,5.6358392170692335
264,0.40387459639271983,3.627512455131717
265,0.38143035818737786,4.142347574828372
266,0.3268897862911624,5.255845273473429
267,0.3671619210061851,3.4680690491638484
268,0.8561301476752129,6.081980735283745
269,0.3147610354127821,7.1650834090756375
270,5.9481482650756,7.5035542409810185
271,0.2869802872475812,4.207901151001874
272,0.8806448100215831,3.447345424328734
273,0.6982055385219382,9.908746613567168
274,0.21333677898030393,11.507788969348631
275,0.9611265696287021,6.466147058291176
276,0.4791248029716984,4.432838927553402
277,0.4110652135901689,7.127501090373246
278,0.2507431035628166,2.604952181360246
279,0.36239141531232805,5.784056994337577
280,0.5433531195676955,5.4372898779751315
281,0.3656098828075502,6.897351062305238
282,1.0175685615365941,4.180547542305865
283,0.4002357937984119,5.046062619395154
284,5.75468662090576,7.880002502874227
285,0.37539426525726116,6.7692747367263255
286,0.42401773538467813,5.759777267016801
287,0.6312835854200336,6.51843682863684
288,1.698075293215108,5.451834701433203
289,0.3452399838861892,5.442707319723311
290,0.6343553865480843,5.9372863128436055
291,0.4347261949564802,3.325588535506387
292,2.1778458578254214,8.65166347019744
293,0.5027595941280855,2.5792094700272914
