subj_idx,T_round,actual_dist,actual_R,actual_req,is_heavy,mean_rate,n_trials
11,0.9,1,1.0,0.4,0,0.9247875066626386,16
11,0.9,1,5.0,0.9,1,0.9818902231607112,3
11,0.9,2,1.0,0.4,0,0.926293477708668,2
11,0.9,2,5.0,0.9,1,0.9885427422185318,2
11,0.9,3,1.0,0.4,0,0.9081795693757556,2
11,0.9,3,5.0,0.9,1,0.9677723239892282,2
12,0.1,1,1.0,0.4,0,0.9872055443562876,2
12,0.1,1,5.0,0.9,1,1.0005094905267389,7
12,0.1,2,1.0,0.4,0,0.8608849089603627,2
12,0.1,2,5.0,0.9,1,0.9656710896478276,7
12,0.1,3,1.0,0.4,0,0.866790707021642,2
12,0.1,3,5.0,0.9,1,0.934580813115341,7
12,0.5,1,1.0,0.4,0,0.9521930795465524,13
12,0.5,1,5.0,0.9,1,1.068472886414072,3
12,0.5,2,1.0,0.4,0,0.9314352279717888,2
12,0.5,2,5.0,0.9,1,1.032657718334755,4
12,0.5,3,1.0,0.4,0,0.8512732896532264,2
12,0.5,3,5.0,0.9,1,0.9552772380271936,3
12,0.9,1,1.0,0.4,0,0.9919341503355682,12
12,0.9,1,5.0,0.9,1,1.0674823983985116,4
12,0.9,2,1.0,0.4,0,1.0457393188562814,2
12,0.9,2,5.0,0.9,1,0.9348197505116986,4
12,0.9,3,1.0,0.4,0,0.8912995990738034,2
12,0.9,3,5.0,0.9,1,0.9741116381261844,3
13,0.1,1,1.0,0.4,0,1.4106161755655524,2
13,0.1,1,5.0,0.9,1,1.446848335756096,7
13,0.1,2,1.0,0.4,0,1.4106377440163254,2
13,0.1,2,5.0,0.9,1,1.4489192193384202,7
13,0.1,3,1.0,0.4,0,1.4336793075031329,2
13,0.1,3,5.0,0.9,1,1.4673203238574293,7
13,0.5,1,1.0,0.4,0,1.419001623483246,8
13,0.5,1,5.0,0.9,1,1.433446117667341,6
13,0.5,2,1.0,0.4,0,1.5322045091643255,2
13,0.5,2,5.0,0.9,1,1.4510353601181265,6
13,0.5,3,1.0,0.4,0,1.3061018666904742,2
13,0.5,3,5.0,0.9,1,1.5054893243794605,2
13,0.9,1,1.0,0.4,0,1.4580441756713054,17
13,0.9,1,5.0,0.9,1,1.4864569840022437,2
13,0.9,2,1.0,0.4,0,1.4332753181603477,2
13,0.9,2,5.0,0.9,1,1.532942498804498,2
13,0.9,3,1.0,0.4,0,1.3669994537257086,2
13,0.9,3,5.0,0.9,1,1.433701284826614,2
14,0.1,1,1.0,0.4,0,1.079024770482902,13
14,0.1,1,5.0,0.9,1,1.115904064559544,4
14,0.1,2,1.0,0.4,0,1.05063823429892,2
14,0.1,2,5.0,0.9,1,0.9812842613767332,3
14,0.1,3,1.0,0.4,0,1.0181306215127144,2
14,0.1,3,5.0,0.9,1,1.083048378287797,3
14,0.5,1,1.0,0.4,0,1.0942592165203848,13
14,0.5,1,5.0,0.9,1,1.169185567943168,5
14,0.5,2,1.0,0.4,0,1.11121292329346,2
14,0.5,2,5.0,0.9,1,1.1143025833163551,3
14,0.5,3,1.0,0.4,0,1.036012471753551,2
14,0.5,3,5.0,0.9,1,1.1101471866640895,2
14,0.9,1,1.0,0.4,0,1.1640127716730155,16
14,0.9,1,5.0,0.9,1,1.0862711022009364,3
14,0.9,2,1.0,0.4,0,1.1610510478392198,2
14,0.9,2,5.0,0.9,1,1.1798442963871665,2
14,0.9,3,1.0,0.4,0,1.1179907905068918,2
14,0.9,3,5.0,0.9,1,0.964252112829962,2
15,0.1,1,1.0,0.4,0,0.7097444262389454,16
15,0.1,1,5.0,0.9,1,0.6811449012899453,2
15,0.1,2,1.0,0.4,0,0.7394948958767475,2
15,0.1,2,5.0,0.9,1,0.808433383082475,3
15,0.1,3,1.0,0.4,0,0.5591190418776626,2
15,0.1,3,5.0,0.9,1,1.0207965565813095,2
15,0.5,1,1.0,0.4,0,0.7902168458881296,17
15,0.5,1,5.0,0.9,1,0.8386533508038112,2
15,0.5,2,1.0,0.4,0,0.7981364511105571,2
15,0.5,2,5.0,0.9,1,0.9114351354221216,2
15,0.5,3,1.0,0.4,0,0.6726256349041342,2
15,0.5,3,5.0,0.9,1,0.4457648208614876,2
15,0.9,1,1.0,0.4,0,0.8162996886308228,16
15,0.9,1,5.0,0.9,1,0.8893557372025838,2
15,0.9,2,1.0,0.4,0,1.0995197255394766,2
15,0.9,2,5.0,0.9,1,1.0540683790899636,2
15,0.9,3,1.0,0.4,0,0.4341219465294765,2
15,0.9,3,5.0,0.9,1,1.0606972658635774,2
16,0.1,1,1.0,0.4,0,0.59449476518012,6
16,0.1,1,5.0,0.9,1,0.804351863802342,7
16,0.1,2,1.0,0.4,0,0.783720100564734,2
16,0.1,2,5.0,0.9,1,0.8754537821683589,7
16,0.1,3,1.0,0.4,0,0.7405671558248544,2
16,0.1,3,5.0,0.9,1,0.9252453268963312,3
16,0.5,1,1.0,0.4,0,0.8135917919304738,10
16,0.5,1,5.0,0.9,1,0.8680859852205879,7
16,0.5,2,1.0,0.4,0,0.8949277911066743,2
16,0.5,2,5.0,0.9,1,0.852754219658427,4
16,0.5,3,1.0,0.4,0,0.8301545863636917,2
16,0.5,3,5.0,0.9,1,0.7996968081120857,2
16,0.9,1,1.0,0.4,0,0.9222410560295136,17
16,0.9,1,5.0,0.9,1,0.9551800444178824,2
16,0.9,2,1.0,0.4,0,0.8330819424760719,2
16,0.9,2,5.0,0.9,1,0.8771359989024552,2
16,0.9,3,1.0,0.4,0,0.8764453809106298,2
16,0.9,3,5.0,0.9,1,0.8362685735873787,2
17,0.1,1,1.0,0.4,0,0.9359931612630018,3
17,0.1,1,5.0,0.9,1,1.0331570107963055,7
17,0.1,2,1.0,0.4,0,0.995698821776963,2
17,0.1,2,5.0,0.9,1,0.9955846789248388,7
17,0.1,3,1.0,0.4,0,0.9976925568762304,2
17,0.1,3,5.0,0.9,1,0.99309250835531,6
17,0.5,1,1.0,0.4,0,0.9124380777617324,11
17,0.5,1,5.0,0.9,1,1.0955741670031127,5
17,0.5,2,1.0,0.4,0,1.065243512925632,2
17,0.5,2,5.0,0.9,1,1.002610151953243,4
17,0.5,3,1.0,0.4,0,0.9931577247081664,2
17,0.5,3,5.0,0.9,1,0.9924921076333424,3
17,0.9,1,1.0,0.4,0,0.9962441558698686,15
17,0.9,1,5.0,0.9,1,1.1315140854272174,3
17,0.9,2,1.0,0.4,0,1.0632126689542956,2
17,0.9,2,5.0,0.9,1,1.118515331456683,2
17,0.9,3,1.0,0.4,0,1.0549425287547611,2
17,0.9,3,5.0,0.9,1,0.9914829041600232,3
18,0.1,1,1.0,0.4,0,0.8185549072333865,3
18,0.1,1,5.0,0.9,1,0.8185897916214563,7
18,0.1,2,1.0,0.4,0,0.8141525455067831,2
18,0.1,2,5.0,0.9,1,0.8178734131181671,7
18,0.1,3,1.0,0.4,0,0.815000338854475,2
18,0.1,3,5.0,0.9,1,0.8156231596425821,6
18,0.5,1,1.0,0.4,0,0.8387470217176825,14
18,0.5,1,5.0,0.9,1,0.9217577374423614,5
18,0.5,2,1.0,0.4,0,0.8192256909176672,2
18,0.5,2,5.0,0.9,1,0.8205317862068434,2
18,0.5,3,1.0,0.4,0,0.821354839861377,2
18,0.5,3,5.0,0.9,1,0.820056070990826,2
18,0.9,1,1.0,0.4,0,0.8745732290403908,17
18,0.9,1,5.0,0.9,1,1.0688495910309503,2
18,0.9,2,1.0,0.4,0,0.8185786392679066,2
18,0.9,2,5.0,0.9,1,0.9363886757561776,2
18,0.9,3,1.0,0.4,0,0.8178937218229199,2
18,0.9,3,5.0,0.9,1,0.8266406666782057,2
19,0.1,1,1.0,0.4,0,0.7906627141809011,2
19,0.1,1,5.0,0.9,1,0.8496819392788361,7
19,0.1,2,1.0,0.4,0,0.7776629543374792,2
19,0.1,2,5.0,0.9,1,0.879564140405958,7
19,0.1,3,1.0,0.4,0,0.8068973388633514,2
19,0.1,3,5.0,0.9,1,0.8828325738605642,7
19,0.5,1,1.0,0.4,0,0.8352968709837125,13
19,0.5,1,5.0,0.9,1,1.138265824755463,6
19,0.5,2,1.0,0.4,0,0.7783695461528862,2
19,0.5,2,5.0,0.9,1,1.0869358298988356,2
19,0.5,3,1.0,0.4,0,1.04988938044573,2
19,0.5,3,5.0,0.9,1,0.7766756244126518,2
19,0.9,1,1.0,0.4,0,0.9680428688416955,17
19,0.9,1,5.0,0.9,1,1.0787790581004713,2
19,0.9,2,1.0,0.4,0,0.8041964259253771,2
19,0.9,2,5.0,0.9,1,1.3824667357520055,2
19,0.9,3,1.0,0.4,0,0.760973009823292,2
19,0.9,3,5.0,0.9,1,1.0907900233373669,2
20,0.1,1,1.0,0.4,0,0.8733947923255051,4
20,0.1,1,5.0,0.9,1,0.961685592258596,7
20,0.1,2,1.0,0.4,0,0.8155155066747333,2
20,0.1,2,5.0,0.9,1,1.0825410850214072,6
20,0.1,3,1.0,0.4,0,0.9277811210296172,2
20,0.1,3,5.0,0.9,1,1.1572912389970325,6
20,0.5,1,1.0,0.4,0,0.8587409439603825,11
20,0.5,1,5.0,0.9,1,0.9874224795380264,6
20,0.5,2,1.0,0.4,0,0.9638724441196198,2
20,0.5,2,5.0,0.9,1,1.1065095806904943,4
20,0.5,3,1.0,0.4,0,0.9082025840867476,2
20,0.5,3,5.0,0.9,1,1.0384269419684808,2
20,0.9,1,1.0,0.4,0,0.8849502637740809,13
20,0.9,1,5.0,0.9,1,1.008003378291589,5
20,0.9,2,1.0,0.4,0,0.8850961964968093,2
20,0.9,2,5.0,0.9,1,1.161473616757699,3
20,0.9,3,1.0,0.4,0,0.8478087895719193,2
20,0.9,3,5.0,0.9,1,1.0632265926226985,2
21,0.1,1,1.0,0.4,0,1.067368047158034,2
21,0.1,1,5.0,0.9,1,0.9641820778600038,7
21,0.1,2,1.0,0.4,0,0.9932697760781248,2
21,0.1,2,5.0,0.9,1,0.9424042046441492,7
21,0.1,3,1.0,0.4,0,0.9565207632263808,2
21,0.1,3,5.0,0.9,1,0.9643456615379452,7
21,0.5,1,1.0,0.4,0,0.9488689104646196,9
21,0.5,1,5.0,0.9,1,0.9956213562564942,7
21,0.5,2,1.0,0.4,0,0.9451346212765896,2
21,0.5,2,5.0,0.9,1,0.98871591243342,4
21,0.5,3,1.0,0.4,0,0.9820669829507656,2
21,0.5,3,5.0,0.9,1,1.0333990327067888,3
21,0.9,1,1.0,0.4,0,0.9796878896603016,15
21,0.9,1,5.0,0.9,1,1.05217517628705,4
21,0.9,2,1.0,0.4,0,1.0035674174610991,2
21,0.9,2,5.0,0.9,1,0.9386394364316164,2
21,0.9,3,1.0,0.4,0,0.934266305978419,2
21,0.9,3,5.0,0.9,1,1.096580992473114,2
22,0.1,1,1.0,0.4,0,1.319250019924254,2
22,0.1,1,5.0,0.9,1,1.2839413173049283,7
22,0.1,2,1.0,0.4,0,1.2693222202074903,2
22,0.1,2,5.0,0.9,1,1.2536987752390212,7
22,0.1,3,1.0,0.4,0,1.374568529688644,2
22,0.1,3,5.0,0.9,1,1.258954042095705,7
22,0.5,1,1.0,0.4,0,1.2959236916764003,12
22,0.5,1,5.0,0.9,1,1.309589665557278,5
22,0.5,2,1.0,0.4,0,1.3627524629057248,2
22,0.5,2,5.0,0.9,1,1.3700005434017122,3
22,0.5,3,1.0,0.4,0,1.2603133450495136,2
22,0.5,3,5.0,0.9,1,1.3160397377017523,3
22,0.9,1,1.0,0.4,0,1.242074010795881,13
22,0.9,1,5.0,0.9,1,1.245795978356467,5
22,0.9,2,1.0,0.4,0,1.2759600266312026,2
22,0.9,2,5.0,0.9,1,1.1489900747027475,3
22,0.9,3,1.0,0.4,0,1.3586409315414514,2
22,0.9,3,5.0,0.9,1,1.180736240612754,2
23,0.1,1,1.0,0.4,0,1.0492213096188563,2
23,0.1,1,5.0,0.9,1,1.0210056641514804,7
23,0.1,2,1.0,0.4,0,0.9990989179346006,2
23,0.1,2,5.0,0.9,1,1.0362765731666774,7
23,0.1,3,1.0,0.4,0,0.9997222010165286,2
23,0.1,3,5.0,0.9,1,1.0031548464416815,7
23,0.5,1,1.0,0.4,0,0.8825805353421474,4
23,0.5,1,5.0,0.9,1,1.0516095115176232,7
23,0.5,2,1.0,0.4,0,1.0496087422366926,2
23,0.5,2,5.0,0.9,1,1.0277557281217091,6
23,0.5,3,1.0,0.4,0,0.9992000808918504,2
23,0.5,3,5.0,0.9,1,0.9859056787354316,6
23,0.9,1,1.0,0.4,0,1.0017669439511063,12
23,0.9,1,5.0,0.9,1,1.1150680920912253,4
23,0.9,2,1.0,0.4,0,1.047893451660774,2
23,0.9,2,5.0,0.9,1,1.0562066474928131,3
23,0.9,3,1.0,0.4,0,1.0302516944359004,2
23,0.9,3,5.0,0.9,1,1.0086462686197175,4
24,0.1,1,1.0,0.4,0,1.0771709265991245,2
24,0.1,1,5.0,0.9,1,1.0876855827929182,7
24,0.1,2,1.0,0.4,0,1.027322876356182,2
24,0.1,2,5.0,0.9,1,1.0429901608498462,7
24,0.1,3,1.0,0.4,0,1.0210777010842411,2
24,0.1,3,5.0,0.9,1,1.1141647043567022,7
24,0.5,1,1.0,0.4,0,1.0469331738552845,17
24,0.5,1,5.0,0.9,1,1.08734529038697,2
24,0.5,2,1.0,0.4,0,1.0452600490076929,2
24,0.5,2,5.0,0.9,1,1.0942313543757989,2
24,0.5,3,1.0,0.4,0,1.065342100445433,2
24,0.5,3,5.0,0.9,1,1.022194018604237,2
24,0.9,1,1.0,0.4,0,1.0742002476639798,17
24,0.9,1,5.0,0.9,1,1.087075336094872,2
24,0.9,2,1.0,0.4,0,1.03766780192222,2
24,0.9,2,5.0,0.9,1,1.1020282972710174,2
24,0.9,3,1.0,0.4,0,1.0607726700827251,2
24,0.9,3,5.0,0.9,1,0.9618013356131848,2
25,0.1,1,1.0,0.4,0,1.3395016610457222,9
25,0.1,1,5.0,0.9,1,1.2122328408340188,5
25,0.1,2,1.0,0.4,0,1.223797592468376,2
25,0.1,2,5.0,0.9,1,1.344961673341997,5
25,0.1,3,1.0,0.4,0,1.1742832782826862,2
25,0.1,3,5.0,0.9,1,1.3485844475831676,4
25,0.5,1,1.0,0.4,0,1.284409116611742,14
25,0.5,1,5.0,0.9,1,1.281199292919626,4
25,0.5,2,1.0,0.4,0,1.3716405912607277,2
25,0.5,2,5.0,0.9,1,1.5046805073717102,3
25,0.5,3,1.0,0.4,0,1.0842756725539826,2
25,0.5,3,5.0,0.9,1,1.1678837988820323,2
25,0.9,1,1.0,0.4,0,1.35989857392744,16
25,0.9,1,5.0,0.9,1,1.2197786709938605,3
25,0.9,2,1.0,0.4,0,1.0711116105993614,2
25,0.9,2,5.0,0.9,1,1.4293086061636229,2
25,0.9,3,1.0,0.4,0,1.473559530331599,2
25,0.9,3,5.0,0.9,1,1.3114165776658808,2
26,0.1,1,1.0,0.4,0,0.8926960886050301,8
26,0.1,1,5.0,0.9,1,0.9226569957008468,5
26,0.1,2,1.0,0.4,0,0.9496593447086276,2
26,0.1,2,5.0,0.9,1,0.9312231193478044,6
26,0.1,3,1.0,0.4,0,0.9561240506144876,2
26,0.1,3,5.0,0.9,1,0.9345925743166096,4
26,0.5,1,1.0,0.4,0,0.9596890270539948,14
26,0.5,1,5.0,0.9,1,1.0046296757457671,2
26,0.5,2,1.0,0.4,0,0.911429427873664,2
26,0.5,2,5.0,0.9,1,0.9200193533652494,4
26,0.5,3,1.0,0.4,0,0.9515689916692424,2
26,0.5,3,5.0,0.9,1,0.928897517084052,2
26,0.9,1,1.0,0.4,0,0.970522665216082,16
