subj_idx,mean_dev_subj,mean_dev_pop,mean_abs_dev_subj,mean_abs_dev_pop,mean_observed,mean_ustar_subj,mean_ustar_pop,subj,omega,kappa,log_omega,log_kappa,omega_z,kappa_z,escape_rate,earnings,mean_vigor,p_heavy,oc_ratio,pct_opt
96,-1.4844046305143495,-1.0853601966873068,1.4844046305143495,1.0853601966873068,0.7329388955248287,2.217343526039178,1.8182990922121356,96,0.2256599800184322,0.0486444277481816,-1.4887259258190704,-3.0232180144602734,-1.8045130119056962,-1.0864066964054093,0.21428571428571427,-34.0,0.9462735907376557,0.7777777777777778,0.2727272727272727,0.7555555555555555
97,-0.21138942144797043,-0.7117238696085056,0.2137002647056332,0.7117238696085056,0.7822560635018623,0.9936454849498327,1.493979933110368,97,0.1908888337620244,0.3415971968642993,-1.6560640425645237,-1.0741230230021541,-1.9969023062520694,0.35103734893882665,0.21428571428571427,-116.0,0.7329388955248287,0.7777777777777778,0.2727272727272727,0.7555555555555555
98,-0.7170383387179069,-0.9504317012082593,0.7170383387179069,0.9504317012082593,0.7197252321593764,1.4367635708772832,1.6701569333676358,98,11.317082089228151,4.6697640780033725,2.426313273578435,1.541108551775869,2.6966230326466927,2.279752506915094,0.8333333333333334,87.0,0.7822560635018623,0.0,1.0,0.3333333333333333
99,-0.32164338916802454,-0.8806496003481488,0.32164338916802454,0.8806496003481488,0.9605830800149663,1.2822264691829908,1.841232680363115,99,1.2772226616150055,1.36021869866687,0.2446879249010542,0.3076454946630522,0.18839974483079472,1.3700820524892134,0.8461538461538461,143.0,0.7197252321593764,0.3333333333333333,0.9411764705882353,0.6222222222222222
100,-0.7894657693093659,-0.5048246579124016,0.7894657693093659,0.5048246579124016,1.3962558669139424,2.1857216362233087,1.9010805248263443,100,0.7835456886101748,0.1463081372544795,-0.24392590540801978,-1.9220403521714413,-0.37336150747274177,-0.27429580367820927,0.3333333333333333,17.0,0.9605830800149663,0.4888888888888889,0.8333333333333334,0.7333333333333333
101,-1.5293727556145236,-0.6785366352131857,1.5293727556145236,0.6785366352131857,0.9706272443854763,2.5,1.649163879598662,101,0.4250694033233473,0.0098618980932422,-0.8555028214527424,-4.619076624508566,-1.0764939055464888,-2.263341359045498,0.9024390243902439,265.0,1.3962558669139424,0.8444444444444444,0.21428571428571427,0.6888888888888889
102,-1.1980377835364246,-0.8528872818641839,1.1980377835364246,0.8528872818641839,0.9869120492394948,2.1849498327759194,1.8397993311036789,102,1.870240187097934,0.2406002882035897,0.6260668649168499,-1.4246182775886198,0.6268726198412057,0.09254952826579671,0.3902439024390244,9.0,0.9706272443854763,0.3333333333333333,1.0,0.6666666666666666
103,-0.9516447819066038,-0.5984675243815203,0.9516447819066038,0.5984675243815203,1.05658264284256,2.0082274247491636,1.65505016722408,103,0.4237918924056594,0.0772961636202001,-0.8585127640396174,-2.5601109543719733,-1.0799544484375796,-0.7448684497841923,0.38461538461538464,71.0,0.9869120492394948,0.7111111111111111,0.4166666666666667,0.7333333333333333
104,-1.4220201622694266,-0.7733123483442216,1.4220201622694266,0.7733123483442216,0.8758515312544407,2.297871693523867,1.6491638795986623,104,2.392737347138544,0.1803996972456822,0.8724380440801246,-1.7125803495940342,0.9101265384843061,-0.11982050372505569,0.38461538461538464,-6.0,1.05658264284256,0.17777777777777778,0.9583333333333334,0.4666666666666667
105,-0.9468731024790595,-0.8762376509740428,0.9468731024790595,0.8762376509740428,0.9644981349791344,1.911371237458194,1.8407357859531772,105,1.5444992355959537,0.3822083333178615,0.43469973845630805,-0.9617894438609071,0.4068570780334714,0.43388258487470716,0.7073170731707317,117.0,0.8758515312544407,0.4,1.0,0.7333333333333333
106,-0.9779957773575776,-0.6959126431005301,0.9779957773575776,0.7012844421867533,1.1223864491116053,2.100382226469183,1.8182990922121356,106,0.5214383750170297,0.1079891209943753,-0.6511641802351346,-2.225724788465241,-0.8415649619433249,-0.4982609703464975,0.0975609756097561,-48.0,0.9644981349791344,0.6444444444444445,0.5384615384615384,0.7111111111111111
107,-1.4459299842680027,-0.6312142652044574,1.4459299842680027,0.6312142652044574,0.9724646645614289,2.4183946488294317,1.6036789297658862,107,0.6681791835955342,0.0289227951234385,-0.40319890249964674,-3.5431252361738483,-0.5564783018699312,-1.469834668494425,0.6341463414634146,113.0,1.1223864491116053,0.6,0.7142857142857143,0.8444444444444444
108,-0.9903205225185677,-0.686808816832949,0.9903205225185677,0.686808816832949,0.9964687751402951,1.9867892976588628,1.6832775919732441,108,2.158353273498889,0.3166086971678555,0.7693455575615592,-1.1500886613886687,0.7916006991867948,0.29501321721204044,0.6097560975609756,54.0,0.9724646645614289,0.3111111111111111,1.0,0.6444444444444445
109,-0.878417998262327,-0.5364781989312235,0.878417998262327,0.5364781989312235,0.9649933729751311,1.8434113712374582,1.5014715719063545,109,1.3798459140867192,0.2040549011147486,0.3219718364761677,-1.5893661982335365,0.2772533634888855,-0.028950921200095216,0.358974358974359,12.0,0.9964687751402951,0.37777777777777777,0.8421052631578947,0.5777777777777777
110,-1.4358501912761956,-1.090699689603955,1.4358501912761956,1.090699689603955,0.5762377208117163,2.012087912087912,1.6669374104156713,110,7.524291434371919,0.9072784186863496,2.018136644656203,-0.0973059093934868,2.2273407487634342,1.071433199064479,0.4358974358974359,9.0,0.9649933729751311,0.022222222222222223,1.0,0.35555555555555557
111,0.027357083374439567,-0.6789974316757276,0.16127022358053175,0.6789974316757276,1.0002667823710951,0.9729096989966554,1.6792642140468228,111,0.6558307450797274,1.7467010064779085,-0.4218525338776921,0.5577288696688578,-0.577924455607149,1.5545168080127278,0.0975609756097561,-107.0,0.5762377208117163,0.35555555555555557,0.8888888888888888,0.6
112,-1.3030626089979236,-0.9137649501350475,1.3030626089979236,0.9137649501350475,0.7686526322825349,2.0717152412804585,1.6824175824175822,112,1.6397765173935304,0.1967089668765289,0.4945599626685294,-1.6260299680652601,0.4756786144508032,-0.055990197302824424,0.7857142857142857,129.0,1.0002667823710951,0.35555555555555557,1.0,0.6888888888888889
113,-0.3456331908427682,-0.7911181406755442,0.36999329227639943,0.7911181406755442,0.8921594512976999,1.2377926421404681,1.6832775919732441,113,0.5555235566535175,0.6075244778944905,-0.5878442645846174,-0.4983628117487308,-0.7687658046024684,0.775656513648304,0.40476190476190477,12.0,0.7686526322825349,0.5111111111111111,0.7058823529411765,0.6222222222222222
114,-0.7147563537358868,-0.8498734105920741,0.7147563537358868,0.8498734105920741,0.867517893755752,1.5822742474916387,1.7173913043478262,114,1.2026657947329786,0.4687983319231621,0.1845405885317098,-0.7575825989100456,0.11924811443140142,0.5844837174924433,0.6829268292682927,98.0,0.8921594512976999,0.35555555555555557,0.9375,0.6444444444444445
115,-0.688948324637806,-0.7958045119287759,0.688948324637806,0.7958045119287759,0.8874730800444682,1.5764214046822742,1.6832775919732441,115,1.1788320394189964,0.4400574607312683,0.16452415120240155,-0.8208499680252335,0.09623513730454697,0.5378244713306194,0.6829268292682927,115.0,0.867517893755752,0.4666666666666667,0.8,0.6666666666666666
