subj,n_anxiety,anxiety_coupling,n_confidence,confidence_coupling,sample
148,27,0.004544987918906976,28,-0.002417280475474805,conf
149,18,0.02815093204704961,18,0.01601246644561648,conf
150,18,-0.001478765791251719,18,-0.016215532812203233,conf
151,18,-0.0225911422056644,18,0.011021982112183595,conf
152,18,-0.015823306720328053,18,0.0006165389395350143,conf
153,18,-0.0002691467099002193,18,0.02742570079941412,conf
154,18,0.0003627600333081144,18,-0.0023598180215420404,conf
155,18,0.022299923532821796,18,0.014547455241894554,conf
156,18,0.029429451491457537,18,0.008152627275688978,conf
157,18,-0.019512162398048215,18,0.013978612610670339,conf
158,18,,17,-0.008030778527184725,conf
159,18,-0.013525316456827783,18,-0.0033736570355671386,conf
160,18,-0.004825997464573865,18,0.06556214111592136,conf
161,18,0.007111226980989564,18,0.005855813736800057,conf
162,18,-0.017165830332227718,18,0.015583962451872673,conf
163,18,-0.03821544926928905,18,-0.022955978212619552,conf
164,18,0.02562717884997764,18,-0.028345142068791924,conf
165,13,-0.002420830452173606,9,0.0206700728651754,conf
166,18,-0.004427479398926755,18,0.0026987047381379532,conf
167,18,0.028734046228449786,18,-0.020012953054692983,conf
168,18,-0.012858381156542588,18,-0.032806939826193954,conf
169,18,0.008638431299318591,18,0.017458263877416363,conf
170,18,0.004200759004725155,18,-0.08798343435346423,conf
171,14,-0.06608244189207174,15,0.0889571969018232,conf
172,18,-0.1046287715628376,18,0.08856697000625126,conf
173,18,-0.062400026836586374,18,-0.01544983108859763,conf
174,18,-0.00423216145356652,18,0.04956301651694831,conf
175,18,0.005942884230885869,18,-0.014774272778673998,conf
176,18,-0.0030979094508019425,18,0.0026171098133550884,conf
177,18,-0.002268010850335698,18,-0.0007550050452669335,conf
178,18,-0.016054131779698964,18,0.04125368516412439,conf
179,18,-0.02683232697184703,18,-0.0023924060332974626,conf
180,18,0.024372092047020417,18,0.009250796768077104,conf
181,18,-0.03773967290013824,18,-0.005166036095494644,conf
182,18,0.010088061522416739,18,-0.05544744108628144,conf
183,18,0.008573791011032771,17,0.08552469007898686,conf
184,18,0.017672559922070962,18,0.013458729960197844,conf
185,18,-0.01027075111063422,18,0.0013383296004184652,conf
186,18,0.0043755919720921835,18,-0.006847249610410866,conf
187,18,-0.023270881634254056,18,0.011302425414169565,conf
188,18,,18,,conf
189,18,-0.011037857655350895,18,0.03603980613683176,conf
190,17,0.08965535408069633,16,0.019014144112240783,conf
