subj,omega,kappa,log_om,log_kap,pred_earn,shortfall
191,1.7642844145119896,0.5366536944761715,0.5677451773045494,-0.6224022817474116,0.544584581587149,0.40350394946782775
192,0.4550778238396029,0.8210097905352909,-0.7872868332513795,-0.19722024446647543,0.6990875157035495,0.24900101535142716
193,0.4318039694040849,0.8516107134506523,-0.8397835682524253,-0.1606257656630672,0.6946085109287615,0.2534800201262152
194,0.6738915608275544,0.0446316969850849,-0.3946860699937399,-3.1093109776471843,0.878669165165522,0.06941936588945474
195,1.1167251807265577,0.1244273667973488,0.11040045644664792,-2.084033132538997,0.7783467853052115,0.1697417457497652
196,0.536142261786174,0.3156164136731648,-0.623355739347166,-1.1532276835263882,0.8110283040962176,0.13706022695875908
198,0.8205553941238762,0.026545995106796,-0.1977738580875082,-3.6288763861073834,0.8650613078184326,0.0830272232365441
199,2.6010564429756795,0.3539684050775997,0.9559176867215196,-1.0385476210247087,0.42951278203700227,0.5185757490179744
200,1.0655464456860295,0.005007455336076,0.06348776211426675,-5.2968274098697705,0.8379719421931613,0.11011658886181541
201,0.5305258476800189,0.1449954324337883,-0.633886598872778,-1.9310530375143449,0.859810970677215,0.08827756037776169
202,0.7526762353489971,0.3907051544963247,-0.28412010998026643,-0.9398020840305992,0.7645658476663179,0.18352268338865885
203,1.9141982919338123,0.1571883315870837,0.649298888465935,-1.8503106282872264,0.6092349499633345,0.3388535810916422
204,0.6996040431843515,0.0605378081269849,-0.3572407565742992,-2.8044871814125956,0.8688100286302847,0.07927850242469203
205,1.6199776838160185,0.0131283529805858,0.4824123737271999,-4.332981037942635,0.7167692975478874,0.23131923350708927
206,3.641809668792976,5.1451865551864895,1.2924807198610013,1.6380616281401181,-0.1949885425266054,1.143077073581582
207,2.9757370062724378,0.6036944227431311,1.09049174151761,-0.5046871316800575,0.3179805718750335,0.6301079591799432
209,0.8357883360620021,0.1540600884001141,-0.17937988448326128,-1.8704125682543267,0.8170779974263257,0.131010533628651
210,0.5721799681794202,0.0451468421219565,-0.5583017074035778,-3.097834943493067,0.8913552075526724,0.05673332350230431
211,0.5660089126652168,0.3652856189908228,-0.5691454541445995,-1.0070757136239827,0.7950839135508868,0.1530046175040899
212,0.3226024030466719,0.1101909649904405,-1.1313346643210291,-2.205540373007045,0.8888124604965152,0.05927607055846151
213,1.469754817076932,0.083670671460702,0.3850955957753339,-2.480866763599839,0.7221670564687537,0.22592147458622303
214,0.5140175459675511,0.028071264111849,-0.6654978779859558,-3.573008855356273,0.9060868723950908,0.04200165865988592
215,1.8046974200208812,1.0692489054766758,0.5903929433951763,0.06695644448786028,0.4228085697757265,0.5252799612792503
216,2.2063197690642444,0.0588063244170041,0.791325864571357,-2.8335058717492,0.5777397627731414,0.37034876828183527
217,1.4345144158150602,0.0057773542103705,0.3608264057544625,-5.153809450167787,0.7626349694278574,0.18545356162711935
218,0.4303714466701608,0.161928140726616,-0.843106613714987,-1.820602617920213,0.8639569668074236,0.08413156424755308
219,1.1070120744355567,0.5715230952350073,0.10166456101620819,-0.5594503849539872,0.6603908289517841,0.28769770210319257
220,0.8149973069704698,1.3277185237040818,-0.20457047007744555,0.2834620735464906,0.5349075015911051,0.4131810294638716
