Model,N_subjects,N_trials,WAIC,WAIC_se,p_waic,lppd,McFadden_R2,Accuracy,AUC,Brier,ECE
FET_Exp_Bias,293,13185,12063.427264306327,120.61435081672936,504.619983715903,-5527.0936484372605,0.4543444172909631,0.8254076602199469,0.9119669936528528,0.11980128220895882,0.023470949071181305
