param,true,recovered
mu_log_om,0.07793664526024482,0.16390557001568112
sigma_log_om,0.8711738648018156,0.8739744727541581
mu_log_kap,-1.5554825233367946,-1.7213564456942274
sigma_log_kap,1.3590276656023381,1.4097973175319976
gamma,0.8466075801351258,0.8656897103175999
hazard,0.5505793505853777,0.5116168346611746
