omega,kappa,earnings,survival
0.2592943797404667,0.07573739175895006,1.404762412380034,0.7280990423722823
0.2592943797404667,0.0931033948916044,1.3898849319514557,0.726325354687282
0.2592943797404667,0.11445128937012382,1.3559470046786968,0.7222194306547576
0.2592943797404667,0.1406940923446931,1.3125760887419826,0.7167805604371728
0.2592943797404667,0.17295416879649622,1.265737810931194,0.711190763499814
0.2592943797404667,0.21261123338996563,1.2140354143107621,0.7053675975311103
0.2592943797404667,0.261361358781646,1.1314101966042764,0.6963754028809254
0.2592943797404667,0.3212895140817721,1.0345994384248958,0.6860687518130812
0.2592943797404667,0.3949587358288188,0.9158866496048341,0.6733296579367134
0.2592943797404667,0.48551974518470176,0.7923340738794213,0.6598536337100748
0.2592943797404667,0.5968456995122308,0.6605252006800959,0.6452241069713927
0.2592943797404667,0.7336978414559202,0.5340271684738698,0.6310354594678962
0.2592943797404667,0.9019291300867378,0.41249468157166075,0.6171874258039833
0.2592943797404667,1.1087345631067829,0.2884119648447172,0.6026362729939696
0.2592943797404667,1.362958896015886,0.174883005041425,0.5892315147122815
0.2592943797404667,1.6754749189233409,0.06578938472521775,0.5762068908321051
0.2592943797404667,2.059648469331724,-0.037156639854063776,0.5637913886743442
0.2592943797404667,2.5319100687860603,-0.13567851090143515,0.551561170514192
0.2592943797404667,3.1124576314230024,-0.2282348410021875,0.5399293754725871
0.2592943797404667,3.826120298201573,-0.31364763622071645,0.5292447934277339
0.2592943797404667,4.703420341698632,-0.3824712883186301,0.520332054399906
0.2592943797404667,5.781878557530657,-0.4527572332189885,0.5114570295457949
0.2592943797404667,7.107618972018045,-0.5083870601997845,0.5044345976903785
0.2592943797404667,8.737341497011023,-0.5611004045805666,0.49764270819878814
0.2592943797404667,10.7407468993397,-0.6077209529436044,0.49140476818689494
0.2592943797404667,13.203517797162956,-0.6535556417666807,0.48519138997834305
0.2592943797404667,16.23098317592011,-0.6837808235192382,0.4812753029333836
0.2592943797404667,19.952623149688797,-0.7125751705967895,0.47760000909190026
0.30391953823131973,0.05011872336272722,1.40479689028372,0.7311352330530408
0.30391953823131973,0.06161056229074131,1.4033755391010012,0.7310241198544134
0.30391953823131973,0.07573739175895006,1.401509554816298,0.7309096702771566
0.30391953823131973,0.0931033948916044,1.3919037913223715,0.7297449560618539
0.30391953823131973,0.11445128937012382,1.3663406645117464,0.7269124748539593
0.30391953823131973,0.1406940923446931,1.3237353358277768,0.721531610908968
0.30391953823131973,0.17295416879649622,1.277137588158428,0.7158029377207719
0.30391953823131973,0.21261123338996563,1.227200687954771,0.7100220576332651
0.30391953823131973,0.261361358781646,1.1547220844377364,0.7022116432636223
0.30391953823131973,0.3212895140817721,1.0626445166074767,0.692334687507029
0.30391953823131973,0.3949587358288188,0.9462381562716965,0.6797252160766859
0.30391953823131973,0.48551974518470176,0.8290342622228484,0.6669960443232158
0.30391953823131973,0.5968456995122308,0.6997240448827885,0.6527744605206875
0.30391953823131973,0.7336978414559202,0.5720238539047549,0.6384019039151975
0.30391953823131973,0.9019291300867378,0.45068134404087956,0.6246625683138103
0.30391953823131973,1.1087345631067829,0.3297853028079564,0.6105203471120415
0.30391953823131973,1.362958896015886,0.2090310931553408,0.5960252485188172
0.30391953823131973,1.6754749189233409,0.09841683479941946,0.5826062977831792
0.30391953823131973,2.059648469331724,-0.006960971770095309,0.5698876381189008
0.30391953823131973,2.5319100687860603,-0.10640039903039294,0.5575617998976579
0.30391953823131973,3.1124576314230024,-0.19749178917950663,0.5460715692735706
0.30391953823131973,3.826120298201573,-0.2840918211852979,0.5351715233544181
0.30391953823131973,4.703420341698632,-0.3608201146360433,0.5255407901327132
0.30391953823131973,5.781878557530657,-0.4349772822232636,0.5155696748471457
0.30391953823131973,7.107618972018045,-0.48943214493343973,0.5086283086400724
0.30391953823131973,8.737341497011023,-0.5508311305957689,0.500480531126353
0.30391953823131973,10.7407468993397,-0.5999369991171044,0.49430321501392754
0.30391953823131973,13.203517797162956,-0.6438394615373322,0.4882411958780929
0.30391953823131973,16.23098317592011,-0.6724578771363708,0.48457222095767055
0.30391953823131973,19.952623149688797,-0.7103327460400809,0.4794611390324152
0.3562247890262442,0.05011872336272722,1.3986754532799603,0.7341260978040826
0.3562247890262442,0.06161056229074131,1.3972875910238736,0.734002573767437
0.3562247890262442,0.07573739175895006,1.3956030393103174,0.7338997090862357
0.3562247890262442,0.0931033948916044,1.3918374452642372,0.7335429529134437
0.3562247890262442,0.11445128937012382,1.3696257512227108,0.7310457501314548
0.3562247890262442,0.1406940923446931,1.3349839951149756,0.7268424374789336
0.3562247890262442,0.17295416879649622,1.288793673250068,0.7210885697369827
0.3562247890262442,0.21261123338996563,1.2405909538842663,0.7153818718683846
0.3562247890262442,0.261361358781646,1.1717648815172206,0.7077632827888926
0.3562247890262442,0.3212895140817721,1.0877396021930623,0.6986832476869794
0.3562247890262442,0.3949587358288188,0.9812860835882788,0.687323126553534
0.3562247890262442,0.48551974518470176,0.8664301888514034,0.6747833143197863
0.3562247890262442,0.5968456995122308,0.7388291582014705,0.660746381373622
0.3562247890262442,0.7336978414559202,0.611749122409443,0.6463606600852179
0.3562247890262442,0.9019291300867378,0.4839302755053149,0.631803369787394
0.3562247890262442,1.1087345631067829,0.3680797907577354,0.6182740814532348
0.3562247890262442,1.362958896015886,0.24606149520969722,0.6036514948887561
0.3562247890262442,1.6754749189233409,0.13273532631895943,0.5900027622208781
0.3562247890262442,2.059648469331724,0.026856252525499516,0.5770379965853506
0.3562247890262442,2.5319100687860603,-0.07310627387742968,0.5646677207746914
0.3562247890262442,3.1124576314230024,-0.16921169035771674,0.5524165766900118
0.3562247890262442,3.826120298201573,-0.2620401724352575,0.5405099783572167
0.3562247890262442,4.703420341698632,-0.3385419917224994,0.5304880812156583
0.3562247890262442,5.781878557530657,-0.41480293485267034,0.5206316662980582
0.3562247890262442,7.107618972018045,-0.4784257995414166,0.512241587222738
0.3562247890262442,8.737341497011023,-0.5381185145296798,0.5043106328596584
0.3562247890262442,10.7407468993397,-0.5854579957232647,0.49789767213779623
0.3562247890262442,13.203517797162956,-0.6298708266613295,0.49210878918382633
0.3562247890262442,16.23098317592011,-0.6775153267179106,0.48557643013408547
0.3562247890262442,19.952623149688797,-0.7063471384541212,0.48172121788015015
0.41753189365604015,0.05011872336272722,1.3909704178998714,0.7375850642949744
0.41753189365604015,0.06161056229074131,1.389769950517786,0.7374711311835637
