dataset,mu_om_rec,sigma_om_rec,mu_kp_rec,sigma_kp_rec,gamma_rec,hazard_rec
0,-0.15337302019640542,0.9908555279418396,1.1649514950217357,1.3158343493106524,0.3709670445767351,0.4182838906165978
