r_omega,rho_omega,rmse_omega,mae_omega,cov80_omega,cov95_omega,rho_extremes_omega,top_decile_overlap_omega,r_kappa,rho_kappa,rmse_kappa,mae_kappa,cov80_kappa,cov95_kappa,rho_extremes_kappa,top_decile_overlap_kappa,cross_talk_om_to_kp,cross_talk_kp_to_om,n_subj,num_warmup,num_samples,num_chains,svi_init,mcmc_minutes,convergence_passed
0.9241420744667164,0.9398953115812462,0.3733721762499176,0.272377470529532,0.772,0.924,0.863954395439544,0.78,0.9180428852458797,0.9248243072972291,0.5485586920677785,0.42351820678458285,0.814,0.956,0.8545814581458144,0.82,0.3743543655288128,0.3877431497147057,500,2000,4000,4,True,57.4761999130249,True
