subj,sample,omega,kappa,omega_z,kappa_z,escape_rate,captures_per_trial,earnings
270,exploratory,14.878967001072436,1.9846636802146864,2.602450757845003,1.7099744854551098,0.5128205128205128,0.2345679012345679,-10.0
271,exploratory,0.4442431192089285,0.1402067189060792,-1.2245075031218429,-0.29563775421882527,0.21951219512195122,0.3950617283950617,-41.0
272,exploratory,1.4674601907029134,0.1516295102205205,0.07781750797417052,-0.23636271798408584,0.07692307692307693,0.4444444444444444,-62.0
273,exploratory,2.931624133875568,0.6956771862578613,0.8320454982282588,0.9165961728670164,0.34146341463414637,0.3333333333333333,-23.0
274,exploratory,1.8270399779561144,0.2126418642567188,0.316681721275719,0.0195671529384033,0.37209302325581395,0.3333333333333333,-30.0
275,exploratory,2.277922134693282,0.5540781691783588,0.5570745135785734,0.7443613798335862,0.1951219512195122,0.4074074074074074,-118.0
276,exploratory,0.6738894309464404,0.36689619610752,-0.7703576658111274,0.43238400412886635,0.15384615384615385,0.4074074074074074,-53.0
277,exploratory,1.245891135807179,0.3877717557321794,-0.1005776365228972,0.47426431408151487,0.24390243902439024,0.38271604938271603,-34.0
278,exploratory,0.1762412086454341,0.1341042193523021,-2.232128967571376,-0.3293162861368295,0.10256410256410256,0.43209876543209874,-91.0
279,exploratory,0.7271581876279025,0.6151626831152162,-0.6874411773104788,0.823509313081283,0.07317073170731707,0.4691358024691358,-96.0
280,exploratory,1.9712769210605312,0.0136580209386343,0.3994961549687304,-2.0580900294359457,0.05128205128205128,0.4567901234567901,-100.0
281,exploratory,1.1106262477334443,0.1168699826197381,-0.22583518904354352,-0.43341943513441855,0.35714285714285715,0.3333333333333333,-26.0
282,exploratory,1.9058762111363652,0.3813224882566466,0.3627237069320306,0.46157150149445775,0.6923076923076923,0.14814814814814814,83.0
283,exploratory,1.2777129084596464,0.0162259957821834,-0.07308996121828983,-1.9277009969312815,0.0,0.5061728395061729,-133.0
284,exploratory,17.348265389475788,0.2593113957256521,2.769796421637015,0.16973360389482928,0.04878048780487805,0.48148148148148145,-142.0
285,exploratory,0.8101675458781645,1.017024415490316,-0.5696275295280183,1.2039952737406578,0.5121951219512195,0.24691358024691357,41.0
286,exploratory,0.8505798447906776,0.5077083083718,-0.5165748213069897,0.678217177040659,0.28205128205128205,0.345679012345679,-41.0
287,exploratory,1.5141579227387405,0.359856237341448,0.11195967816945228,0.417721300205077,0.21951219512195122,0.3950617283950617,-82.0
288,exploratory,3.608759121598515,0.9923610701766112,1.0585322732927092,1.1854160573452066,0.21951219512195122,0.3950617283950617,-83.0
289,exploratory,0.7305589001525888,0.5118503416525221,-0.6823559625072726,0.6843664053732162,0.48717948717948717,0.24691358024691357,37.0
290,exploratory,1.1510790152266075,0.8223377671201396,-0.18684364925061767,1.0431843611663683,0.21951219512195122,0.3950617283950617,-99.0
291,exploratory,0.4872156154003927,0.0913758072959202,-1.1238729312805367,-0.6196562279119361,0.024390243902439025,0.49382716049382713,-87.0
292,exploratory,3.8623824835055105,2.9383017534011957,1.1325577199448535,2.0069333432654037,0.5128205128205128,0.2345679012345679,22.0
293,exploratory,0.4698617689675643,0.0446883395035977,-1.1634012312081956,-1.1609783166635181,0.43902439024390244,0.2839506172839506,65.0
1,confirmatory,1.253431853156212,0.3670090332916372,-0.09400100613650295,0.43261672167055776,0.6341463414634146,0.18518518518518517,113.0
2,confirmatory,1.8111724815412449,0.4583669230256542,0.30717490843265044,0.6008431312339928,0.8974358974358975,0.04938271604938271,201.0
3,confirmatory,8.432086858959739,0.2483505319022612,1.9834987028156263,0.13704814810520205,0.7317073170731707,0.13580246913580246,90.0
4,confirmatory,3.170884207680398,0.5883158096621836,0.9175514541534429,0.7897382837862591,0.7560975609756098,0.12345679012345678,109.0
5,confirmatory,0.9141462954342876,0.073671335801391,-0.4380240565524391,-0.7826480979080797,0.6341463414634146,0.18518518518518517,126.0
6,confirmatory,1.9900915976260227,0.7649947728168066,0.4098491645339175,0.988480454976467,0.6341463414634146,0.18518518518518517,52.0
7,confirmatory,2.9370516873899244,0.2493374468920586,0.8340614305883073,0.1400496596867333,0.5365853658536586,0.2345679012345679,75.0
8,confirmatory,3.789050258363833,0.4458846736308547,1.1116658538035944,0.5799478597522019,0.1951219512195122,0.4074074074074074,-73.0
9,confirmatory,3.225987519239439,0.1900308290121102,0.9363287322460108,-0.06551573229812835,0.5384615384615384,0.2222222222222222,39.0
10,confirmatory,0.7814614008961952,0.0710046244243985,-0.608945580390768,-0.8105507633002621,0.5128205128205128,0.2345679012345679,114.0
11,confirmatory,5.1015746122511905,0.6544056036715131,1.4358354095379888,0.8703108903104338,0.43902439024390244,0.2839506172839506,-1.0
12,confirmatory,1.1764397906047737,0.0378536650526026,-0.16309174929601417,-1.2865972739260225,0.0975609756097561,0.4567901234567901,-76.0
13,confirmatory,2.869477949767826,0.0746969190278598,0.8086930502873038,-0.7721851587981506,0.6585365853658537,0.1728395061728395,109.0
14,confirmatory,0.7013823947908043,0.0247602374405701,-0.7267761113117308,-1.6078546205829496,0.4878048780487805,0.25925925925925924,58.0
15,confirmatory,0.9317014406288052,0.6783666664407113,-0.417292424810764,0.8975262316762181,0.21951219512195122,0.3950617283950617,-79.0
16,confirmatory,3.4936517204665978,0.0953942332481617,1.0232019733188644,-0.5870851116066419,0.4146341463414634,0.2962962962962963,2.0
17,confirmatory,2.471835256218669,0.6534844089594655,0.6461153171270514,0.8692447922715288,0.0975609756097561,0.4567901234567901,-63.0
18,confirmatory,1.6389271923135598,0.0140803412917473,0.19825964076948702,-2.0350431772097193,0.7317073170731707,0.13580246913580246,141.0
19,confirmatory,4.159710093727098,0.1196850000253655,1.2133850796806454,-0.4154064228310492,0.17073170731707318,0.41975308641975306,-73.0
20,confirmatory,1.7304107752865083,0.1324738368930264,0.2574590245132762,-0.33857365080850926,0.7317073170731707,0.13580246913580246,135.0
21,confirmatory,1.3484904905116692,0.1574554583972801,-0.014329610172854588,-0.20782908750697715,0.5365853658536586,0.2345679012345679,88.0
22,confirmatory,3.5950147277157245,0.3477169863090775,1.0543733789455492,0.39175082016949037,0.5609756097560976,0.2222222222222222,33.0
23,confirmatory,1.060367153887813,0.1894760799752139,-0.27630661695894065,-0.0677282871148867,0.4146341463414634,0.2962962962962963,57.0
24,confirmatory,2.7871655006617697,0.111948275657139,0.7769718791327895,-0.46598127416841023,0.8292682926829268,0.08641975308641975,151.0
25,confirmatory,5.439757585434909,0.7534647153189297,1.5057901483615588,0.9769869240125357,0.34146341463414637,0.3333333333333333,-24.0
26,confirmatory,1.314844619195568,1.797495420798792,-0.04186814998727321,1.6350085145599111,0.14634146341463414,0.43209876543209874,-100.0
27,confirmatory,1.9188932963953904,0.3087658168434591,0.37014230763548633,0.30183742046592293,0.7804878048780488,0.1111111111111111,151.0
28,confirmatory,0.5827418074285143,0.0253630236693447,-0.9287421732224582,-1.5896508312645192,0.5609756097560976,0.2222222222222222,123.0
29,confirmatory,1.1689056618145914,0.1056227900675857,-0.17009403057262387,-0.5099994457324143,0.1951219512195122,0.4074074074074074,-31.0
30,confirmatory,2.407337277010699,0.5422666374504715,0.6172990932571707,0.7280536795676079,0.7560975609756098,0.12345679012345678,119.0
31,confirmatory,3.5582016233007976,0.2907571194275989,1.04315534487383,0.2563570460813958,0.7317073170731707,0.13580246913580246,102.0
32,confirmatory,3.6656913752425178,0.9059468352507208,1.0755922678606957,1.1164658227885953,0.2926829268292683,0.35802469135802467,-42.0
33,confirmatory,2.604608590836627,0.1074947288566497,0.7031399074332204,-0.49670407288403645,0.7560975609756098,0.12345679012345678,114.0
34,confirmatory,1.3266818566867689,0.1751492862067402,-0.03210004905113083,-0.12723180403719703,0.7560975609756098,0.12345679012345678,146.0
35,confirmatory,0.8172505492611211,0.4271948081624073,-0.5601404423933136,0.5475411003314123,0.7435897435897436,0.12345679012345678,173.0
36,confirmatory,1.6341462050062707,2.6983644819755863,0.19507563391631075,1.9424637735825554,0.5853658536585366,0.20987654320987653,36.0
37,confirmatory,1.0734015751543442,0.0879160062919753,-0.2629909891489885,-0.6488682375632903,0.21951219512195122,0.3950617283950617,-57.0
38,confirmatory,0.9164822656504062,0.5176967695006706,-0.43524255605741746,0.6929618015335847,0.2926829268292683,0.35802469135802467,-17.0
39,confirmatory,0.4366323379656562,0.0412455418384489,-1.2433412779954767,-1.2216514538358498,0.4146341463414634,0.2962962962962963,56.0
40,confirmatory,1.657321734263802,0.094326783223869,0.2104238903761737,-0.5956014625809389,0.17073170731707318,0.41975308641975306,-64.0
41,confirmatory,2.971113410591404,0.2746215868838246,0.8466284024550846,0.21314760315265086,0.5853658536585366,0.20987654320987653,91.0
42,confirmatory,2.023715481648691,0.1964014248232091,0.4281096946862269,-0.040560426733104823,0.5609756097560976,0.2222222222222222,87.0
43,confirmatory,10.40215625690779,3.5413611721210327,2.212341189909974,2.148214169770731,0.6341463414634146,0.18518518518518517,-22.0
44,confirmatory,3.280453879558547,0.1990001611120355,0.9545763769191185,-0.03061217154102788,0.7804878048780488,0.1111111111111111,127.0
45,confirmatory,6.540295812549385,0.3805967562927985,1.7065997077458004,0.460129770286516,0.4146341463414634,0.2962962962962963,-3.0
46,confirmatory,4.187463997962411,0.3063105789384632,1.2206327437078244,0.29579537921602944,0.5365853658536586,0.2345679012345679,46.0
47,confirmatory,7.841810957137785,3.302599706911034,1.9044006359115495,2.095387910593348,0.7435897435897436,0.12345679012345678,74.0
48,confirmatory,0.6169268575980569,0.0658387651572793,-0.8666117469193729,-0.8677173201555456,0.12195121951219512,0.4444444444444444,-66.0
49,confirmatory,0.5419729186731955,0.032229232327384,-1.0077897662937423,-1.4083331366945568,0.17073170731707318,0.41975308641975306,-20.0
50,confirmatory,0.8437503745265409,0.1142614418443101,-0.5253610631310577,-0.4505028203443032,0.24390243902439024,0.38271604938271603,-15.0
51,confirmatory,0.683440291928201,0.1017730689079285,-0.7550194031484647,-0.5380987741375647,0.024390243902439025,0.49382716049382713,-56.0
52,confirmatory,2.299441055921804,0.1739414898261367,0.5673220662899776,-0.13246869995900012,0.12195121951219512,0.4444444444444444,-90.0
53,confirmatory,21.9051610198323,1.9742956941145131,3.023990709059239,1.7060105076537484,0.0,0.5061728395061729,-147.0
54,confirmatory,0.8622928945122207,0.2397713917497733,-0.5016687396015772,0.1104423045228082,0.7073170731707317,0.14814814814814814,156.0
55,confirmatory,1.2383961346143897,0.0164481653985856,-0.1071539582021007,-1.9174089022925203,0.6585365853658537,0.1728395061728395,137.0
56,confirmatory,0.7831294414177115,0.0328684500939808,-0.6066216783581319,-1.393469874855201,0.17073170731707318,0.41975308641975306,-37.0
57,confirmatory,1.1279902528246115,0.1916604582692821,-0.20892724692621698,-0.0590532991258872,0.24390243902439024,0.38271604938271603,-44.0
58,confirmatory,0.3059842644352858,0.23818864984858,-1.6308594672490713,0.10543000567620986,0.12195121951219512,0.4444444444444444,-69.0
59,confirmatory,4.135543837625261,0.5152639616755131,1.2070348014224637,0.6893969482956587,0.4878048780487805,0.25925925925925924,34.0
60,confirmatory,1.173483923234997,0.0995507199017754,-0.16583359648710086,-0.5548078206845058,0.4358974358974359,0.2716049382716049,13.0
61,confirmatory,2.510594603213632,1.92162386323575,0.6630725840859847,1.685545507314404,0.6829268292682927,0.16049382716049382,65.0
62,confirmatory,3.110795653502409,1.1451804873132203,0.8966997746810348,1.2938143411534409,0.07317073170731707,0.4691358024691358,-103.0
63,confirmatory,2.0714109955682245,0.3576349827690947,0.45349846638387253,0.4130353249489405,0.6097560975609756,0.19753086419753085,84.0
64,confirmatory,0.5409760586713558,0.1519208503948325,-1.009796261545415,-0.23490998226224197,0.2926829268292683,0.35802469135802467,21.0
65,confirmatory,0.9007679937214336,0.0081429554585656,-0.45409215821588267,-2.4494923130467363,0.34146341463414637,0.3333333333333333,54.0
66,confirmatory,1.5392245533929798,0.2265344138584739,0.129854869595865,0.067463772729751,0.3902439024390244,0.30864197530864196,30.0
67,confirmatory,3.4051537740962075,2.0108747811676815,0.9952382526900879,1.719904114799504,0.5365853658536586,0.2345679012345679,14.0
68,confirmatory,4.03879092647981,0.0105450653459621,1.181233373462516,-2.25385328060003,0.7692307692307693,0.1111111111111111,139.0
69,confirmatory,3.7152823661401864,0.4685967900273383,1.0902378790219187,0.6175479491296817,0.6341463414634146,0.18518518518518517,69.0
70,confirmatory,3.752144275690661,0.352686995412959,1.100998125768515,0.40249152364725593,0.5609756097560976,0.2222222222222222,34.0
71,confirmatory,1.792008188308143,0.2518036501159457,0.29558119124374954,0.1474985093209701,0.7317073170731707,0.13580246913580246,111.0
72,confirmatory,3.1288506137943553,0.0052133049931821,0.9030071637123375,-2.786983547225241,0.0975609756097561,0.4567901234567901,-82.0
73,confirmatory,1.2192033483765965,0.0743546511236829,-0.12417740850412025,-0.7756608984885391,0.12195121951219512,0.4444444444444444,-58.0
74,confirmatory,1.273242879264322,0.1884690852456336,-0.07690957728142542,-0.07176117632008647,0.3170731707317073,0.345679012345679,13.0
75,confirmatory,4.845746762100561,1.0370359448785875,1.3797629908636033,1.2187420699991736,0.6923076923076923,0.14814814814814814,69.0
76,confirmatory,1.1781422096547791,0.1909988657171505,-0.16151571898836234,-0.0616702501807179,0.43902439024390244,0.2839506172839506,50.0
77,confirmatory,0.601073903966627,0.0616684443346532,-0.894984337661721,-0.9172402710030093,0.3902439024390244,0.30864197530864196,44.0
78,confirmatory,0.3489119883961977,0.1325655468335197,-1.4877724067986813,-0.33804990220779346,0.6097560975609756,0.19753086419753085,136.0
79,confirmatory,1.6481035526021135,0.2879505135826491,0.20434490803614389,0.24901626150509187,0.24390243902439024,0.38271604938271603,-62.0
80,confirmatory,5.832248212484768,0.5686844809984729,1.581720521532703,0.7640535678002014,0.36585365853658536,0.32098765432098764,-13.0
81,confirmatory,2.7414325064788665,0.2138192565642045,0.7589401918146791,0.023746031139216184,0.36585365853658536,0.32098765432098764,8.0
82,confirmatory,3.0420131901472915,0.274767155814815,0.8723309696225839,0.2135486598807111,0.0,0.5061728395061729,-196.0
83,confirmatory,2.742593248568826,1.2653685266372443,0.759401560476565,1.36934484965875,0.23076923076923078,0.37037037037037035,-76.0
84,confirmatory,0.755487507115437,0.1339782407534561,-0.6457865301395224,-0.33002757378204245,0.4634146341463415,0.2716049382716049,46.0
85,confirmatory,2.1822798048585725,0.6316591856249564,0.5103253287114496,0.8435369481764979,0.7560975609756098,0.12345679012345678,128.0
86,confirmatory,2.123379784323343,3.497891759140464,0.480504844826842,2.1388670117376054,0.0975609756097561,0.4567901234567901,-132.0
87,confirmatory,0.478863537083654,0.1342605471960151,-1.1427182942490737,-0.32843457211085153,0.14285714285714285,0.4444444444444444,-96.0
88,confirmatory,2.6196564115707326,1.015240368700283,0.7094184876866898,1.2026665248342836,0.6829268292682927,0.16049382716049382,85.0
89,confirmatory,0.5076446794291748,0.1111954295119915,-1.0791058001443805,-0.47108797126594554,0.04878048780487805,0.48148148148148145,-69.0
90,confirmatory,1.8386140481653823,1.7647187066520362,0.3235642482397331,1.621080971552483,0.7073170731707317,0.14814814814814814,88.0
