r_omega,rho_omega,rmse_omega,mae_omega,cov80_omega,cov95_omega,rho_extremes_omega,top_decile_overlap_omega,r_kappa,rho_kappa,rmse_kappa,mae_kappa,cov80_kappa,cov95_kappa,rho_extremes_kappa,top_decile_overlap_kappa,cross_talk_om_to_kp,cross_talk_kp_to_om,dataset
0.7653705911228802,0.8944086016344066,0.6985777815232632,0.4646530544913754,0.174,0.268,0.8767236723672366,0.86,-0.017085403100486233,-0.049219972879891515,2.80830510967636,2.358397685252795,0.012,0.018,0.06035403540354035,0.02,0.5624391139942333,-0.01558546350269067,0
0.7653705911228802,0.8944086016344066,0.6985777815232632,0.4646530544913754,0.174,0.268,0.8767236723672366,0.86,-0.017085403100486233,-0.049219972879891515,2.80830510967636,2.358397685252795,0.012,0.018,0.06035403540354035,0.02,0.5624391139942333,-0.01558546350269067,pooled
