r_omega,rho_omega,rmse_omega,mae_omega,cov80_omega,cov95_omega,rho_extremes_omega,top_decile_overlap_omega,r_kappa,rho_kappa,rmse_kappa,mae_kappa,cov80_kappa,cov95_kappa,rho_extremes_kappa,top_decile_overlap_kappa,cross_talk_om_to_kp,cross_talk_kp_to_om,n_subj,num_warmup,num_samples,num_chains,svi_init,mcmc_minutes,convergence_passed
0.9146806011984451,0.9293003252013007,0.46636102735716484,0.33326903379725703,0.632,0.802,0.877083708370837,0.76,0.8512715931457215,0.8876554546218186,1.4810386316919117,1.1429390012198009,0.564,0.814,0.8964176417641763,0.8,0.1754940041588543,0.31484900716479197,500,2000,4000,4,True,124.16216601530711,False
