subj,log_omega_true,log_omega_rec,log_omega_lo80,log_omega_hi80,log_omega_lo95,log_omega_hi95,log_kappa_true,log_kappa_rec,log_kappa_lo80,log_kappa_hi80,log_kappa_lo95,log_kappa_hi95
182,1.1068378102243732,1.3325211080114405,1.047382992765968,1.6065260484581214,0.881091473989565,1.7391063242490121,-2.1046137323119667,-3.1650116581515664,-4.201717529427217,-2.2780496595159323,-5.03348634944736,-1.9435766647986399
183,-0.8744825309791746,-0.6106543956437642,-1.0864152479001687,-0.186609151733728,-1.4339228191353783,-0.02111930631835158,-2.3354458673259235,-2.7037434281504664,-3.5063387972051436,-1.9585994847354027,-4.128052318181862,-1.651422364568228
184,0.7927001239569091,1.1008563832974887,0.8098560827347788,1.3836721949575854,0.6256638643067535,1.5226208929268028,-1.5034634353432612,-1.9715698685140897,-2.8284922381384305,-1.1921795072731265,-3.5750277776731996,-0.8390249958262629
185,1.0588899718218434,1.4969882935714478,1.2216566781673444,1.7633432673887117,1.0583470408309033,1.8970556536690844,-1.8832129679903509,-2.3715438116655276,-3.269616210708278,-1.574428907903341,-4.126998655459034,-1.2563348917074373
186,1.0978249307063408,0.9892147403678431,0.6910208171849581,1.2749021167511878,0.5169699343878652,1.4147461693456684,-0.6295195567395889,-1.7047284573200379,-2.283370353070263,-1.1436836963467383,-2.649751787397306,-0.8521366591229234
187,2.0465987025685246,2.131993489777213,1.7951861842832852,2.4815783769462296,1.620002595105287,2.6795280178083054,-1.4168431935363817,-1.5085730496327014,-2.3353677786638696,-0.722163733952175,-2.9697483193452086,-0.3469506797178545
188,-1.4890919882485891,-1.4646601956594638,-2.085644659111156,-0.8922846472133504,-2.526704947125143,-0.666456931298436,-1.3121632841315622,-1.6258305032145377,-2.2456547731435093,-1.0126130683816192,-2.593885067850477,-0.7093956426885084
189,0.4944636946936108,0.24496231093506435,-0.3635653125137552,0.7878191810803697,-0.8496845779917828,1.0005005449429831,0.7031935704883965,0.8866402655643177,0.4551893576872137,1.2908882908633177,0.20174849582609816,1.4822226804193859
190,1.0898860408739104,1.041504225477216,0.7445443762442461,1.32192012505235,0.572232833181779,1.4640610473088427,-1.7495047714105547,-2.065201953132692,-2.7866110110946725,-1.3924995872238672,-3.4267587348846553,-1.069632372294402
191,-1.5924906870888034,-0.85280688843463,-1.343502058372848,-0.4180253837111094,-1.6881401341022746,-0.23114076863760588,-3.3703512440073595,-4.326073195106414,-5.330491719854841,-3.4168952130187447,-6.028210590519427,-3.0341230844537606
