subj,k_bayes,k_bayes_sd,beta_bayes,beta_bayes_sd,alpha_bayes,alpha_bayes_sd,delta_bayes,delta_bayes_sd,delta_ols,logk_bayes,logbeta_bayes
193,4.095869,1.0476415,38.08551,20.9886,-0.3426087,0.03078764,0.16836996,0.04923311,0.22678431986144626,1.378186,3.5043497
194,5.023314,1.0733651,18.768974,11.256817,0.027913881,0.029463233,0.051992103,0.047313455,-0.06499310137775202,1.5915903,2.7769184
195,5.171614,1.0408027,46.501045,30.13941,0.008275852,0.028456973,0.2614717,0.04758438,0.3068400306106265,1.6232567,3.6650298
196,1.9765438,0.7908278,59.791878,27.905727,-0.04471464,0.03004952,0.27577984,0.051334947,0.3158579636535394,0.6042772,3.9897897
197,1.0609471,0.5196982,19.914316,11.805719,-0.2316718,0.026830457,0.20021293,0.04572428,0.2171072151555974,-0.047859002,2.8372772
198,2.9847257,1.0023772,49.328075,27.690273,0.14802289,0.027330391,0.2757802,0.044788655,0.3052382401952867,1.0396074,3.7604394
199,10.192984,1.8582054,114.886,111.697105,0.210149,0.028716046,0.15092541,0.04882134,0.06713648466701835,2.305287,4.381642
200,2.4712558,0.9058943,19.693281,12.113264,0.6337527,0.029295733,0.034797072,0.047489706,-0.1915535872870342,0.8394705,2.820876
201,3.2535298,0.94497514,32.264454,18.43172,-0.16595566,0.03126725,0.18683225,0.04822822,0.20603083830832947,1.1387824,3.342228
202,5.509503,1.2292489,34.483204,22.224718,0.017057506,0.029800808,0.1544248,0.047736555,0.11327011869224822,1.6820289,3.3673077
203,7.8714604,1.2650293,34.71359,24.271275,0.13222022,0.029712187,0.1811919,0.047238443,0.12976789973386613,2.0505295,3.3437586
204,2.2133348,0.87810373,57.772118,26.621754,0.028633583,0.028932719,0.27756846,0.049039822,0.28941180497427677,0.72056055,3.9597902
205,2.170289,0.93672687,120.62824,48.425926,0.22099392,0.028498637,0.35805222,0.048081722,0.427186215576656,0.6893946,4.717454
206,23.803278,4.6295094,58.965652,65.66583,-0.18515041,0.03017341,0.1007492,0.050020438,0.05418058785364217,3.1514542,3.7200756
207,11.127259,1.8521378,90.765114,102.27813,0.15410924,0.029293396,0.17958072,0.04876563,0.12622268793921296,2.3957272,4.1173105
208,2.1217904,0.82576305,35.07486,20.03808,0.079512484,0.030372832,0.28493235,0.046692707,0.3272228323973411,0.6820107,3.4175105
209,6.316343,1.1928554,21.421497,12.672277,0.029079815,0.029027706,0.1086706,0.04870103,0.024537579460848422,1.8255957,2.907584
210,4.1690316,0.96445197,19.954527,12.05072,-0.14155091,0.030675722,-0.08923402,0.04676826,-0.25904834186075587,1.4016993,2.838855
211,2.0427816,0.9488737,72.42076,32.4396,-0.17438076,0.02722758,0.30035272,0.047459673,0.40565844633229675,0.61899835,4.1881437
212,1.3645695,0.6578941,47.423042,22.739737,-0.29247513,0.030497989,0.21790633,0.04723639,0.2505649832031478,0.20415579,3.7530634
213,6.685512,1.1885191,38.223274,26.186964,0.045391,0.029379474,0.19962692,0.04789312,0.21151020068846862,1.8845124,3.4391506
214,1.7101339,0.76000637,35.668324,18.464762,0.079411715,0.029049054,0.29022604,0.05105085,0.32755993988519116,0.44506538,3.4537308
215,7.5806026,1.4717084,115.588974,97.0091,0.070932895,0.027796095,0.22392127,0.046658717,0.20025488305664677,2.0070755,4.4827185
216,6.22836,1.4087956,155.31886,104.23284,0.33084777,0.030663244,0.26576442,0.050328244,0.24390059817753632,1.8044518,4.8548145
217,3.7610812,0.9934951,21.622425,12.787251,0.30322587,0.02943439,-0.082910195,0.05060975,-0.33839590612346626,1.2912648,2.9229243
218,1.703009,0.77560085,49.980984,24.261316,-0.10035165,0.029831404,0.30553642,0.04791768,0.377446742559616,0.44011933,3.8048494
219,5.724306,1.2149034,50.051785,33.333515,-0.03138074,0.02849516,0.26108366,0.046132978,0.2836540097012237,1.7227658,3.7352839
220,4.205009,1.3363541,196.64789,98.67413,-0.050564937,0.030823674,0.10124851,0.048871197,0.04279353754132937,1.3898214,5.1674795
221,7.001139,1.324445,29.550812,23.154453,-0.0381152,0.027746046,0.12736687,0.047736276,0.07500157647655568,1.928428,3.1618137
222,6.7731133,1.3235433,88.25935,61.870987,0.06966052,0.027669258,0.2717557,0.049682677,0.3037013454681677,1.8943024,4.281123
223,2.551058,0.879309,19.149956,11.909123,0.44224125,0.027191676,0.16555108,0.04405858,0.0675115004474672,0.8804357,2.7953799
224,1.1661433,0.5864215,15.650595,9.197605,-0.095483415,0.030135183,0.07691592,0.04769022,0.02795058228925017,0.040038947,2.6034906
225,1.977969,0.79280967,40.57741,23.370222,-0.039080046,0.029292118,0.33655417,0.04523675,0.43114411772434463,0.60708815,3.559642
226,23.672167,4.6180167,41.63949,38.591896,0.032164153,0.029930219,0.12596372,0.045316838,0.05818755063343468,3.1456025,3.4157345
227,4.0672064,1.0488797,21.66932,14.28161,-0.012645154,0.02867174,0.1690843,0.049414013,0.14130107113079945,1.3706313,2.9038668
228,5.0116267,1.1760981,83.589386,50.005856,-0.11958047,0.02731635,0.19909719,0.0478085,0.203763193333583,1.5849655,4.274661
229,1.6581706,0.76550907,47.705257,23.527397,-0.06902278,0.026894689,0.284612,0.045106173,0.3534786101435121,0.41183382,3.7583127
230,6.5545497,1.3726604,49.124493,34.395313,0.10307725,0.029172795,0.27804723,0.049374092,0.3137501062812225,1.8585237,3.698806
231,2.4709249,0.963994,43.98564,21.944513,-0.13463043,0.028913276,0.25602058,0.04789919,0.2972474359116892,0.83469605,3.6702685
232,4.855566,1.0621327,20.737312,12.6759615,-0.1295959,0.026748382,-0.01688016,0.044787936,-0.13739777725509805,1.5567901,2.8721542
233,1.849979,0.9172347,164.12001,56.67003,-0.072457306,0.031803325,0.28936467,0.04908515,0.3565334126137094,0.501654,5.0445476
234,8.574928,1.4918174,80.421936,65.41006,0.221515,0.027878411,0.3428142,0.047885407,0.38008207400352817,2.1339605,4.122474
235,2.6660762,0.90662795,27.850965,17.54899,-0.06551354,0.028221194,0.057455547,0.047376264,-0.01809345090969737,0.9253718,3.1599448
236,4.6423955,1.2149575,73.79122,38.904957,-0.07295935,0.029835777,0.2919619,0.048833095,0.3711553394832718,1.5020345,4.1779494
237,2.4029067,0.9862555,95.31331,40.019577,0.0867765,0.028494885,0.29536676,0.050468378,0.3408500461073993,0.80144775,4.4767995
238,0.9442332,0.45992216,15.40936,9.263533,-0.17082112,0.028524926,0.18382263,0.047206488,0.19152492880821206,-0.16899072,2.573616
239,3.7539914,0.94787514,27.15677,14.688931,-0.14462064,0.02640068,0.043682937,0.04722516,-0.03519857295676757,1.291587,3.1733956
240,9.324889,1.4636552,30.840103,23.049025,0.04192782,0.029333286,0.15708247,0.045885038,0.11136948806489995,2.220668,3.2106454
241,2.6138296,0.90639526,68.351135,31.342455,-0.15429331,0.030273616,0.274583,0.04700392,0.3644144371477443,0.9046118,4.1244745
242,2.9692702,0.99952316,87.088356,39.512962,-0.08279754,0.029686704,0.2868329,0.04798547,0.37326508449796525,1.0339848,4.3736734
243,7.6194196,1.4219795,53.779392,38.906216,0.059650786,0.02867148,0.16077574,0.047075387,0.10641015073185743,2.013746,3.767961
244,1.8456657,0.8309903,71.08424,29.43264,-0.05735632,0.027110102,0.28114364,0.0497871,0.35058633409690915,0.51994896,4.18438
245,8.974782,1.393657,26.456898,18.433336,0.15970577,0.028642742,0.16112511,0.048067275,0.08486553831767137,2.1824658,3.075448
246,9.722472,1.6994393,43.155643,36.503986,-0.07628159,0.02981347,0.20278326,0.04879385,0.1932777343892021,2.2592812,3.495418
247,5.958298,1.0475336,17.130203,9.936436,-0.011882513,0.028686998,0.017389951,0.045410644,-0.10362266746353112,1.7695394,2.691872
248,3.1281755,0.9563223,41.119583,22.783176,-0.060838606,0.02854307,0.19560516,0.0468279,0.1783203551099121,1.0956448,3.584765
249,2.260334,0.9583186,57.563335,26.713438,-0.10225623,0.029554192,0.251776,0.04717132,0.2920236402321002,0.7333393,3.9567995
250,3.8562908,1.0554303,31.70762,20.179604,-0.27097887,0.02976773,0.15650317,0.048133347,0.17108199986397088,1.3143398,3.2920816
251,1.5125014,0.68716437,43.022095,21.37839,-0.20646314,0.028702809,0.1500172,0.046944972,0.1497594987963379,0.32326385,3.6487877
252,3.097489,1.0072318,44.643616,23.323423,-0.09273986,0.028294459,0.21332036,0.049846034,0.23297850877134949,1.0811937,3.6761706
253,6.742428,1.2740391,84.59018,61.5431,-0.07462747,0.028272862,0.31842196,0.0467228,0.4005602830931613,1.890741,4.230414
254,3.4557257,1.1521771,22.978018,13.646566,-0.15703243,0.030405574,0.06895781,0.04788789,0.0032935877674745103,1.1865244,2.98781
255,1.9566599,0.86007935,17.944202,11.038777,-0.037563343,0.027560027,0.040333014,0.048793994,-0.06372279915350537,0.58373505,2.7291474
256,6.046244,1.1288422,29.870533,19.57108,0.13211872,0.02929528,0.114113726,0.047820345,0.035715490799671484,1.7819072,3.2266607
257,4.391752,1.0544734,36.657776,22.33606,0.79556364,0.030529395,0.20402384,0.048494376,0.052041310723170454,1.452168,3.4414227
258,2.1388032,0.8565867,40.87286,21.407299,-0.14125456,0.028504588,0.21915011,0.04624852,0.26386476134275916,0.6878921,3.5922203
259,12.44491,2.107203,57.58845,52.76649,0.07233346,0.0290865,0.17951417,0.049398348,0.15511182533415635,2.5071561,3.750972
260,4.6060266,1.2099822,105.25665,51.500027,0.048967075,0.028355429,0.2359848,0.042865124,0.2538913686819275,1.4939015,4.548392
261,1.9511802,0.81878364,49.265423,22.32608,-0.04071047,0.028135853,0.3486374,0.047331445,0.45175448670632157,0.58390766,3.8041987
262,7.8748903,1.2417886,25.264397,17.548365,0.22166498,0.027615331,0.20733015,0.046109013,0.168874543623894,2.0513992,3.0327344
263,13.014772,2.107176,32.362717,27.288042,0.08461799,0.028196728,0.07159928,0.04719999,-0.03566977468847931,2.5530906,3.221888
264,3.0681887,0.9736729,30.837343,17.927914,-0.20493323,0.031734608,0.068668716,0.047710296,0.010403381441853824,1.0725741,3.285333
265,1.9664083,0.84389246,53.93778,26.744654,0.045309655,0.031093953,0.28588802,0.048962545,0.33826329918189807,0.5932767,3.8797522
266,2.979269,0.9968487,60.715347,30.586828,-0.0655553,0.02930909,0.30303827,0.048523903,0.3714899739470205,1.0379634,3.99024
267,2.7781963,0.92839134,25.98223,14.577797,-0.22983244,0.031392008,0.123017676,0.048876256,0.12406164454144229,0.96831816,3.1199942
268,11.086417,1.8974851,24.43998,16.892464,0.02498553,0.030945448,0.07861522,0.04804725,-0.01676988953050596,2.3914666,3.0051281
269,3.7620754,1.1956629,93.89053,42.494797,-0.008308356,0.028887136,0.33367997,0.04798345,0.42884743623925303,1.276163,4.4464903
270,39.187553,12.362093,60.31527,60.60471,0.24232937,0.029959448,0.16736726,0.04832439,0.07351237421334338,3.6205502,3.7197561
271,2.1056974,0.84836465,34.91654,18.983614,-0.14407279,0.028468374,0.21273859,0.04909169,0.23579511475316559,0.6668465,3.4212165
272,6.476627,1.1988276,66.51096,52.193825,0.1149149,0.02894727,0.18254806,0.045885876,0.1511175810563799,1.851042,3.9767694
273,9.424213,1.6062974,76.59036,72.8581,0.09224191,0.029051432,0.1727721,0.049097385,0.1301626508980083,2.2290094,4.0200624
274,4.106736,1.241454,150.24414,71.39108,-0.022624923,0.03030672,0.33000767,0.05199076,0.4048352206154149,1.3694688,4.9124675
275,11.140548,1.83107,32.66014,24.897894,0.012479583,0.027908409,0.20329413,0.046232924,0.19954956503195168,2.397172,3.2486181
276,4.753961,1.1109592,25.372936,16.829384,-0.10944547,0.027202753,0.094400965,0.048346482,0.024162681729285877,1.5322883,3.05847
277,5.1465273,1.1722186,63.602657,37.20451,-0.029483285,0.028669327,0.22631697,0.04680097,0.25540654406156305,1.6133296,4.0128436
278,1.2013153,0.5601325,19.303694,11.175558,-0.004423383,0.027157048,0.052970015,0.045856506,-0.05259392980376129,0.08300581,2.809507
279,2.8402584,1.0231422,103.68027,41.13357,-0.17039827,0.028885791,0.18479446,0.046678398,0.20053326528198184,0.9843289,4.565821
280,5.582811,1.4388387,81.04677,53.423473,-0.002795603,0.033448618,0.26083073,0.05319526,0.2957254385322172,1.6880145,4.2173824
281,5.951299,1.1029991,29.062925,18.64083,0.11396117,0.028861918,0.22895038,0.046261195,0.22028243676802972,1.7666693,3.1940782
282,8.776079,1.5420556,55.67024,43.285828,0.10572408,0.027652085,0.21404427,0.04676645,0.19148299067234117,2.1568356,3.7905347
283,2.6066594,1.0517758,92.17316,36.565292,-0.17594628,0.030159116,0.36682916,0.047191102,0.5074100399823788,0.88149774,4.451316
284,41.27893,13.395854,62.752926,60.63329,0.17318751,0.027606381,0.048101354,0.04973587,-0.09556412360148642,3.6701849,3.7800143
285,2.5974975,1.1648566,204.8822,80.99831,-0.168328,0.027375516,0.22618103,0.046395846,0.2711368900834427,0.8631006,5.250304
286,5.6359224,1.2205867,28.570717,17.971407,-0.062969156,0.028992578,0.13324255,0.04619486,0.1067848081038496,1.7066485,3.1828966
287,8.595064,1.3553945,32.348156,21.576836,-0.037757907,0.028410936,0.21135686,0.04697219,0.212603392436236,2.1389117,3.2838235
288,14.8475685,2.6382005,64.9157,65.512794,-0.0075097485,0.02838508,0.13164142,0.04911018,0.09786823242185762,2.6825209,3.8077965
289,2.0256097,0.8490022,115.61175,43.407818,-0.10508364,0.028787594,0.26715976,0.048378192,0.3364199337875049,0.6244779,4.6843495
290,6.959127,1.206369,38.561947,26.914835,-0.11149682,0.0297377,0.18588065,0.045718387,0.1971307883404951,1.9252199,3.4574056
291,3.200637,0.9366847,25.390417,14.589021,-0.113752775,0.02712926,0.014912966,0.04899458,-0.07170456026125756,1.1228238,3.0907001
292,23.669918,4.91115,40.22711,33.366035,0.04550365,0.028646471,0.063962,0.049537204,-0.03073655021967852,3.1430144,3.4289482
293,2.7023547,0.87898976,24.360456,15.839989,0.062808916,0.028995575,0.1179787,0.045993343,0.030615723775248554,0.94324744,3.0202575
