lambda,tau,mu_k,mu_beta,mu_alpha,mu_delta,sig_delta,sig_excess,mean_delta,pct_delta_pos,final_elbo
6.2985944747924805,0.41351059079170227,2.0504252910614014,1.9599757194519043,0.09209432452917099,0.11616135388612747,0.08667805790901184,0.19979256391525269,0.116171524,94.88054607508532,10862.833984375
