mu_delta,mu_delta_sd,mu_delta_2.5,mu_delta_97.5,sd_delta,mu_alpha,pct_delta_pos,elapsed_min
0.21146105229854584,0.010195795446634293,0.19157209992408752,0.23159919679164886,0.14609448611736298,0.014611187390983105,0.9829351535836177,13.427010174592336
