r_lam,r_omega,r_cross_lam_omega,r_cross_omega_lam,n_subj,n_datasets,pass_lam,pass_omega
0.9428713141344985,0.9426821879702014,-0.05997734092770815,-0.048454461037380506,290,1,True,True
