subj,gamma_i,omega_i,log_gamma,log_omega,log_gamma_z,log_omega_z
251,0.1426484586777147,2.7170997972937854,-1.9473720063041373,0.9995650604629881,-0.6794203207667336,0.9471844869251339
252,0.23594827575315316,0.2626410363430058,-1.4441426685153858,-1.3369670599276928,0.10217531016898912,-0.7910522159315782
253,0.14198500462382446,1.3303186868774297,-1.9520338281977527,0.2854185277243227,-0.6866608756204331,0.41590323314264815
254,2.3106720846797457,0.053756550758542444,0.8375384279660032,-2.923289744822934,3.6459909073174774,-1.9711790754750529
255,0.1575834610934504,0.8333968197443119,-1.8478000493656284,-0.1822453760026105,-0.5247691494959356,0.06798994962079355
256,0.127983787481023,1.492631337934764,-2.0558516833891214,0.4005405610292263,-0.847906605822185,0.5015469706507877
257,0.15726457448574427,37.766496555338065,-1.8498257041622956,3.631422375083987,-0.527915315309352,2.9051250352413263
258,0.24829357999122137,0.39201405342953277,-1.3931434426572125,-0.9364575892487486,0.18138526300481794,-0.49309771502814104
259,0.15590849510601795,0.6069433624217693,-1.858486013665205,-0.49931979965368833,-0.5413661608021213,-0.16789398962301466
260,0.12498735107794229,0.6265570926963454,-2.07954273817649,-0.4675153791949589,-0.8847026022468596,-0.14423344994029602
261,0.25769695875826837,2.0017058211054644,-1.355970962874758,0.6939997275911582,0.23912006820651555,0.7198626058847684
262,0.19964521765740728,1.8294003624838444,-1.611213399391619,0.603988242383676,-0.15731225048058123,0.6528995772574844
263,0.14523855601401775,0.5425792980675983,-1.9293776745536033,-0.6114210326963664,-0.6514722461579967,-0.25129043686624586
264,0.48152220449539573,0.274342612076756,-0.7308029335519973,-1.2933775446651237,1.2101059858131016,-0.7586242879660676
265,0.14818592947325365,1.3440783645835086,-1.9092875134530547,0.29570854738294905,-0.6202690134331684,0.42355837714330097
266,0.2466949199302288,0.2601658728519313,-1.3996028477535813,-1.3464358788771291,0.1713527739930481,-0.7980964369319996
267,0.11141084847021299,2.3831797403953066,-2.19453057319435,0.868435621371783,-1.0632970972650433,0.8496322205281991
268,0.21242213054915024,0.07862569520465017,-1.5491798022494359,-2.543056721970096,-0.06096415457940308,-1.6883090091091577
269,0.16896458870494854,1.424781816267273,-1.7780661203046852,0.3540186906064808,-0.41646120679626997,0.4669375501559224
270,0.1648009107303089,1.1444271871501879,-1.8030171352458892,0.13490423859652237,-0.45521412281493717,0.30392982632186644
271,0.21470385455355662,0.6558624718194959,-1.5384956210514946,-0.42180415863359405,-0.04436991271518575,-0.11022710326150219
272,0.14887861733205415,1.752167517872231,-1.9046239538214786,0.5608536031672317,-0.6130257595945415,0.6208100491931455
273,0.3170539911448371,0.5928044081931141,-1.1486832005386156,-0.5228907688047066,0.5610711096547052,-0.18542934612106812
274,0.26954882006728553,1.686442281203134,-1.3110057545108997,0.5226211509215407,0.30895822699855974,0.5923674478037991
275,0.19493037779643907,0.6313544935248016,-1.6351128211125923,-0.45988777779514206,-0.1944318740722498,-0.13855898195750369
276,0.39043472505600363,0.18418149558177394,-0.9404944810217245,-1.6918336185037617,0.8844214816729837,-1.0550511874630437
277,0.4863971909033353,0.8256299420774377,-0.7207297236278287,-0.1916086178613124,1.225751291591227,0.061024271505571
278,0.25561945060003166,0.2503397108800623,-1.3640654615648482,-1.384936439992001,0.22654801738255262,-0.8267384948889253
279,0.44215242700966606,0.090700457660515,-0.8161005988661828,-2.400192876002608,1.0776250719786,-1.5820270631411162
280,0.15488954744189093,15.14414927556283,-1.8650430132300118,2.7176142709346975,-0.5515502296293082,2.2253078086180467
281,0.11176607382976418,1.6867473186881086,-2.1913472184292546,0.5228020108920658,-1.0583528382775804,0.59250199653784
282,0.1824804617312062,1.125059557489696,-1.7011121706979049,0.11783597424595248,-0.2969394176648976,0.29123208367612846
283,0.15871953771255282,6.869016263083549,-1.8406165480471395,1.9270209028346412,-0.5136120232639415,1.6371547943822118
284,0.12458903540274874,6.176012952785816,-2.0827346748736715,1.8206729099977719,-0.8896601903471536,1.558038405263932
285,1.0561245499687486,0.06485960341437132,0.05460612337526309,-2.7355302926086873,2.429971842778277,-1.8314975498932418
286,0.18312362353551007,0.15872565081927953,-1.6975938157686925,-1.840578033639309,-0.29147484985405203,-1.1657079165005766
287,0.23913898642262274,0.7517684224423686,-1.430710362926453,-0.28532695133811925,0.12303782865377283,-0.008696425059350189
288,0.2591227274144989,0.44520246173432443,-1.3504534784933104,-0.8092261300939585,0.24768960372931498,-0.39844530681562657
289,0.24675414976295817,0.11000642982068096,-1.399362783128267,-2.2072164619827443,0.171725632743916,-1.4384644376981963
290,0.5964668027080136,0.10686793714491125,-0.5167316924580688,-2.2361614391027484,1.5425928544905387,-1.459997726778308
291,0.3680766787981756,1.2595388636161098,-0.9994639962190581,0.23074567271884602,0.7928323949969964,0.3752299796525174
292,0.3162738636497626,0.09017394186458758,-1.1511467836061648,-2.4060147865049344,0.5572447712092865,-1.5863582077582075
293,0.12297720900251996,1.8457711549156932,-2.095756233440965,0.612897160311309,-0.9098847530264516,0.6595272662113006
