subj,gamma_i,omega_i,log_gamma,log_omega,log_gamma_z,log_omega_z
198,0.16879800200154924,3.377287212810672,-1.779052533374045,1.217072787479144,-0.4179932640262742,1.1089969058321778
199,0.12113296281670959,1.2800154904893388,-2.1108664704431876,0.2468721798030938,-0.9333533673072395,0.38722711260784404
200,0.0876609614817276,20.569023523678513,-2.4342786157453555,3.023786231642536,-1.4356641444778582,2.4530809835911263
201,0.21826498085611792,0.7310210682663335,-1.522045445811143,-0.3133129984899052,-0.01882016008652802,-0.02951632901127143
202,0.22460143638575267,0.19631002984049603,-1.4934278413921325,-1.6280600845551971,0.02562755570053319,-1.0076075865757004
203,0.07788585856421908,2.608487697530016,-2.5525108757781725,0.9587706271686389,-1.619297750347034,0.9168359286469703
204,0.19942359267426804,1.9011479494264398,-1.612324110127141,0.642457887635433,-0.15903736186206818,0.6815186357069357
205,0.2459500368921488,12.79815886803029,-1.4026268657422274,2.5493013221446983,0.16665599049830485,2.1000932898020586
206,0.9915550914625811,0.07270486846543395,-0.008480768811400271,-2.6213469301726615,2.331987811244909,-1.7465521259849652
207,0.15933566745781813,0.794372981906636,-1.8367421859492408,-0.23020217752109676,-0.5075945193924725,0.032313028330659944
209,0.15068457580275607,1.138820544815418,-1.8925665289345164,0.12999311701719526,-0.5942986506914802,0.3002762528456539
210,0.1168702009314193,1.7756668229915888,-2.146691353765688,0.5741760273040616,-0.9889951397179778,0.6307211162842283
211,0.38938371130144994,0.12574629965072603,-0.9431900171668927,-2.07348889667202,0.8802348830073528,-1.338979324620486
212,0.162601669687487,0.553400940125403,-1.8164518132404175,-0.5916725128136187,-0.47608032602497247,-0.23659874836442127
213,0.2606126743348602,3.0220598701019035,-1.344719980267368,1.1059386750712148,0.2565946432945073,1.0263199370710696
214,0.17759687953164607,2.7012513429142304,-1.7282390187831207,0.9937151259843161,-0.3390717504848139,0.942832494187095
215,0.4633759324394299,0.10401242691714939,-0.7692166052350243,-2.2632448973911017,1.1504434111158832,-1.4801461599311263
216,0.1307994854879854,3.942617724922187,-2.0340897735448684,1.3718448998841144,-0.8141068799758645,1.2241378722298495
217,0.0907960465816818,22.80956488558678,-2.3991395341720954,3.127179960515354,-1.3810875318474487,2.529999581372653
218,0.17869957856078392,0.5160001610855494,-1.7220492151811253,-0.6616482013193259,-0.3294579957046809,-0.28865637214232637
219,0.1472013461898605,0.14957549915496146,-1.915953927417627,-1.8999540025565942,-0.6306230203192015,-1.2098799985100666
220,0.1300548437706069,0.06295174963917564,-2.0397990423323447,-2.765386724768806,-0.8229742873486882,-1.8537089056645428
221,0.19541356083076217,1.4733044749844737,-1.6326371414194083,0.3875078201150564,-0.1905867476328983,0.49185141012408523
222,0.1561768977079479,1.498654772789347,-1.8567659545129032,0.40456788758574685,-0.5386946338909567,0.5045430547935399
223,0.08517266191927807,26.494793922949277,-2.4630747661285386,3.2769482579544573,-1.4803891706978358,2.6414180160952543
224,0.11686850993315478,2.296255185649174,-2.146705822898835,0.8312796158567547,-0.9890176125954554,0.8219904295362699
225,0.19863621524110034,1.9370622255117704,-1.6162801913210716,0.6611725085922849,-0.16518178855704177,0.6954411667705414
226,0.1670453625595735,1.0366090958822034,-1.7894898713574452,0.03595490146215974,-0.4342041189066182,0.23031758361855073
227,0.15555358964336916,1.8716793726624041,-1.8607649788017793,0.626836088098936,-0.5449057580792359,0.6698969742360597
228,0.22732898537826315,0.21142085845963787,-1.4813570358917554,-1.5539045422031799,0.04437544683586697,-0.9524404076990972
229,0.1859989451193038,1.217283431256524,-1.6820142766866109,0.19662168028066887,-0.2672773343990627,0.34984382057239893
230,0.20638765092469066,1.3469225744673987,-1.57799907795589,0.2978224157965301,-0.10572509812429667,0.42513096569426934
231,0.18768421489240586,0.6861236676184708,-1.672994436462533,-0.3766973940072529,-0.2532680802052285,-0.07667043475419527
232,0.4298839968874943,0.09940089354562304,-0.8442398813705098,-2.308594175967427,1.033920266611548,-1.5138832439547183
233,0.4405479211972084,0.934642573579922,-0.8197360513340134,-0.0675910970249488,1.0719786329656908,0.15328570657585774
234,0.32588834284760987,3.7257278319137384,-1.121200462886636,1.3152622238629466,0.6037561958806539,1.1820438289477058
235,0.1446373119896357,0.8904982503461498,-1.9335259666534104,-0.1159741410537335,-0.6579152071254581,0.11729168698039691
236,0.21697532616351897,0.3579370664263197,-1.527971636222084,-1.0273981001399322,-0.02802448142764416,-0.5607518818286235
237,0.18922198978744784,2.433240400746817,-1.6648344040257528,0.8892238672830121,-0.24059424499342177,0.8650974014754517
238,0.11007506192371062,1.3702956181309707,-2.206592764781217,0.3150264962205945,-1.0820316096152802,0.43792974717517924
239,0.2734810040140385,0.47067097804633745,-1.296523114691131,-0.7535959894839054,0.3314520824984925,-0.3570598915030797
240,0.42840442906858545,0.07811807231168501,-0.847687601833169,-2.5495338492678115,1.0285654054221285,-1.6931275948669608
241,0.2047731518685864,1.5604818344633982,-1.585852488802073,0.4449946418172368,-0.1179227009752988,0.5346180823822014
242,0.46432532669265464,0.16402580870409636,-0.7671698373227955,-1.8077314933923923,1.1536223689738787,-1.1412721035619109
243,0.13189283421764225,0.33607222590722485,-2.0257655481217482,-1.090429184061889,-0.8011780268008416,-0.6076431453973293
244,0.20486061567033584,2.035184891382119,-1.5854254546559183,0.7105866704834567,-0.11725944866103284,0.7322022748634086
245,0.16463866510026187,1.2605029870891313,-1.8040021149208743,0.2315108374083063,-0.4567439537542691,0.37579921528824556
246,0.30393952997800916,0.8833620494770436,-1.19092651190806,-0.12402014035644371,0.4954604921424264,0.11130595659942877
247,0.2242089656068938,0.6272351858486466,-1.4951767798176088,-0.46643371163324376,0.02291117466016207,-0.14342875556453527
248,0.17158097973439312,0.9637559112730009,-1.7626999387802251,-0.03691722050680564,-0.39259506974540326,0.17610519085233153
249,0.18084097440402566,0.24448281233851715,-1.7101372283595342,-1.408610269722152,-0.3109567753735485,-0.8443503733540278
250,0.9104383544092581,0.07466190564371367,-0.09382908731332097,-2.5947852815284613,2.19942822491011,-1.7267918872282162
