subj,lam,omega,log_lam,log_omega,log_lam_z,log_omega_z
141,1.2729857779593883,8.029828343904123,0.24136514744639506,2.0831631508813806,1.0184572702413242,0.5283164367403805
142,0.5720435343904525,6.7288570893184865,-0.5585401814242701,1.9064053059539732,-0.19675125860029147,0.42434419347078034
143,0.781399962807618,12.584777392066139,-0.24666814395827824,2.532487940076936,0.27704175934466474,0.7926176127842978
144,0.613111001590076,1.9393624124092899,-0.4892092801727676,0.6623592656595999,-0.09142441619501468,-0.3074267646623117
145,0.15651952642561737,4.475420711001868,-1.8545745072922322,1.4986003609395164,-2.1656742168831355,0.1844657599732322
146,2.1168776547843566,5.148723540932259,0.7499421986945071,1.6387488278245794,1.7910826647019134,0.2669036879691277
147,0.819091584830272,5.3855111034952206,-0.19955937619145075,1.683712218545532,0.3486089489948338,0.2933519884685195
148,0.7220991752938132,0.21751502090675862,-0.3255927876198048,-1.5254873691977742,0.15714019518246386,-1.59435874015335
149,0.5405835755430771,3.802703103996117,-0.6151060275046272,1.3357121570045878,-0.2826855512184449,0.08865189681923172
150,0.22438413466163326,4.412200914401227,-1.494395808984407,1.4843736385233341,-1.6184941815798453,0.17609733794029858
151,0.5324053973414385,5.006070766385835,-0.6303500547562965,1.6106513292232565,-0.3058441316923071,0.2503762180792127
152,0.9656461351108683,1513.339360860034,-0.03495783164209864,7.3220739853065115,0.5986700419485194,3.609940972094367
153,2.654306293048198,8.851210221158432,0.9761833373324768,2.180554197824157,2.134786039744877,0.585603657169969
155,0.4317880713189537,8.632327148770585,-0.8398203867602005,2.1555141267708646,-0.624069457619079,0.5708746228795237
156,0.7888138468812738,6.720443481151671,-0.23722492148511784,1.9051541465765343,0.2913878126524166,0.4236082383157854
157,0.5017192140219132,11.364474494223108,-0.6897146503940726,2.4304922172757615,-0.3960302578831524,0.7326218365974039
158,0.212863422416821,43.175728787521415,-1.5471045282460214,3.765278503740225,-1.6985687640075724,1.517767890772285
159,0.7584596959657706,0.6229389313372498,-0.2764656181039984,-0.47330678853501934,0.231773721474559,-0.9754466045072884
160,0.5575879486596574,4.858733731397108,-0.5841350326466129,1.5807778548683447,-0.23563471190061602,0.23280408630643243
161,0.5891911837058712,0.3369497508684588,-0.5290045576660469,-1.0878214669626172,-0.15188102133568498,-1.3369155376935598
162,0.24625587757118408,6.604799658305602,-1.4013841309054054,1.8877966056907423,-1.4771917293970962,0.4133982107818971
163,1.149717963196842,6.0250182124945075,0.13951666290255763,1.795920502192815,0.8637300261535724,0.35935498238955843
164,0.533129847241141,1.0458822348349772,-0.6289902686487745,0.04486077310459865,-0.30377835763677735,-0.6706508326685005
165,0.32660940018730905,6.744672190419581,-1.1189903169024968,1.9087528880961147,-1.0481817467370942,0.4257250848347724
