epsilon,gamma,ce_vigor,tau,p_esc,sigma_motor,sigma_v,best_loss
0.05634567545582297,0.21943773077245277,0.0020667461001324084,0.4933460547301199,0.18466373263073085,1.007921785046475,0.22408845617741652,5066.2398590922885
