subj,alpha_v,delta,r,p,n_trials,delta_sh_r,delta_sh_r_corrected
223,0.057086486686760286,-0.14739543693712648,-0.08491157902217401,0.579182918943958,45,-0.3204305875777517,-0.9430400536587225
224,-0.005972996081073012,0.015422080045393275,0.04406071283648418,0.7738133538298783,45,-0.3204305875777517,-0.9430400536587225
225,-0.011782642769092088,0.03042239731363933,0.09324174638974525,0.5423833002848116,45,-0.3204305875777517,-0.9430400536587225
226,0.044541471285828596,-0.1150046184839017,-0.28385633278391154,0.05880386235700509,45,-0.3204305875777517,-0.9430400536587225
227,0.0008754176548087833,-0.0022602996824982666,-0.005110626794099022,0.9734205365378699,45,-0.3204305875777517,-0.9430400536587225
228,-0.013274995397814572,0.03427560287140648,0.08476148547041126,0.5798562096213774,45,-0.3204305875777517,-0.9430400536587225
229,0.024765367309514213,-0.06394336641390978,-0.1543462546923005,0.3113789827009335,45,-0.3204305875777517,-0.9430400536587225
230,-0.00665586958922322,0.01718523705414184,0.07422538896210257,0.6279765093002508,45,-0.3204305875777517,-0.9430400536587225
231,-0.001832949622617542,0.004732615828889683,0.01149262571598451,0.9402721384969484,45,-0.3204305875777517,-0.9430400536587225
232,0.014171740204270585,-0.036590968560206764,-0.07956454474838019,0.6033837444632971,45,-0.3204305875777517,-0.9430400536587225
233,0.007752888708396037,-0.02001770445200604,-0.06820048869623256,0.6562131504728523,45,-0.3204305875777517,-0.9430400536587225
234,-0.07655458812809547,0.19766143656024673,0.22561176039957093,0.13618503297750648,45,-0.3204305875777517,-0.9430400536587225
235,0.024410482231024846,-0.06302706477682636,-0.13862559372165753,0.36379586622979243,45,-0.3204305875777517,-0.9430400536587225
236,-0.03078487187293678,0.07948552983586146,0.3406558476937249,0.02203015746928484,45,-0.3204305875777517,-0.9430400536587225
237,0.019049171879999723,-0.049184337231146735,-0.0750368919212026,0.6242119645760545,45,-0.3204305875777517,-0.9430400536587225
238,-0.005805290807202265,0.015306521837490192,0.030428122836885757,0.8464141570062237,43,-0.3204305875777517,-0.9430400536587225
239,0.008855562758972872,-0.022864772697348018,-0.053679081071773264,0.7261811895440925,45,-0.3204305875777517,-0.9430400536587225
240,0.032214087681095314,-0.08317571819299188,-0.22060559138960556,0.14532815443342711,45,-0.3204305875777517,-0.9430400536587225
241,0.013183203353259287,-0.035312151839087313,-0.07952136065583759,0.6166536810725145,42,-0.3204305875777517,-0.9430400536587225
242,0.0007184187031472112,-0.001854933536814521,-0.0031912685008285715,0.9834009714580182,45,-0.3204305875777517,-0.9430400536587225
243,-0.05713497722390482,0.14752063791418063,0.25269405261965355,0.09398835914116067,45,-0.3204305875777517,-0.9430400536587225
244,0.004193860864937847,-0.010828411249634733,-0.0311038542640435,0.839269079415791,45,-0.3204305875777517,-0.9430400536587225
245,-0.02303470500379488,0.059474853083568736,0.11615289497537479,0.44735714707001684,45,-0.3204305875777517,-0.9430400536587225
246,-0.01432361318078144,0.037039583912501846,0.06262389524342248,0.689934760446495,43,-0.3204305875777517,-0.9430400536587225
247,-0.00536316903104868,0.013591794253123875,0.03030480302089277,0.8451760579879547,44,-0.3204305875777517,-0.9430400536587225
248,0.03148447891448081,-0.08129189227919209,-0.18577090755706138,0.22178695932632442,45,-0.3204305875777517,-0.9430400536587225
249,-0.01930097439916142,0.04983448307980215,0.11246746887665547,0.4619968145089778,45,-0.3204305875777517,-0.9430400536587225
250,0.0033475588633875217,-0.008643287229238296,-0.015193454034614499,0.9210919360718478,45,-0.3204305875777517,-0.9430400536587225
251,0.0023723427787135545,-0.0062472774952443445,-0.011848858854063664,0.9391514772316965,44,-0.3204305875777517,-0.9430400536587225
252,-0.007740853129583507,0.01998662898212133,0.05155777636899928,0.7366059384079993,45,-0.3204305875777517,-0.9430400536587225
253,0.0020561766385384503,-0.005308980665078821,-0.009841752482722855,0.9488395206046554,45,-0.3204305875777517,-0.9430400536587225
254,0.015617124791368302,-0.040322904174434494,-0.10493733020123028,0.4926943254138703,45,-0.3204305875777517,-0.9430400536587225
255,0.0006957464487477123,-0.0017963945193076498,-0.002051226012214642,0.9893303400677428,45,-0.3204305875777517,-0.9430400536587225
256,-0.02392928970288367,0.061784641445970186,0.15065428052365276,0.3232342092709645,45,-0.3204305875777517,-0.9430400536587225
257,0.14179979059841694,-0.36612241015165076,-0.20421877699721044,0.17842449796455165,45,-0.3204305875777517,-0.9430400536587225
258,-0.025738040050331368,0.06645477553978989,0.14664798173983648,0.3364153637746504,45,-0.3204305875777517,-0.9430400536587225
259,0.007975718721131203,-0.02059304423898623,-0.06962058576976578,0.6495129446530955,45,-0.3204305875777517,-0.9430400536587225
260,-0.0003508623753218367,0.0009059151493967687,0.002008734891159538,0.9895513496221311,45,-0.3204305875777517,-0.9430400536587225
261,-0.012635812744400555,0.032625254217099886,0.17438353339531196,0.25192485534000236,45,-0.3204305875777517,-0.9430400536587225
262,-0.008933450679700245,0.02306587675496361,0.03388511297114603,0.8251117994232212,45,-0.3204305875777517,-0.9430400536587225
263,-0.01939048956457348,0.05006560830197238,0.12008745668069251,0.4320128338775376,45,-0.3204305875777517,-0.9430400536587225
264,0.0007662128037638889,-0.001979811607040849,-0.0035928081118481764,0.9815338433652423,44,-0.3204305875777517,-0.9430400536587225
265,-0.02068423028411476,0.053406004422099564,0.15630340064322804,0.3052081143090533,45,-0.3204305875777517,-0.9430400536587225
266,0.009297741870360346,-0.02400646466527475,-0.11228158725700019,0.4627419619624612,45,-0.3204305875777517,-0.9430400536587225
267,-0.033275627990511626,0.08546044390054612,0.1257338277630933,0.4217480892515154,43,-0.3204305875777517,-0.9430400536587225
268,-0.015825396871291846,0.04106417636430025,0.061293128456107904,0.6962039606469977,43,-0.3204305875777517,-0.9430400536587225
269,0.008792587994718033,-0.022702173920788264,-0.1185771070519018,0.4378679291947134,45,-0.3204305875777517,-0.9430400536587225
270,0.0030232353951405947,-0.007805894667780974,-0.04088526612071516,0.7897307575582275,45,-0.3204305875777517,-0.9430400536587225
271,0.010550797518835612,-0.027241813265846168,-0.06892941353075466,0.652770612442801,45,-0.3204305875777517,-0.9430400536587225
272,-0.0002564961905436755,0.0006622647542724775,0.0027597287699464386,0.9856453255303818,45,-0.3204305875777517,-0.9430400536587225
273,-0.016969165321584913,0.04381382849425614,0.12385464779740762,0.4176010487443823,45,-0.3204305875777517,-0.9430400536587225
274,-0.015765945899089986,0.040707155395191354,0.14642927682391899,0.33714439407464725,45,-0.3204305875777517,-0.9430400536587225
275,-0.02208606616807252,0.05702549871264615,0.11007202513893416,0.4716488110513866,45,-0.3204305875777517,-0.9430400536587225
276,-0.02344844344056931,0.060543112162125434,0.1715100062487003,0.2599454640623011,45,-0.3204305875777517,-0.9430400536587225
277,0.023235647459976968,-0.05999367991715352,-0.1747746333397758,0.25084622942584844,45,-0.3204305875777517,-0.9430400536587225
278,-0.05822557069627387,0.1503365145026742,0.24137984896259182,0.11018089731506947,45,-0.3204305875777517,-0.9430400536587225
279,0.026476082438904553,-0.06836037678897466,-0.12424428749270633,0.4161262073949153,45,-0.3204305875777517,-0.9430400536587225
280,-0.04320946769606782,0.1135322480719761,0.10949481538156662,0.5188525013411388,37,-0.3204305875777517,-0.9430400536587225
281,-0.022185125582980796,0.05728126687408962,0.11559205514830566,0.4495684210311619,45,-0.3204305875777517,-0.9430400536587225
282,0.002420555267408022,-0.006249794337979742,-0.016398896626025315,0.914853535499716,45,-0.3204305875777517,-0.9430400536587225
283,-0.04283790223757865,0.1086468535011054,0.11413688674069654,0.46068536238192287,44,-0.3204305875777517,-0.9430400536587225
284,0.0007909810442058552,-0.002042287122334714,-0.0034049203397814006,0.9822898556982814,45,-0.3204305875777517,-0.9430400536587225
285,0.0005674640448771985,-0.0014651735584943996,-0.0027687319928957808,0.9855985003428376,45,-0.3204305875777517,-0.9430400536587225
286,-0.01251362132521776,0.03230975997904582,0.0666998044687941,0.6633226741403552,45,-0.3204305875777517,-0.9430400536587225
287,-0.022280983537348982,0.057795381288711006,0.17161975732449863,0.2711520958816398,43,-0.3204305875777517,-0.9430400536587225
288,-0.0018816716663180562,0.0048584145482803865,0.01192480462638195,0.9380303618306189,45,-0.3204305875777517,-0.9430400536587225
289,-0.0007912264349131805,0.0020429207130955454,0.004917854382931768,0.9744227738162564,45,-0.3204305875777517,-0.9430400536587225
290,-0.022265681986198122,0.057489260866003346,0.1391937068025646,0.36181382274787255,45,-0.3204305875777517,-0.9430400536587225
291,-0.025234465915917582,0.06515456363536112,0.09966639423050488,0.5147925707704653,45,-0.3204305875777517,-0.9430400536587225
292,0.014794998090866958,-0.03820019998871384,-0.08168835950636931,0.5937187982811538,45,-0.3204305875777517,-0.9430400536587225
293,0.04542693493280969,-0.11729085658881196,-0.2074135033529768,0.17158171116001333,45,-0.3204305875777517,-0.9430400536587225
