step,elbo_joint,elbo_choice
17386,-4758.95654296875,-6316.59375
17387,-4733.1884765625,-6305.63818359375
17388,-4868.7568359375,-6328.37841796875
17389,-4782.11181640625,-6314.45654296875
17390,-4752.31005859375,-6309.16796875
17391,-4757.47802734375,-6317.89013671875
17392,-4771.23388671875,-6300.0517578125
17393,-4771.265625,-6308.39013671875
17394,-4750.25732421875,-6287.57470703125
17395,-4738.6513671875,-6318.435546875
17396,-4748.96142578125,-6322.96533203125
17397,-4731.13427734375,-6298.07958984375
17398,-4813.259765625,-6312.171875
17399,-4788.46337890625,-6319.859375
17400,-4738.212890625,-6316.98828125
17401,-4740.50634765625,-6316.08740234375
17402,-4730.78759765625,-6316.8994140625
17403,-4750.06396484375,-6290.80078125
17404,-4747.009765625,-6308.4833984375
17405,-4795.671875,-6333.0029296875
17406,-4789.58935546875,-6310.73095703125
17407,-4777.0810546875,-6332.830078125
17408,-4789.966796875,-6314.06396484375
17409,-4737.873046875,-6297.974609375
17410,-4780.0927734375,-6301.91064453125
17411,-4766.94580078125,-6282.24755859375
17412,-4764.5751953125,-6327.90185546875
17413,-4736.978515625,-6310.1083984375
17414,-4756.64599609375,-6344.3642578125
17415,-4713.38671875,-6309.76416015625
17416,-4820.77978515625,-6307.55517578125
17417,-4832.5732421875,-6325.79931640625
17418,-4766.42236328125,-6320.08056640625
17419,-4783.33349609375,-6297.896484375
17420,-4741.4765625,-6261.021484375
17421,-4732.77197265625,-6320.21435546875
17422,-4736.08349609375,-6297.1826171875
17423,-4752.24462890625,-6293.18505859375
17424,-4876.685546875,-6292.6865234375
17425,-4733.697265625,-6307.21337890625
17426,-4748.54248046875,-6328.77880859375
17427,-4752.98486328125,-6340.8916015625
17428,-4743.7880859375,-6287.3232421875
17429,-4805.587890625,-6314.53173828125
17430,-4742.56884765625,-6313.4951171875
17431,-4783.69970703125,-6322.3056640625
17432,-4965.42626953125,-6327.34326171875
17433,-4728.56884765625,-6301.60791015625
17434,-4805.42822265625,-6324.6708984375
17435,-4763.09228515625,-6310.23583984375
17436,-4786.42919921875,-6312.75048828125
17437,-4731.08056640625,-6303.81884765625
17438,-4811.5263671875,-6287.939453125
17439,-4726.64697265625,-6315.60888671875
17440,-4844.02783203125,-6300.51025390625
17441,-4778.150390625,-6293.78271484375
17442,-4772.77685546875,-6317.91552734375
17443,-4763.12451171875,-6256.6806640625
17444,-4793.44921875,-6297.30126953125
17445,-4685.171875,-6309.9912109375
17446,-4760.330078125,-6324.26953125
17447,-4769.2001953125,-6319.798828125
17448,-4758.59423828125,-6300.68701171875
17449,-4736.01806640625,-6326.93310546875
17450,-4788.9580078125,-6292.4296875
17451,-4767.7841796875,-6309.66357421875
17452,-4778.7880859375,-6304.896484375
17453,-4839.25537109375,-6286.26416015625
17454,-4796.0126953125,-6313.005859375
17455,-4796.86328125,-6303.173828125
17456,-4717.146484375,-6290.25
17457,-4728.56884765625,-6300.3076171875
17458,-4824.88427734375,-6315.529296875
17459,-4736.5126953125,-6314.361328125
17460,-4789.26025390625,-6307.9384765625
17461,-4746.1328125,-6318.970703125
17462,-4796.55029296875,-6308.30712890625
17463,-4789.89990234375,-6289.4287109375
17464,-4786.47900390625,-6312.31201171875
17465,-4748.96044921875,-6315.97412109375
17466,-4804.125,-6308.65673828125
17467,-4878.85986328125,-6311.95361328125
17468,-4738.44384765625,-6333.90380859375
17469,-4738.2421875,-6310.28125
17470,-4795.7861328125,-6305.5224609375
17471,-4789.671875,-6299.5283203125
17472,-4779.90380859375,-6277.61572265625
17473,-4723.3095703125,-6311.9189453125
17474,-4717.9814453125,-6304.1298828125
17475,-4745.70263671875,-6287.44287109375
17476,-4717.8056640625,-6325.67919921875
17477,-4797.7646484375,-6292.70751953125
17478,-4755.15869140625,-6301.6787109375
17479,-4774.10693359375,-6301.1572265625
17480,-4749.3173828125,-6296.53271484375
17481,-4761.47021484375,-6321.05126953125
17482,-4763.26708984375,-6288.77587890625
17483,-4749.15380859375,-6307.29736328125
17484,-4731.28076171875,-6309.3173828125
17485,-4729.04345703125,-6308.7158203125
17486,-4760.169921875,-6308.6181640625
17487,-4769.2119140625,-6295.302734375
17488,-4759.30859375,-6315.07763671875
17489,-4799.3798828125,-6313.9619140625
17490,-4803.74169921875,-6310.99365234375
17491,-4802.10400390625,-6331.6376953125
17492,-4787.98779296875,-6295.298828125
17493,-4763.4873046875,-6320.47314453125
17494,-4732.9765625,-6328.03466796875
17495,-4738.21826171875,-6302.685546875
17496,-4756.80615234375,-6292.43310546875
17497,-4754.25390625,-6297.11865234375
17498,-4793.9609375,-6323.9599609375
17499,-4780.62890625,-6310.5615234375
17500,-4785.6982421875,-6282.84033203125
17501,-4753.3115234375,-6302.40771484375
17502,-4773.78173828125,-6293.41943359375
17503,-4778.544921875,-6291.95751953125
17504,-4705.6220703125,-6284.73828125
17505,-4749.4501953125,-6315.3203125
17506,-4783.7333984375,-6317.16748046875
17507,-4765.95703125,-6299.76123046875
17508,-4778.24072265625,-6318.1572265625
17509,-4788.03466796875,-6316.93603515625
17510,-4811.14453125,-6346.76220703125
17511,-4714.255859375,-6311.87353515625
17512,-4776.9599609375,-6308.33349609375
17513,-4781.7099609375,-6316.0634765625
17514,-4782.46826171875,-6308.796875
17515,-4719.0869140625,-6311.0498046875
17516,-4830.41796875,-6298.50439453125
17517,-4697.50048828125,-6332.1123046875
17518,-4872.265625,-6294.357421875
17519,-4786.708984375,-6335.55419921875
17520,-4744.54736328125,-6294.0400390625
17521,-4736.93017578125,-6316.79248046875
17522,-4706.5849609375,-6300.7958984375
17523,-4833.61279296875,-6316.54736328125
17524,-4789.0107421875,-6314.94189453125
17525,-4775.38623046875,-6306.90087890625
17526,-4767.90576171875,-6309.4755859375
17527,-4725.94580078125,-6283.2177734375
17528,-4794.1044921875,-6304.40966796875
17529,-4763.78173828125,-6280.43896484375
17530,-4733.26513671875,-6295.9345703125
17531,-4794.60693359375,-6311.11572265625
17532,-4774.86328125,-6285.98388671875
17533,-4801.14306640625,-6298.45703125
17534,-4776.9873046875,-6308.931640625
17535,-4774.458984375,-6282.0908203125
17536,-4783.3173828125,-6304.3515625
17537,-4772.56591796875,-6303.41015625
17538,-4781.97998046875,-6315.1376953125
17539,-4771.11083984375,-6298.19677734375
17540,-4731.701171875,-6335.36328125
17541,-4718.185546875,-6300.50634765625
17542,-4746.2978515625,-6304.0810546875
17543,-4750.59375,-6313.52880859375
17544,-4782.95361328125,-6284.04150390625
17545,-4744.12744140625,-6294.6416015625
17546,-4717.34423828125,-6295.87548828125
17547,-4795.72900390625,-6306.10693359375
17548,-4768.6611328125,-6271.966796875
17549,-4766.0693359375,-6319.2470703125
17550,-4727.54833984375,-6305.61181640625
17551,-4752.9541015625,-6274.01904296875
17552,-4751.9970703125,-6321.0927734375
17553,-4821.869140625,-6280.3583984375
17554,-4759.65673828125,-6312.96044921875
17555,-4750.4326171875,-6284.185546875
17556,-4779.9658203125,-6284.21533203125
17557,-4719.4140625,-6283.33642578125
17558,-4845.203125,-6306.6826171875
17559,-4754.02685546875,-6299.5595703125
17560,-4755.67236328125,-6313.54052734375
17561,-4788.8134765625,-6291.88818359375
17562,-4776.66650390625,-6346.26220703125
17563,-4782.89208984375,-6295.849609375
17564,-5280.23046875,-6332.33349609375
17565,-4798.181640625,-6284.29248046875
17566,-4677.76318359375,-6311.2939453125
17567,-4763.119140625,-6310.97412109375
17568,-4768.14404296875,-6307.5673828125
17569,-4715.3330078125,-6313.44873046875
17570,-4733.32958984375,-6348.3828125
17571,-4778.0458984375,-6286.609375
17572,-4807.9814453125,-6299.2353515625
17573,-4746.54443359375,-6287.9609375
17574,-4759.591796875,-6297.59619140625
17575,-4774.20556640625,-6319.5673828125
17576,-4825.19091796875,-6312.267578125
17577,-4745.2685546875,-6280.2216796875
17578,-4770.57421875,-6313.96728515625
17579,-4758.44677734375,-6322.1796875
17580,-4761.93310546875,-6320.0654296875
17581,-4764.689453125,-6328.09521484375
17582,-4814.21630859375,-6299.34814453125
17583,-4775.73681640625,-6296.5927734375
17584,-4706.1669921875,-6288.35546875
17585,-4756.6708984375,-6303.01220703125
17586,-4763.61865234375,-6306.00634765625
17587,-4758.3271484375,-6320.9462890625
17588,-4715.15283203125,-6305.529296875
17589,-4794.0126953125,-6317.6767578125
17590,-4775.57421875,-6296.42919921875
17591,-4739.78466796875,-6325.23291015625
17592,-4747.142578125,-6299.767578125
17593,-4748.64453125,-6315.3955078125
17594,-4731.8076171875,-6309.7099609375
17595,-4787.4853515625,-6299.36669921875
17596,-4749.1962890625,-6308.322265625
17597,-4746.2099609375,-6293.29736328125
17598,-4741.9111328125,-6327.2958984375
17599,-4781.94970703125,-6285.3701171875
17600,-4777.25634765625,-6324.5908203125
17601,-4718.90771484375,-6318.2646484375
17602,-4798.25,-6289.244140625
17603,-4749.0224609375,-6309.982421875
17604,-4779.01513671875,-6311.5390625
17605,-4745.20849609375,-6308.892578125
17606,-4754.91650390625,-6350.22216796875
17607,-4741.673828125,-6309.57177734375
17608,-4750.751953125,-6313.109375
17609,-4785.0908203125,-6309.1875
17610,-4736.8115234375,-6337.3095703125
17611,-4777.39990234375,-6322.35107421875
17612,-4818.58203125,-6320.6015625
17613,-4755.78857421875,-6312.5283203125
17614,-4755.7607421875,-6304.00146484375
17615,-4738.1240234375,-6323.42333984375
17616,-4740.62060546875,-6341.82080078125
17617,-4721.06494140625,-6265.38427734375
17618,-4723.34765625,-6305.17236328125
17619,-4820.01513671875,-6308.552734375
17620,-4741.68994140625,-6307.42041015625
17621,-4756.42138671875,-6338.77783203125
17622,-4680.54541015625,-6276.4755859375
17623,-4775.78955078125,-6308.0869140625
17624,-4758.69677734375,-6303.44580078125
17625,-4737.5419921875,-6302.5927734375
17626,-4746.09814453125,-6309.73388671875
17627,-4846.42919921875,-6297.09130859375
17628,-4771.76611328125,-6305.28369140625
17629,-4761.5380859375,-6297.3388671875
17630,-4735.94287109375,-6321.59716796875
17631,-4699.25537109375,-6289.00732421875
17632,-4773.76513671875,-6304.748046875
17633,-4745.5048828125,-6284.60693359375
17634,-4732.00146484375,-6336.2919921875
17635,-4785.662109375,-6298.07568359375
17636,-4734.9013671875,-6301.8359375
17637,-4731.98193359375,-6300.8955078125
17638,-4702.92431640625,-6328.3935546875
17639,-4753.3701171875,-6303.79052734375
17640,-4743.38720703125,-6323.96484375
17641,-4770.662109375,-6298.0869140625
17642,-4730.2109375,-6278.9375
17643,-4734.642578125,-6307.5859375
17644,-4751.37060546875,-6286.77099609375
17645,-4750.2802734375,-6344.1708984375
17646,-4777.806640625,-6342.654296875
17647,-4813.42138671875,-6316.26806640625
17648,-4755.04248046875,-6311.95703125
17649,-4827.5068359375,-6331.1064453125
17650,-4844.4658203125,-6320.0234375
17651,-4799.5068359375,-6300.14501953125
17652,-4768.96044921875,-6345.85986328125
17653,-4734.5361328125,-6320.69140625
17654,-4730.970703125,-6322.7236328125
17655,-4728.85302734375,-6300.0498046875
17656,-4704.05615234375,-6327.3583984375
17657,-4761.45458984375,-6293.267578125
17658,-4776.27490234375,-6311.4912109375
17659,-4731.43408203125,-6306.61328125
17660,-4772.15478515625,-6320.80615234375
17661,-4730.99755859375,-6319.38330078125
17662,-4755.42626953125,-6291.67138671875
17663,-4749.37841796875,-6306.818359375
17664,-4721.94873046875,-6297.16796875
17665,-4707.21142578125,-6324.3359375
17666,-4769.31103515625,-6320.9619140625
17667,-4802.462890625,-6297.72998046875
17668,-4776.64404296875,-6313.83154296875
17669,-4750.134765625,-6297.935546875
17670,-4747.16943359375,-6288.34375
17671,-4798.19580078125,-6300.0244140625
17672,-4730.71728515625,-6319.56640625
17673,-4762.22998046875,-6293.7705078125
17674,-4828.67041015625,-6317.7587890625
17675,-4788.00146484375,-6305.4033203125
17676,-4726.55517578125,-6311.35302734375
17677,-4719.927734375,-6296.48291015625
17678,-4722.0849609375,-6297.50830078125
17679,-4724.810546875,-6302.6796875
17680,-4794.15380859375,-6302.9287109375
17681,-4795.5,-6296.044921875
17682,-4738.57080078125,-6309.47265625
17683,-4725.7431640625,-6304.390625
17684,-4788.1162109375,-6308.52294921875
17685,-4737.89208984375,-6340.05859375
17686,-4749.013671875,-6317.73095703125
17687,-4726.3505859375,-6320.5390625
17688,-4749.76953125,-6315.45654296875
17689,-4820.60693359375,-6331.59716796875
17690,-4760.17822265625,-6321.72216796875
17691,-4806.830078125,-6304.48876953125
17692,-4741.736328125,-6320.44482421875
17693,-4793.84228515625,-6317.45556640625
17694,-4804.052734375,-6306.02197265625
17695,-4744.755859375,-6291.55224609375
17696,-4776.208984375,-6326.755859375
17697,-4797.7841796875,-6296.4541015625
17698,-4768.89404296875,-6301.49853515625
17699,-4730.84033203125,-6293.921875
17700,-4694.22900390625,-6305.37353515625
17701,-4895.697265625,-6292.0986328125
17702,-4776.32958984375,-6303.9189453125
17703,-4765.10595703125,-6291.4765625
17704,-4760.21533203125,-6292.5712890625
17705,-4777.65966796875,-6314.3564453125
17706,-4818.28515625,-6301.0908203125
17707,-4734.171875,-6327.35595703125
17708,-4725.130859375,-6311.09375
17709,-4737.810546875,-6312.7744140625
17710,-4716.6171875,-6287.84326171875
17711,-4757.49169921875,-6317.7861328125
17712,-4793.48828125,-6322.3349609375
17713,-4744.546875,-6317.56103515625
17714,-4745.990234375,-6299.73974609375
17715,-4774.91748046875,-6299.92578125
17716,-4763.9853515625,-6309.4619140625
17717,-4783.138671875,-6296.458984375
17718,-4761.17236328125,-6329.9150390625
17719,-4791.451171875,-6317.8974609375
17720,-4761.3662109375,-6306.71630859375
17721,-4717.20654296875,-6275.0830078125
17722,-4719.55517578125,-6304.12548828125
17723,-4760.8447265625,-6333.86962890625
17724,-4743.37060546875,-6313.25048828125
17725,-4798.06640625,-6291.93701171875
17726,-4736.4521484375,-6328.03515625
17727,-4800.21875,-6303.34521484375
17728,-4756.763671875,-6291.72509765625
17729,-4752.205078125,-6306.69091796875
17730,-4770.47998046875,-6299.86474609375
17731,-4816.29833984375,-6288.2998046875
17732,-4764.49072265625,-6294.240234375
17733,-4805.97119140625,-6306.19677734375
17734,-4753.185546875,-6321.8994140625
17735,-4754.908203125,-6314.9306640625
17736,-4785.45751953125,-6311.82666015625
17737,-4690.97705078125,-6319.7060546875
17738,-4786.2236328125,-6302.5478515625
17739,-4760.6494140625,-6302.48828125
17740,-4756.6904296875,-6310.69189453125
17741,-4731.82080078125,-6301.75390625
17742,-4800.9765625,-6290.8876953125
17743,-4723.7333984375,-6326.39794921875
17744,-4736.9521484375,-6308.99609375
17745,-4693.93505859375,-6286.6201171875
17746,-4764.6416015625,-6324.66552734375
17747,-4714.72900390625,-6298.94970703125
17748,-4727.1796875,-6282.79052734375
17749,-4751.38427734375,-6320.8544921875
17750,-4744.71533203125,-6316.513671875
17751,-4741.6796875,-6290.21435546875
17752,-4780.06396484375,-6298.21142578125
17753,-4719.9599609375,-6307.49755859375
17754,-4754.62060546875,-6321.23779296875
17755,-4777.89599609375,-6276.65576171875
17756,-4786.95458984375,-6306.83349609375
17757,-4776.869140625,-6301.15625
17758,-4747.28271484375,-6335.70849609375
17759,-4811.515625,-6294.03955078125
17760,-4728.05615234375,-6288.6962890625
17761,-4767.39453125,-6333.798828125
17762,-4745.08251953125,-6318.8662109375
17763,-4755.21728515625,-6295.32861328125
17764,-4723.12939453125,-6308.69091796875
17765,-4703.67431640625,-6317.2509765625
17766,-4734.53173828125,-6322.50634765625
17767,-4728.2255859375,-6331.7958984375
17768,-4756.2939453125,-6298.62646484375
17769,-4793.88232421875,-6312.40283203125
17770,-4733.44140625,-6336.685546875
17771,-4816.052734375,-6285.79638671875
17772,-4793.05078125,-6339.3212890625
17773,-4769.06005859375,-6282.5625
17774,-4806.7001953125,-6300.19189453125
17775,-4773.51318359375,-6290.4287109375
17776,-4795.7109375,-6290.69287109375
17777,-4827.07763671875,-6302.21923828125
17778,-4696.40087890625,-6343.501953125
17779,-4765.8740234375,-6302.4580078125
17780,-4751.53076171875,-6314.86376953125
17781,-4755.10498046875,-6294.59228515625
17782,-4722.3046875,-6309.51904296875
17783,-4732.396484375,-6311.60546875
17784,-4754.6806640625,-6305.26904296875
17785,-4772.876953125,-6290.49267578125
17786,-4780.77099609375,-6297.09423828125
17787,-4737.2666015625,-6295.5556640625
17788,-4768.56591796875,-6296.2958984375
17789,-4750.7490234375,-6298.28271484375
17790,-4763.11572265625,-6308.29931640625
17791,-4755.47900390625,-6328.099609375
17792,-4736.47509765625,-6299.58544921875
17793,-4741.099609375,-6332.2587890625
17794,-4811.060546875,-6305.28515625
17795,-4771.6953125,-6283.044921875
17796,-4794.16748046875,-6337.857421875
17797,-4773.5146484375,-6348.3369140625
17798,-4760.35009765625,-6311.671875
17799,-4768.7958984375,-6299.41357421875
17800,-4782.71044921875,-6318.6474609375
17801,-4719.86083984375,-6321.99169921875
17802,-4761.7353515625,-6286.1826171875
17803,-4771.208984375,-6317.84228515625
17804,-4758.0908203125,-6298.77783203125
17805,-4741.642578125,-6278.71435546875
17806,-4777.91357421875,-6328.90673828125
17807,-4765.78271484375,-6329.296875
17808,-4882.845703125,-6339.71533203125
17809,-4770.982421875,-6332.46142578125
17810,-4742.44677734375,-6321.451171875
17811,-4720.87353515625,-6296.10400390625
17812,-4751.42236328125,-6305.43359375
17813,-4743.7587890625,-6308.48681640625
17814,-4770.49853515625,-6290.9765625
17815,-4709.4833984375,-6317.0205078125
17816,-4722.84765625,-6324.1298828125
17817,-4721.341796875,-6293.376953125
17818,-4775.03466796875,-6314.89404296875
17819,-4760.8046875,-6291.978515625
17820,-4734.60791015625,-6295.5625
17821,-4746.3134765625,-6304.19091796875
17822,-4739.74853515625,-6309.29345703125
17823,-4787.7890625,-6315.45556640625
17824,-4783.6943359375,-6304.3623046875
17825,-4865.9755859375,-6315.1533203125
17826,-4748.35595703125,-6314.5087890625
17827,-4733.76708984375,-6293.0966796875
17828,-4759.84619140625,-6310.06396484375
17829,-4789.00390625,-6312.3125
17830,-4839.31201171875,-6280.65380859375
17831,-4743.265625,-6320.48779296875
17832,-4741.58935546875,-6294.66015625
17833,-4794.63427734375,-6297.25732421875
17834,-4781.0654296875,-6315.10498046875
17835,-4718.0908203125,-6304.2744140625
17836,-4769.212890625,-6340.16552734375
17837,-4790.2939453125,-6270.0361328125
17838,-4712.458984375,-6286.4228515625
17839,-4774.0244140625,-6314.77880859375
17840,-4764.50439453125,-6308.48779296875
17841,-4803.421875,-6306.380859375
17842,-4764.1494140625,-6312.111328125
17843,-4751.1748046875,-6279.97802734375
17844,-4721.60888671875,-6297.7265625
17845,-4737.30322265625,-6324.76904296875
17846,-4747.41162109375,-6297.81982421875
17847,-4801.63330078125,-6337.6796875
17848,-4742.1513671875,-6288.4599609375
17849,-4749.634765625,-6330.82470703125
17850,-4743.904296875,-6293.5439453125
17851,-4770.45654296875,-6305.06689453125
17852,-4776.81201171875,-6327.96875
17853,-4741.06982421875,-6288.94287109375
17854,-4756.2890625,-6299.5859375
17855,-4815.42138671875,-6306.08837890625
17856,-4738.55810546875,-6294.97314453125
17857,-4756.73095703125,-6282.0205078125
17858,-4736.755859375,-6320.6435546875
17859,-4743.12255859375,-6299.20703125
17860,-4799.39404296875,-6310.98291015625
17861,-4811.1787109375,-6302.2802734375
17862,-4744.6767578125,-6296.0576171875
17863,-4770.72265625,-6290.0146484375
17864,-4769.396484375,-6305.4853515625
17865,-4782.7666015625,-6312.3505859375
17866,-4768.9091796875,-6309.02001953125
17867,-4765.369140625,-6307.44482421875
17868,-4760.21484375,-6304.04052734375
17869,-4751.7998046875,-6326.9951171875
17870,-4773.65234375,-6276.07666015625
17871,-4677.27783203125,-6326.3076171875
17872,-4778.798828125,-6288.94677734375
17873,-4748.2900390625,-6316.00439453125
17874,-4706.96435546875,-6319.65185546875
17875,-4788.71875,-6304.7333984375
17876,-4775.34228515625,-6275.99609375
17877,-4745.71923828125,-6284.35986328125
17878,-4704.11767578125,-6313.35107421875
17879,-4731.2919921875,-6284.6484375
17880,-4689.45458984375,-6308.25244140625
17881,-4766.32568359375,-6291.23828125
17882,-4748.83642578125,-6324.8505859375
17883,-4734.82177734375,-6306.39453125
17884,-4759.49951171875,-6317.93017578125
17885,-4717.0859375,-6303.38037109375
17886,-4724.22802734375,-6277.90625
17887,-4747.04931640625,-6302.80712890625
17888,-4755.25341796875,-6315.28125
17889,-4695.4453125,-6290.09814453125
17890,-4786.82373046875,-6304.32177734375
17891,-4757.54345703125,-6308.5927734375
17892,-4733.31005859375,-6330.1005859375
17893,-4772.16845703125,-6306.12890625
17894,-4702.54833984375,-6299.84521484375
17895,-4827.4208984375,-6291.0830078125
17896,-5181.16455078125,-6305.00537109375
17897,-4759.21875,-6327.4033203125
17898,-4768.4296875,-6314.49609375
17899,-4787.04541015625,-6293.359375
17900,-4708.04443359375,-6291.25048828125
17901,-5288.80322265625,-6284.88232421875
17902,-4778.72509765625,-6320.50634765625
17903,-4759.96923828125,-6324.6728515625
17904,-4829.00390625,-6316.400390625
17905,-4759.77294921875,-6307.44580078125
17906,-4683.7216796875,-6317.908203125
17907,-4734.04638671875,-6309.30712890625
17908,-4771.42431640625,-6330.75537109375
17909,-4803.13623046875,-6321.1640625
17910,-4756.3251953125,-6316.751953125
17911,-4782.349609375,-6302.6181640625
17912,-4765.06298828125,-6308.8203125
17913,-4798.70263671875,-6304.2763671875
17914,-4730.78857421875,-6316.70556640625
17915,-4772.62890625,-6320.17529296875
17916,-4770.021484375,-6322.77001953125
17917,-4768.9375,-6311.37158203125
17918,-4804.69580078125,-6289.61669921875
17919,-4799.83544921875,-6308.29736328125
17920,-4809.74755859375,-6295.8095703125
17921,-4747.60400390625,-6283.1259765625
17922,-4747.17333984375,-6336.02294921875
17923,-4774.13818359375,-6312.45751953125
17924,-4786.41015625,-6302.13037109375
17925,-4740.1845703125,-6305.13037109375
17926,-4755.341796875,-6313.9638671875
17927,-4733.66943359375,-6291.12109375
17928,-4782.541015625,-6343.74072265625
17929,-4738.1328125,-6313.9404296875
17930,-4744.96923828125,-6305.86181640625
17931,-4748.236328125,-6304.47802734375
17932,-4722.85498046875,-6308.54736328125
17933,-4766.15283203125,-6296.01123046875
17934,-4739.158203125,-6314.4638671875
17935,-4777.36181640625,-6292.505859375
17936,-4747.8037109375,-6336.8828125
17937,-4793.3115234375,-6311.064453125
17938,-4736.5751953125,-6305.15673828125
17939,-4725.51513671875,-6311.00244140625
17940,-4782.71923828125,-6329.03271484375
17941,-4781.74755859375,-6276.6640625
17942,-4721.408203125,-6298.4404296875
17943,-4737.7744140625,-6285.595703125
17944,-4771.45068359375,-6293.4921875
17945,-4745.8388671875,-6297.96875
17946,-4758.4296875,-6314.947265625
17947,-4766.97509765625,-6304.06396484375
17948,-4748.8984375,-6332.57666015625
17949,-4769.64306640625,-6315.0361328125
17950,-4861.15185546875,-6290.962890625
17951,-4740.556640625,-6316.2646484375
17952,-4762.55712890625,-6330.31103515625
17953,-4818.27392578125,-6317.57763671875
17954,-4704.7666015625,-6302.28759765625
17955,-4863.85888671875,-6325.3564453125
17956,-4767.0361328125,-6310.58935546875
17957,-4809.76611328125,-6287.79443359375
17958,-4742.93798828125,-6315.63720703125
17959,-4723.69970703125,-6270.404296875
17960,-4788.26513671875,-6304.318359375
17961,-4758.900390625,-6310.8115234375
17962,-4768.501953125,-6311.8095703125
17963,-4754.68310546875,-6310.05078125
17964,-4760.93212890625,-6304.8623046875
17965,-4733.77734375,-6311.2861328125
17966,-4751.58447265625,-6309.6669921875
17967,-5473.990234375,-6313.8203125
17968,-4725.38916015625,-6290.39208984375
17969,-4754.43505859375,-6296.1962890625
17970,-4788.48828125,-6294.7490234375
17971,-4749.8837890625,-6304.40869140625
17972,-4785.0390625,-6312.50634765625
17973,-4921.8349609375,-6303.23388671875
17974,-4819.623046875,-6315.30859375
17975,-4741.99462890625,-6326.8701171875
17976,-4741.16357421875,-6313.55908203125
17977,-4735.34912109375,-6297.38916015625
17978,-4703.64208984375,-6321.18994140625
17979,-4753.0751953125,-6315.29736328125
17980,-4736.69677734375,-6294.615234375
17981,-4733.2578125,-6314.07568359375
17982,-4734.15478515625,-6303.64013671875
17983,-4761.291015625,-6299.724609375
17984,-4714.6396484375,-6307.72607421875
17985,-4779.90869140625,-6304.125
17986,-4732.46240234375,-6307.55322265625
17987,-4759.36572265625,-6314.06787109375
17988,-4705.71142578125,-6300.88720703125
17989,-4747.35107421875,-6327.5908203125
17990,-4757.75048828125,-6290.20751953125
17991,-4714.12353515625,-6317.6572265625
17992,-4723.40869140625,-6289.119140625
17993,-4706.4716796875,-6312.65234375
17994,-4721.2158203125,-6280.8212890625
17995,-4756.662109375,-6306.978515625
17996,-4770.63232421875,-6307.521484375
17997,-4770.0205078125,-6325.8505859375
17998,-4764.69775390625,-6280.55859375
17999,-4748.29052734375,-6286.01953125
18000,-4742.54638671875,-6293.23046875
18001,-4766.34326171875,-6294.2373046875
18002,-4773.60693359375,-6333.50341796875
18003,-4736.03515625,-6294.9853515625
18004,-4738.46142578125,-6299.70361328125
18005,-4711.45751953125,-6281.962890625
18006,-4712.61279296875,-6292.0888671875
18007,-4862.138671875,-6283.16015625
18008,-4751.29541015625,-6292.02880859375
18009,-4804.21142578125,-6308.97021484375
18010,-4718.80126953125,-6311.8212890625
18011,-4724.70263671875,-6316.013671875
18012,-4701.8505859375,-6300.34326171875
18013,-4712.7509765625,-6346.11669921875
18014,-4741.0927734375,-6307.1337890625
18015,-4751.32470703125,-6315.99169921875
18016,-4755.08349609375,-6319.19189453125
18017,-4811.11669921875,-6336.341796875
18018,-4748.5166015625,-6328.51806640625
18019,-4758.68701171875,-6296.802734375
18020,-4742.9853515625,-6320.171875
18021,-4764.5732421875,-6310.197265625
18022,-4869.15576171875,-6299.14208984375
18023,-4816.34765625,-6293.4267578125
18024,-4807.83642578125,-6309.681640625
18025,-4769.75244140625,-6289.60205078125
18026,-4757.40966796875,-6295.38232421875
18027,-4740.84228515625,-6313.99365234375
18028,-4792.32275390625,-6289.05419921875
18029,-4717.78515625,-6297.89501953125
18030,-4755.73681640625,-6320.3759765625
18031,-4722.96044921875,-6324.521484375
18032,-4729.2421875,-6303.89306640625
18033,-4769.28125,-6295.91796875
18034,-4735.14208984375,-6296.72314453125
18035,-4755.06298828125,-6290.52880859375
18036,-4712.42041015625,-6316.431640625
18037,-4747.4013671875,-6324.1728515625
18038,-4756.99072265625,-6274.48095703125
18039,-4776.06494140625,-6339.74658203125
18040,-4720.51513671875,-6317.24658203125
18041,-4749.5517578125,-6313.9423828125
18042,-4815.251953125,-6291.3505859375
18043,-4776.2236328125,-6304.54296875
18044,-4751.97314453125,-6280.99365234375
18045,-4778.72021484375,-6316.05615234375
18046,-4747.6123046875,-6314.4306640625
18047,-4747.27734375,-6325.29638671875
18048,-4723.9697265625,-6325.869140625
18049,-4794.36279296875,-6317.35400390625
18050,-4733.35107421875,-6301.1708984375
18051,-4720.556640625,-6299.46142578125
18052,-4737.22900390625,-6304.68017578125
18053,-4891.3955078125,-6320.51220703125
18054,-4748.70751953125,-6306.39501953125
18055,-4699.22998046875,-6293.11865234375
18056,-4746.32958984375,-6323.328125
18057,-4780.0263671875,-6339.15380859375
18058,-4814.796875,-6322.43603515625
18059,-4716.81591796875,-6300.166015625
18060,-4802.0,-6315.5673828125
18061,-4701.21484375,-6324.0947265625
18062,-4712.080078125,-6312.08251953125
18063,-4820.43212890625,-6330.70556640625
18064,-4721.87939453125,-6285.4072265625
18065,-4724.697265625,-6288.46533203125
18066,-4735.78564453125,-6283.7939453125
18067,-5015.27880859375,-6285.80078125
18068,-4763.470703125,-6321.97412109375
18069,-4787.02685546875,-6334.7939453125
18070,-4754.62890625,-6292.2392578125
