mu_alpha_mean,mu_alpha_hdi_lo,mu_alpha_hdi_hi,mu_rho_mean,mu_rho_hdi_lo,mu_rho_hdi_hi,p_rho_pos,sigma_alpha,sigma_gamma,sigma_rho,sigma_pre,sigma_term,r_alpha_split_half,r_alpha_sb,r_rho_split_half,r_rho_sb,r_alpha_ols,r_alpha_rho,shrinkage_alpha,shrinkage_rho,n_subj,n_obs,n_divergent,max_rhat_alpha,max_rhat_rho
0.31454455852508545,0.2802622318267822,0.34835705161094666,0.06747516989707947,0.060548681765794754,0.07471776753664017,1.0,0.28742101788520813,0.1806711107492447,0.04710548743605614,0.27483105659484863,0.17298489809036255,0.9296211271942408,0.963527102904344,0.46497166,0.6347859,0.9999991195126046,0.016042693,0.89369947,0.36673403,293,23554,0,1.0081368426560284,1.0055827203780037
