subj,accuracy,brier,log_lik,mean_p_high,mean_choice,n_trials
255,0.6444444444444445,0.2058848523532088,-27.089895090752286,0.6514285182795528,0.7111111111111111,45.0
256,0.7333333333333333,0.18210986890785905,-24.397716411202385,0.4277451499757307,0.4444444444444444,45.0
257,0.6888888888888889,0.185748879387729,-24.66514979503002,0.4805210347618782,0.4888888888888889,45.0
258,0.7777777777777778,0.15225521686898755,-21.042026708604965,0.6113361146125251,0.6222222222222222,45.0
259,0.8888888888888888,0.07225026716779298,-9.934924458426726,0.14229025122536912,0.13333333333333333,45.0
260,0.8666666666666667,0.0933164994435784,-13.504559878495602,0.40562731927577156,0.4,45.0
261,0.9111111111111111,0.05920022935469372,-9.375872843825183,0.5854247077383277,0.6,45.0
262,0.7555555555555555,0.1857570173479416,-24.808095591318242,0.2867797725653397,0.26666666666666666,45.0
263,0.7777777777777778,0.1433345565564192,-20.24965236445385,0.22675564715817767,0.1111111111111111,45.0
264,0.7333333333333333,0.21063598412643172,-27.658322087692483,0.5546367981775719,0.5777777777777777,45.0
265,0.8666666666666667,0.1157948310379482,-16.683056849649287,0.6152609944669634,0.6222222222222222,45.0
266,0.7777777777777778,0.1427207088761301,-19.713034203813926,0.5326334353187627,0.5333333333333333,45.0
267,0.7111111111111111,0.21547559344317038,-28.72027764721608,0.5717302020866575,0.6,45.0
268,0.7555555555555555,0.1628613563975285,-22.80663892210388,0.24451242133261603,0.13333333333333333,45.0
269,0.8,0.13022350356039272,-17.66887396932861,0.4278199448949202,0.4222222222222222,45.0
270,1.0,0.003960314356785579,-1.5952447237695009,0.03325506392188373,0.0,45.0
271,0.8444444444444444,0.13761507834096004,-19.3888433589292,0.6417737228689576,0.6444444444444445,45.0
272,0.8888888888888888,0.10157341328239068,-14.828840921192072,0.4192241940363516,0.4222222222222222,45.0
273,0.9111111111111111,0.06743560975077983,-9.975359679414723,0.23416872865461494,0.2222222222222222,45.0
274,0.9555555555555556,0.044948981671238925,-8.320618718610369,0.33425698108141627,0.3333333333333333,45.0
275,0.7777777777777778,0.14392443874167637,-19.81228027485169,0.22105150699992315,0.15555555555555556,45.0
276,0.7333333333333333,0.22080447711274068,-28.826474093415293,0.39854827701023177,0.4222222222222222,45.0
