subj,accuracy,brier,log_lik,mean_p_high,mean_choice,n_trials
277,0.8666666666666667,0.10761710348612785,-15.661360645976687,0.40199559244176064,0.4,45.0
278,0.8888888888888888,0.11168422456387196,-16.954106822701583,0.792428145780089,0.8222222222222222,45.0
279,0.8444444444444444,0.14728436861093447,-21.614659404196875,0.45961181560299386,0.4666666666666667,45.0
280,0.6888888888888889,0.17958215034759012,-23.465122345683426,0.3605828256673336,0.37777777777777777,45.0
281,0.6444444444444445,0.20515722077806392,-26.75414877040657,0.30130423472365864,0.3333333333333333,45.0
282,0.8444444444444444,0.1098819507073601,-16.644591915873075,0.3228994582062987,0.3111111111111111,45.0
283,0.8,0.13490226323226873,-19.745068711435266,0.5134741609375838,0.5111111111111111,45.0
284,1.0,0.004322949889181454,-1.6679473161914964,0.034656887951809434,0.0,45.0
285,0.8888888888888888,0.09031542751671974,-13.272009666244037,0.4300872267650294,0.4222222222222222,45.0
286,0.6888888888888889,0.20107774062804742,-26.51931119767204,0.35699701370400777,0.37777777777777777,45.0
287,0.7555555555555555,0.16347977124774563,-22.49935747483709,0.27595706363371636,0.26666666666666666,45.0
288,0.8444444444444444,0.09602434306472467,-13.42538179095661,0.178563364963132,0.13333333333333333,45.0
289,0.8,0.1254974184689976,-17.515537569491023,0.5204194193713831,0.5111111111111111,45.0
290,0.7777777777777778,0.15040647849039399,-20.630093193223043,0.3419636595866272,0.3333333333333333,45.0
291,0.6666666666666666,0.20761923426210172,-27.252800987718796,0.5521909816103497,0.5777777777777777,45.0
292,0.9777777777777777,0.05454890109663931,-9.860131170488001,0.11534943629157968,0.022222222222222223,45.0
293,0.7111111111111111,0.17916227922353908,-23.652535815448744,0.6150595316126829,0.6444444444444445,45.0
