threat,distance_H,surv_heavy,surv_light,n_heavy,n_light,ev_heavy,ev_light,optimal_choice,ev_advantage,perceived_threat,surv_heavy_subjective,surv_light_subjective,ev_heavy_subjective,ev_light_subjective,subjective_optimal
0.1,1,0.7559483344663495,0.9019127023050515,2942,2039,2.5594833446634944,0.41147621383030897,heavy,2.1480071308331854,0.6176404070454868,0.4533951439197251,0.7076238578807683,-0.46604856080274937,-0.7542568527153901,heavy
0.1,2,0.6883629191321499,0.8891352549889135,1014,451,1.8836291913214984,0.3348115299334813,heavy,1.5488176613880171,0.6176404070454868,0.40247436069321113,0.6992230411826016,-0.9752563930678888,-0.8046617529043903,light
0.1,3,0.5833333333333334,0.9073783359497645,828,637,0.8333333333333339,0.4442700156985868,heavy,0.3890633176347471,0.6176404070454868,0.302676215619823,0.6551250491609737,-1.9732378438017695,-1.0692497050341578,light
0.5,1,0.5335070737155622,0.7555555555555555,2686,2295,0.33507073715562186,-0.4666666666666668,heavy,0.8017374038222886,0.8649782134056527,0.2849605942898483,0.6068479318554822,-2.1503940571015168,-1.3589124088671065,light
0.5,2,0.45878136200716846,0.75303197353914,558,907,-0.41218637992831564,-0.48180815876516014,heavy,0.0696217788368445,0.8649782134056527,0.28408944060084673,0.5860902866648218,-2.1591055939915327,-1.4834582800110696,light
0.5,3,0.34545454545454546,0.7151260504201681,275,1190,-1.5454545454545452,-0.7092436974789914,light,-0.8362108479755538,0.8649782134056527,0.2127351951252172,0.5289735302774623,-2.872648048747828,-1.826158818335226,light
0.9,1,0.2611111111111111,0.5925785687239682,2340,2641,-2.3888888888888893,-1.444528587656191,light,-0.9443603012326982,0.9781930903855348,0.2611111111111111,0.5925785687239682,-2.3888888888888893,-1.444528587656191,light
0.9,2,0.26732673267326734,0.5700712589073634,202,1263,-2.326732673267326,-1.5795724465558192,light,-0.747160226711507,0.9781930903855348,0.26732673267326734,0.5700712589073634,-2.326732673267326,-1.5795724465558192,light
0.9,3,0.2,0.5111111111111111,115,1350,-3.0,-1.9333333333333336,light,-1.0666666666666664,0.9781930903855348,0.2,0.5111111111111111,-3.0,-1.9333333333333336,light
