epsilon,gamma,ce_vigor,tau,p_esc,sigma_motor,sigma_v
0.09763838671421128,0.2092642994876623,0.0028425490372717215,0.475460299558299,0.01787895673766349,1.1687166985983843,0.22877382821690306
