threat,dist,obs,pred,n
0.1,1.0,0.8081911262798634,0.8761791424446461,1465
0.1,2.0,0.6921501706484642,0.6939406234798388,1465
0.1,3.0,0.5651877133105802,0.49359224702435844,1465
0.5,1.0,0.6334470989761092,0.6006845732047316,1465
0.5,2.0,0.38088737201365186,0.37878407245536494,1465
0.5,3.0,0.18771331058020477,0.21963819614559965,1465
0.9,1.0,0.39726962457337883,0.3161574486724278,1465
0.9,2.0,0.1378839590443686,0.16879658461436997,1465
0.9,3.0,0.07849829351535836,0.08761436306172235,1465
