subj,k,beta,mean_anxiety,mean_confidence,k_z,beta_z,mean_anxiety_z,mean_confidence_z,mean_S_probe
166,9.064265,47.252644,3.9444444444444446,3.6666666666666665,0.46356227036833353,-0.18185540756075602,-0.34781458030763557,0.37204757253369936,0.612698418469656
167,5.7785687,82.829185,5.055555555555555,2.111111111111111,-0.054439764092850305,0.6638077931214701,0.5017866871382756,-0.7836549274914675,0.612698418469656
168,2.015237,166.00116,5.055555555555555,3.111111111111111,-0.6477427656369265,2.6408262611496602,0.5017866871382756,-0.040703320332431576,0.612698418469656
169,3.1010327,21.544834,4.444444444444445,2.611111111111111,-0.47656310377675837,-0.7929364254464053,0.03450599004302459,-0.41217912391194955,0.612698418469656
170,6.6782713,27.171453,2.9444444444444446,3.111111111111111,0.08740164018118936,-0.6591902967106346,-1.1124557210089558,-0.040703320332431576,0.612698418469656
171,1.2932142,24.418526,5.833333333333333,2.111111111111111,-0.7615722998295299,-0.7246280540818337,1.0965075743504136,-0.7836549274914675,0.612698418469656
172,2.9617102,169.78484,4.777777777777778,3.2777777777777777,-0.49852780527586477,2.730765272903426,0.2893863702767978,0.08312194752740763,0.612698418469656
173,2.344368,109.58699,4.388888888888889,2.2222222222222223,-0.5958540601578949,1.2998474525006907,-0.007974073329270836,-0.7011047489182413,0.612698418469656
174,2.1329885,69.93533,5.5,3.5,-0.6291788111531063,0.35731766277314514,0.8416271941166403,0.24822230467386014,0.612698418469656
175,7.6210785,33.120293,5.5,4.833333333333333,0.23603864223906443,-0.5177848949109922,0.8416271941166403,1.2388244475525745,0.612698418469656
176,2.3583848,21.705324,5.611111111111111,3.4444444444444446,-0.5936442603913626,-0.7891215383533208,0.9265873208612312,0.20694721538724717,0.612698418469656
177,1.9540486,29.28822,5.388888888888889,5.555555555555555,-0.6573893406065682,-0.6088742202736782,0.7566670673720495,1.775400608278545,0.612698418469656
178,1.6331638,14.95464,5.666666666666667,5.555555555555555,-0.7079780025068387,-0.9495869708481296,0.9690673842335273,1.775400608278545,0.612698418469656
179,5.669996,21.224947,4.222222222222222,4.333333333333333,-0.07155664719824982,-0.8005402187515677,-0.13541426344615778,0.8673486439730566,0.612698418469656
180,1.4640878,57.7906,3.1666666666666665,4.277777777777778,-0.7346334520621003,0.06863441941844553,-0.9425354675197739,0.8260735546864436,0.612698418469656
181,3.1941955,31.409882,4.444444444444445,2.7222222222222223,-0.46187564774617507,-0.5584417884730191,0.03450599004302459,-0.3296289453387233,0.612698418469656
182,4.1089497,202.47675,5.0,2.611111111111111,-0.31766130370229234,3.5078600794787835,0.4593066237659802,-0.41217912391194955,0.612698418469656
183,3.3755107,61.821686,5.055555555555555,2.2777777777777777,-0.43329064356342806,0.1644543331358953,0.5017866871382756,-0.6598296596316283,0.612698418469656
