epsilon,gamma,ce_vigor,tau,p_esc,sigma_motor,sigma_v
0.09802660528478663,0.21001732882517923,0.0028452750121555335,0.47620739613367774,0.018005336647123643,1.1687187753730504,0.22877647727253064
