subj,n_trials,optimality_rate,overcautious_rate,overrisky_rate,subj_optimality_rate,subj_overcautious_rate,subj_overrisky_rate,total_ev_loss,mean_ev_loss,heavy_rate,survival_rate,total_earnings
32,45,0.5555555555555556,0.4444444444444444,0.0,0.8666666666666667,0.06666666666666667,0.06666666666666667,16.59084947431072,0.36868554387357155,0.1111111111111111,0.9333333333333333,54
33,45,0.9333333333333333,0.0,0.06666666666666667,0.4888888888888889,0.0,0.5111111111111111,2.833080903698095,0.06295735341551321,0.6222222222222222,0.7333333333333333,125
34,45,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.7777777777777778,0.0,0.2222222222222222,8.744012657570277,0.1943113923904506,0.3333333333333333,0.6666666666666666,62
35,45,0.4666666666666667,0.5333333333333333,0.0,0.8666666666666667,0.1111111111111111,0.022222222222222223,23.984499058753123,0.5329888679722916,0.022222222222222223,0.5333333333333333,28
36,45,0.6888888888888889,0.2,0.1111111111111111,0.6444444444444445,0.0,0.35555555555555557,6.822538850559955,0.15161197445688787,0.4666666666666667,0.6888888888888889,79
37,45,0.5333333333333333,0.4666666666666667,0.0,0.8888888888888888,0.06666666666666667,0.044444444444444446,19.61886301824991,0.4359747337388869,0.08888888888888889,0.9555555555555556,51
38,45,0.8666666666666667,0.13333333333333333,0.0,0.6888888888888889,0.0,0.3111111111111111,2.840286539385663,0.06311747865301473,0.4222222222222222,0.6888888888888889,83
39,45,0.5333333333333333,0.1111111111111111,0.35555555555555557,0.3111111111111111,0.0,0.6888888888888889,18.20073444295136,0.4044607653989191,0.8,0.6,107
40,45,0.7777777777777778,0.08888888888888889,0.13333333333333333,0.5111111111111111,0.0,0.4888888888888889,6.493656484227388,0.14430347742727528,0.6,0.7111111111111111,104
41,45,0.5333333333333333,0.4222222222222222,0.044444444444444446,0.8,0.06666666666666667,0.13333333333333333,18.837587016707094,0.4186130448157132,0.17777777777777778,0.7111111111111111,48
42,45,0.7555555555555555,0.1111111111111111,0.13333333333333333,0.5333333333333333,0.0,0.4666666666666667,8.49913895571478,0.18886975457143956,0.5777777777777777,0.5555555555555556,85
43,45,0.4888888888888889,0.4888888888888889,0.022222222222222223,0.8,0.1111111111111111,0.08888888888888889,23.128184477820056,0.5139596550626679,0.08888888888888889,0.6,31
44,45,0.7111111111111111,0.24444444444444444,0.044444444444444446,0.7555555555555555,0.0,0.24444444444444444,8.463146519905454,0.18806992266456565,0.35555555555555557,0.7777777777777778,79
45,45,0.6,0.35555555555555557,0.044444444444444446,0.8666666666666667,0.0,0.13333333333333333,10.3785815696314,0.2306351459918089,0.24444444444444444,0.8888888888888888,72
46,45,0.7333333333333333,0.26666666666666666,0.0,0.8222222222222222,0.0,0.17777777777777778,5.13492254856516,0.11410938996811466,0.28888888888888886,0.9111111111111111,85
47,45,0.6888888888888889,0.15555555555555556,0.15555555555555556,0.4666666666666667,0.044444444444444446,0.4888888888888889,12.795298087684188,0.2843399575040931,0.5555555555555556,0.6444444444444445,81
48,45,0.7333333333333333,0.26666666666666666,0.0,0.8222222222222222,0.0,0.17777777777777778,5.469328719943347,0.12154063822096325,0.28888888888888886,0.6888888888888889,79
49,45,0.8,0.17777777777777778,0.022222222222222223,0.6666666666666666,0.022222222222222223,0.3111111111111111,5.043951133894684,0.11208780297543741,0.4,0.9111111111111111,101
50,45,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.7777777777777778,0.0,0.2222222222222222,7.677490861206645,0.17061090802681433,0.3333333333333333,0.8222222222222222,73
51,45,0.8444444444444444,0.0,0.15555555555555556,0.4,0.0,0.6,6.197023127593407,0.13771162505763127,0.7111111111111111,0.8222222222222222,133
52,45,0.5555555555555556,0.37777777777777777,0.06666666666666667,0.7333333333333333,0.06666666666666667,0.2,19.230029674078565,0.42733399275730144,0.24444444444444444,0.4888888888888889,46
53,45,0.6444444444444445,0.35555555555555557,0.0,0.8666666666666667,0.022222222222222223,0.1111111111111111,10.769628319809126,0.23932507377353612,0.2,0.6888888888888889,63
54,45,0.8,0.13333333333333333,0.06666666666666667,0.5777777777777777,0.022222222222222223,0.4,6.915669642963102,0.15368154762140226,0.4888888888888889,0.6888888888888889,99
55,45,0.4888888888888889,0.4888888888888889,0.022222222222222223,0.8,0.1111111111111111,0.08888888888888889,23.614944552691362,0.5247765456153636,0.08888888888888889,0.9555555555555556,55
56,45,0.8222222222222222,0.17777777777777778,0.0,0.7333333333333333,0.0,0.26666666666666666,4.139284440812622,0.09198409868472493,0.37777777777777777,0.5777777777777777,78
57,45,0.5777777777777777,0.28888888888888886,0.13333333333333333,0.6666666666666666,0.022222222222222223,0.3111111111111111,15.434862914757922,0.34299695366128713,0.4,0.8444444444444444,82
58,45,0.6444444444444445,0.26666666666666666,0.08888888888888889,0.7333333333333333,0.0,0.26666666666666666,9.673536022081247,0.21496746715736106,0.37777777777777777,0.4666666666666667,65
59,45,0.6888888888888889,0.24444444444444444,0.06666666666666667,0.7333333333333333,0.0,0.26666666666666666,8.172793867140403,0.18161764149200896,0.37777777777777777,0.6,75
60,45,0.8,0.08888888888888889,0.1111111111111111,0.5333333333333333,0.0,0.4666666666666667,6.8121931590315725,0.1513820702007016,0.5777777777777777,0.5111111111111111,99
61,45,0.7333333333333333,0.24444444444444444,0.022222222222222223,0.6888888888888889,0.044444444444444446,0.26666666666666666,11.24791820389761,0.24995373786439135,0.3333333333333333,0.6,67
62,45,0.7333333333333333,0.0,0.26666666666666666,0.28888888888888886,0.0,0.7111111111111111,10.627632018155387,0.23616960040345303,0.8222222222222222,0.5111111111111111,107
63,45,0.9111111111111111,0.06666666666666667,0.022222222222222223,0.6,0.0,0.4,1.8853412627286759,0.04189647250508169,0.5111111111111111,0.7111111111111111,96
64,45,0.5111111111111111,0.4444444444444444,0.044444444444444446,0.8222222222222222,0.06666666666666667,0.1111111111111111,21.103603397213053,0.4689689643825123,0.15555555555555556,0.4666666666666667,41
65,45,0.6,0.35555555555555557,0.044444444444444446,0.8222222222222222,0.022222222222222223,0.15555555555555556,14.363801522946737,0.31919558939881637,0.24444444444444444,0.8666666666666667,71
66,45,0.6888888888888889,0.022222222222222223,0.28888888888888886,0.28888888888888886,0.0,0.7111111111111111,12.027632026519932,0.26728071170044293,0.8222222222222222,0.5111111111111111,111
67,45,0.7333333333333333,0.06666666666666667,0.2,0.4222222222222222,0.0,0.5777777777777777,10.037516511981543,0.22305592248847875,0.6888888888888889,0.5555555555555556,89
68,45,0.7777777777777778,0.08888888888888889,0.13333333333333333,0.5111111111111111,0.0,0.4888888888888889,7.240753916237593,0.16090564258305762,0.6,0.6,91
69,45,0.8,0.06666666666666667,0.13333333333333333,0.4888888888888889,0.0,0.5111111111111111,6.832574592165271,0.151834990937006,0.6222222222222222,0.5777777777777777,94
70,45,0.4888888888888889,0.4666666666666667,0.044444444444444446,0.8444444444444444,0.06666666666666667,0.08888888888888889,20.33291237109453,0.451842497135434,0.13333333333333333,0.6,39
71,45,0.6888888888888889,0.2222222222222222,0.08888888888888889,0.6888888888888889,0.0,0.3111111111111111,11.028517880696274,0.24507817512658386,0.4222222222222222,0.4888888888888889,70
72,45,0.4666666666666667,0.5333333333333333,0.0,0.8666666666666667,0.1111111111111111,0.022222222222222223,23.984499058753123,0.5329888679722916,0.022222222222222223,0.9555555555555556,47
73,45,0.7333333333333333,0.26666666666666666,0.0,0.7777777777777778,0.022222222222222223,0.2,7.228272533141785,0.1606282785142619,0.28888888888888886,0.8444444444444444,86
74,45,0.5111111111111111,0.4666666666666667,0.022222222222222223,0.9111111111111111,0.044444444444444446,0.044444444444444446,18.484837967486268,0.4107741770552504,0.1111111111111111,0.6,47
75,45,0.7555555555555555,0.2222222222222222,0.022222222222222223,0.7111111111111111,0.022222222222222223,0.26666666666666666,7.30127365171535,0.16225052559367445,0.35555555555555557,0.6666666666666666,78
76,45,0.6444444444444445,0.2222222222222222,0.13333333333333333,0.6,0.022222222222222223,0.37777777777777777,14.86831064875051,0.3304069033055669,0.4666666666666667,0.7111111111111111,84
77,45,0.4222222222222222,0.5555555555555556,0.022222222222222223,0.8666666666666667,0.1111111111111111,0.022222222222222223,25.85290312924208,0.5745089584276017,0.022222222222222223,0.8444444444444444,42
78,45,0.8444444444444444,0.15555555555555556,0.0,0.7111111111111111,0.0,0.28888888888888886,2.683699326814244,0.05963776281809431,0.4,0.7777777777777778,99
79,45,0.6888888888888889,0.044444444444444446,0.26666666666666666,0.3333333333333333,0.0,0.6666666666666666,11.940739105046392,0.2653497578899198,0.7777777777777778,0.6,107
80,45,0.6444444444444445,0.35555555555555557,0.0,0.8222222222222222,0.044444444444444446,0.13333333333333333,12.115898046820021,0.2692421788182227,0.2,0.8,60
81,45,0.8888888888888888,0.08888888888888889,0.022222222222222223,0.6222222222222222,0.0,0.37777777777777777,3.3260094708595487,0.07391132157465664,0.4888888888888889,0.5111111111111111,83
82,45,0.5333333333333333,0.4222222222222222,0.044444444444444446,0.8444444444444444,0.044444444444444446,0.1111111111111111,16.33156294594293,0.36292362102095405,0.17777777777777778,0.6,43
83,45,0.5777777777777777,0.0,0.4222222222222222,0.13333333333333333,0.0,0.8666666666666667,16.905323546265464,0.37567385658367697,0.9777777777777777,0.4666666666666667,105
84,45,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.0,0.2222222222222222,3.5314477409205827,0.07847661646490184,0.3333333333333333,1.0,105
85,45,0.7555555555555555,0.2,0.044444444444444446,0.7111111111111111,0.0,0.28888888888888886,5.27227864973978,0.11716174777199512,0.4,0.8222222222222222,89
86,45,0.8444444444444444,0.0,0.15555555555555556,0.4,0.0,0.6,6.319329493027375,0.14042954428949722,0.7111111111111111,0.7777777777777778,139
87,45,0.8666666666666667,0.044444444444444446,0.08888888888888889,0.5111111111111111,0.0,0.4888888888888889,3.916684762604482,0.08703743916898848,0.6,0.8222222222222222,117
88,45,0.7111111111111111,0.28888888888888886,0.0,0.8444444444444444,0.0,0.15555555555555556,6.271066123765635,0.1393570249725697,0.26666666666666666,0.9111111111111111,77
89,45,0.6444444444444445,0.3333333333333333,0.022222222222222223,0.8666666666666667,0.0,0.13333333333333333,10.647467919152554,0.23661039820339008,0.24444444444444444,0.7555555555555555,62
90,45,0.7555555555555555,0.06666666666666667,0.17777777777777778,0.4,0.022222222222222223,0.5777777777777777,9.673181947043659,0.21495959882319243,0.6666666666666666,0.8444444444444444,134
91,45,0.6444444444444445,0.0,0.35555555555555557,0.2,0.0,0.8,14.255285804911733,0.3167841289980385,0.9111111111111111,0.7555555555555555,154
92,45,0.7555555555555555,0.08888888888888889,0.15555555555555556,0.4444444444444444,0.022222222222222223,0.5333333333333333,9.375061841186618,0.20833470758192485,0.6222222222222222,0.8,124
93,45,0.6888888888888889,0.1111111111111111,0.2,0.4222222222222222,0.022222222222222223,0.5555555555555556,13.05296600862512,0.2900659113027804,0.6444444444444445,0.7333333333333333,109
94,45,0.7333333333333333,0.26666666666666666,0.0,0.8222222222222222,0.0,0.17777777777777778,5.13492254856516,0.11410938996811466,0.28888888888888886,0.6222222222222222,68
95,45,0.7555555555555555,0.24444444444444444,0.0,0.8,0.0,0.2,4.745859230930413,0.10546353846512029,0.3111111111111111,0.9111111111111111,97
96,45,0.6888888888888889,0.044444444444444446,0.26666666666666666,0.3333333333333333,0.0,0.6666666666666666,11.208623480060947,0.24908052177913215,0.7777777777777778,0.5777777777777777,110
97,45,0.6888888888888889,0.044444444444444446,0.26666666666666666,0.3333333333333333,0.0,0.6666666666666666,10.569610600150629,0.23488023555890286,0.7777777777777778,0.6,111
98,45,0.4444444444444444,0.5555555555555556,0.0,0.8888888888888888,0.1111111111111111,0.0,24.786236462575417,0.5508052547238982,0.0,0.9777777777777777,44
99,45,0.7333333333333333,0.24444444444444444,0.022222222222222223,0.7777777777777778,0.0,0.2222222222222222,5.1992775311662145,0.11553950069258255,0.3333333333333333,0.9333333333333333,90
100,45,0.7555555555555555,0.15555555555555556,0.08888888888888889,0.6222222222222222,0.0,0.37777777777777777,6.367147990664717,0.14149217757032703,0.4888888888888889,0.6222222222222222,88
101,45,0.6666666666666666,0.022222222222222223,0.3111111111111111,0.26666666666666666,0.0,0.7333333333333333,12.422030069106356,0.2760451126468079,0.8444444444444444,0.9333333333333333,182
102,45,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.0,0.2222222222222222,4.356795913295666,0.0968176869621259,0.3333333333333333,0.7777777777777778,87
