r_conf_choice_quality,p_conf_choice_quality,r_conf_survival_rate,p_conf_survival_rate,r_choice_surv,steiger_z,steiger_p,choice_quality_mean,survival_rate_mean,mean_confidence_mean,n_subjects
-0.08139607378916827,0.1646420374712056,-0.04812184567530258,0.41183550311795775,0.35126440415685334,-0.4988941973000058,0.617853922163393,0.793174061433447,0.6831247629882442,3.1658970755537705,293
