lambda,lambda_sd,tau,tau_sd,sigma_excess,sigma_excess_sd,mu_logk,mu_logk_sd,mu_logbeta,mu_logbeta_sd,mu_alpha,mu_alpha_sd,mu_delta,mu_delta_sd,sigma_logk,sigma_logk_sd,sigma_logbeta,sigma_logbeta_sd,sigma_alpha,sigma_alpha_sd,sigma_delta,sigma_delta_sd,elbo_joint,n_trials,n_subjects
35.149384,6.4711413,0.7340686321258545,0.01966601237654686,0.19522109627723694,0.0012027743505313993,1.3067724704742432,0.06835636496543884,4.739748477935791,0.19988420605659485,0.013265007175505161,0.01107297744601965,0.2049470692873001,0.009671686217188835,1.045276165008545,0.05283232405781746,0.9889129400253296,0.062105804681777954,0.16467401385307312,0.005091585218906403,0.14776819944381714,0.006642243359237909,-4441.28515625,13094,293
