subj,k,z,beta,alpha_bayes,rho_bayes,quad,diagonal,coupling_product,coupling_dist,cluster_4,cluster_4_prob
75,1.8289412495840716,0.3577136295575743,1.2832126010641398,0.5387046,0.67026865,LH,False,-0.03879356099800381,0.48017619908045456,0,0.8850817572001368
76,2.667820015555858,0.1649314251927182,0.4762924569261638,0.42820865,0.27265465,HL,False,-0.0785857461223025,0.6350036850619658,2,0.9905570279648452
77,4.720039808415873,0.4343548836378,1.9654543863391627,0.58646834,0.43984962,LH,False,-0.7030015695488949,2.363729222004753,3,0.9999999806602953
78,0.6850380845013949,0.2883279773786423,3.2508793748141844,0.66286474,0.7190681,LH,False,-0.11810981020587556,0.9016297623875091,0,0.9999999393022209
79,0.8380188534265242,0.1733130524814921,0.4538480342446914,0.5678763,0.54783714,HH,True,0.4294607078097019,1.443589374931797,2,0.8287682802978693
81,0.8447623559746753,0.2271227068189055,1.935913226111339,0.41148552,0.66712564,HL,False,-0.1534385247804272,0.8303376529233386,0,0.9983797779413086
82,3.861383679641916,0.7618501816029939,0.7999745520542988,0.49836475,0.5784731,LL,True,0.1314056465990154,1.145609208739797,3,0.9999999594534693
83,0.3306080235001387,0.144564471655317,0.2685709467439401,0.32266754,0.56296206,HL,False,-2.707049853694967,3.6895726367849093,2,0.9874175692915355
84,1.0763160310412294,0.4460143937754285,2.9144628469733425,0.6136646,0.298195,LH,False,-0.23794520491636717,0.9755957863278653,0,0.9999165921971948
85,1.4456201958276258,0.7411710807145498,0.72771381922876,0.7297509,0.3779425,LH,False,-0.17292851736761713,1.2462838406707966,3,0.9999793143740757
86,0.6157976857988531,0.2648024916748798,0.8136903166667953,0.80712795,0.52004415,HH,True,2.0345768999570253,0.11672428522529343,0,0.6823614388870232
87,0.5583779451404401,0.6102266755255612,0.7336475352407772,0.78487766,0.58348095,HH,True,1.129127824530632,0.5478832449676287,3,0.9431226185837722
88,1.4912971934964816,0.4220975671617457,3.066117472723039,0.7136424,0.3855058,LH,False,-0.8174670321942418,1.818252753370643,0,0.9999558872826433
89,2.4463132621132884,0.7908292745749643,1.031581583517382,0.60449535,0.5983449,LH,False,-0.4078718398770668,1.364997074715435,3,0.9999991562529098
90,1.162633694203671,0.2141930160564424,0.4803960555592504,0.7982687,0.49687424,HH,True,1.6576207738777073,0.28939844532458614,2,0.752255184633305
91,0.4528065490894955,0.1822713039536746,0.3237781669002052,0.75472575,0.37789732,HH,True,2.8594544299470517,1.1357564759046306,2,0.8056778406929421
92,0.9302809747918016,0.267755860717444,0.8161349029515406,0.7912018,0.4688422,HH,True,1.3092107525944359,0.4713083088520763,0,0.7047934426966507
93,1.5124172574726775,0.1795382888670072,0.3594516047331657,0.6894537,0.49972722,HH,True,0.9162898091848048,0.16214623083483037,2,0.8584490325711533
94,0.9619672122598736,0.3492342464002715,5.515249952755519,0.5043126,0.5741795,LL,True,0.05245558157726202,0.6304462871618804,0,1.0
95,0.7794371262424271,0.3176822724399758,5.839233327020722,0.6554093,0.32899022,LH,False,-0.4194696913055897,1.2998620496828157,0,1.0
96,0.8220141926719714,0.1933791379607037,0.4339484881512243,0.30820906,0.4434418,HL,False,-1.8407722206589139,2.781614659423613,2,0.998203054124302
97,0.7786199124871855,0.2230736531280868,0.4155263970880395,0.4398968,0.38644406,HL,False,-0.689445454819628,2.1030480224555292,2,0.9920444460279435
98,3.7970888854418896,0.4670455007477087,13.269269748601888,0.6482889,0.4702676,LH,False,-1.417686159280702,2.791443299138283,1,1.0
99,1.4423836478090764,0.8215226948421039,1.2517080411541217,0.6173367,0.30406225,LH,False,-0.24715142058471365,0.9945175519197911,3,0.9999996316767378
100,0.999670225389654,0.1877248425235996,1.703016236927699,0.47733232,0.57268155,HL,False,-0.05925106963607188,0.49103923660068016,0,0.9921712525681633
101,0.5993951464334281,0.233761123062301,0.3297058105930546,0.7559686,0.4214912,HH,True,2.474219709696144,0.8018654955263058,2,0.7127865919818218
102,0.5728955485152929,0.2859999017792375,6.169584841349171,0.54277223,0.5474762,LH,False,-0.060212995156223977,0.6102983250942143,0,1.0
103,0.7304731273507141,0.4031829785628196,0.3804252045964584,0.41842365,0.58405304,HL,False,-0.7078741111335508,1.886209090547069,2,0.8764666943300813
104,4.43607047434347,0.3483254664178539,0.9222657102860916,0.4540678,0.6068796,LL,True,0.4168793368084395,0.9173538495891019,1,0.9966289028400999
105,0.8026845376655924,0.5403578665107224,2.422635486421173,0.7204116,0.52535874,LH,False,-0.16527419318761263,1.198159866543547,0,0.9910874644127232
106,0.95956277166296,0.3624229720748659,0.4916643184220366,0.38004708,0.7355342,HL,False,-0.7445668428827197,1.756470877829773,2,0.8378400756037653
107,0.8586267231737224,0.2079819892266267,1.1944481209830065,0.8051621,0.5410172,HH,True,1.2151923574306127,0.6524058393532628,0,0.9779371297181234
108,1.3202284766417216,0.4246497704106357,2.6292790433559183,0.7173015,0.54147667,LH,False,-0.6094519677806257,1.6187830214342946,0,0.9996269201323643
109,2.4096721187992447,0.4297702167936963,0.4968503460437318,0.6236258,0.62240624,LH,False,-0.14493972897837254,0.8085998048168528,2,0.6455469474719167
110,4.100563604652884,0.4090774566398709,7.50218162474245,0.5239992,0.65955436,LL,True,-0.05444576814204135,2.041835367314192,1,0.9999999999999408
111,2.1620776243307502,0.4931792044218427,0.7196464859652877,0.13589199,0.41557944,LL,True,0.7445056829097516,1.5954551246558046,2,0.9950133826433565
112,1.2158901335505738,0.2743947534052026,2.474492563793813,0.819569,0.44001827,LH,False,-0.584955390838945,1.927427183508152,0,0.999433066870651
113,2.157143102013768,0.2727011270064252,0.3052992424657981,0.639204,0.5462754,HH,True,0.2400427902200759,0.23389833791276443,2,0.8792836552789104
114,2.660991290124727,0.2805647535594633,0.8374149980789093,0.6303692,0.45701948,LH,False,-0.2170422307035198,0.9525097614228913,3,0.6653782034948178
115,0.865014962486672,0.7408427992276849,1.041622638607257,0.69405776,0.400072,HH,True,0.15214646115108374,0.7348758231873072,3,0.9999694229907028
116,2.95036152517332,0.1851691179365044,0.860727663150372,0.87853515,0.36472875,LH,False,-0.6996194792128202,2.2312706703844216,3,0.995626374722548
117,3.8295005002668576,0.8971927373661848,0.2888389224474029,0.4809372,0.56218183,LL,True,0.17990122427373234,0.7283209626073678,3,0.9999999999966
118,1.687575113947794,0.8152488831290707,1.1300445273580972,0.16699901,0.55535895,LL,True,1.0797385893506546,1.2168409322797153,3,0.9999896380343132
119,3.704756325527802,0.3373462721897571,3.687166671456255,0.24009342,0.5138463,LL,True,2.266085117588202,0.1422635992265351,0,0.943963956657388
120,0.8126253514269804,0.6821067452179013,1.264454312053661,0.66122794,0.53318465,HH,True,0.12365324244898626,0.5657088183494419,3,0.9984706147529339
121,2.0874016129656483,0.2614267356394166,2.67464362849741,0.41503674,0.6158577,LL,True,0.4933934164370755,0.3887460445713401,0,0.9979706567739897
122,0.5903434138767473,0.4978560755691862,0.7844801768032218,0.46647343,0.49986488,HL,False,-0.2512326660214436,1.201966955489369,2,0.8163230537298514
123,2.370487381254097,0.2890515017342023,0.2471803113818242,0.4872858,0.7442627,HL,False,-0.04501358275697921,0.439750487551383,2,0.921259544455927
124,3.822014450241979,0.4660903081292162,13.489967192876236,0.6717711,0.50430226,LH,False,-1.6746874572226205,2.9124434581706424,1,1.0
125,1.427496490812299,0.2628370650693464,1.7994707923673443,0.55850565,0.57083166,LH,False,-0.05493856979524105,0.4730457039995924,0,0.9912507580394135
126,1.467076227103378,0.4554460321108522,1.5927239862942073,0.4334223,0.5167846,LL,True,0.16593574473765693,0.062327273477164546,0,0.8196018674538752
127,2.7738479503514935,0.2655718268527427,1.188819873217957,0.5696823,0.6054817,LH,False,-0.1849713287215533,0.9672862806845313,3,0.9417051171886396
128,3.0182072739908734,0.2978581704060303,1.4649465191869526,0.3575932,0.59846187,LL,True,0.6760026719621718,0.016413922807235415,3,0.9649040479498795
129,0.960301900404666,0.5192352999485583,1.9946589689705585,0.53691304,0.6735788,LL,True,-0.014882036944209458,0.25262005586955244,0,0.9593141250044654
130,0.4876543277001741,0.2309351329773473,0.453825429828432,0.63986355,0.5614947,HH,True,1.2632041594453418,1.4001369315271912,2,0.7572193550477775
131,1.148881760934133,0.2663419158925345,0.6689558559958209,0.6925826,0.69796807,HH,True,0.7375305594409515,0.07230101937117228,2,0.7195493360945794
132,1.304250964505782,0.2899411878445629,0.4686776277030333,0.39624465,0.51690704,HL,False,-0.5197970891058127,1.454682784417367,2,0.9668909272158737
133,1.1397658337175205,0.2120433896141533,0.8069928058588064,0.31101343,0.65429676,HL,False,-0.8814232980519564,1.893866130718905,2,0.7720227200976946
134,4.706307976899383,0.5363992664648964,1.3913571980222177,0.23557602,0.48848164,LL,True,2.7806820773222594,0.44647289875442264,3,0.9999997172823667
135,0.7964498729979915,0.4778251482844855,0.8183556426984163,0.59369797,0.5342408,HH,True,0.27581934800833996,0.3280739900087179,2,0.5888608389784061
136,0.6212941071346461,0.5395362579395155,0.7816783161987276,0.75573707,0.348218,HH,True,1.0054876714487693,0.39772627397271476,3,0.8678465690292984
137,0.5169935926845015,0.2248136939121979,2.110241718428051,0.64447767,0.2688922,HH,True,0.39198979403023243,0.04274823645264347,0,0.997823137546467
138,1.7166845261230146,0.3162132741750831,0.4477056038515336,0.27632225,0.70097905,HL,False,-0.4831439614500558,1.6359754158215842,2,0.9574827139593548
139,4.416795061351354,0.4018822895224991,0.8071298097754893,0.70353645,0.35247466,LH,False,-1.2947715185203605,2.3119896262277218,3,0.9998781251127687
140,1.8174587519271628,0.2559355176453691,0.6199977872603488,0.4587956,0.64771366,HL,False,-0.08576604809399951,0.586556099072608,2,0.8956445879376107
141,1.865847085225698,1.4611872141233966,0.7292924209270709,0.6536873,0.30511868,LH,False,-0.5659817726860944,1.5093133594977952,3,1.0
142,1.4502273317899794,0.1925086450849565,1.5486199206166733,0.44762042,0.626748,HL,False,0.018287690194182454,0.31665331421551185,0,0.9721955328434645
143,1.03261768420891,1.0171982113435,0.525221786435351,0.6960013,0.3936656,HH,True,0.05413286646345077,0.8540528406593191,3,0.9999999999999858
144,1.9553233952651836,0.3469022369512616,0.63579116855019,0.73084295,0.39997432,HH,True,0.06477386711278336,1.0335864955532295,2,0.5202191723493061
145,0.6991846646951416,0.1710218913392517,0.4185415300352042,0.50828063,0.71030474,HL,False,-0.10335911770076403,1.9690011919178974,2,0.6865044101945497
146,4.523689285416094,0.6998465360543197,1.5753776316972716,0.5312664,0.6194355,LL,True,-0.11581870335251049,1.8609576188293364,3,0.9999999998096749
147,2.909479653871028,0.3205329508158026,0.7620096656593988,0.31112483,0.61856127,LL,True,0.520543499332418,0.5833450404947194,2,0.8493076717624589
148,2.3787827883466472,0.3012784653150417,0.4703722868513211,0.63429326,0.450636,HH,True,-0.029703270600615204,0.6452430722824352,2,0.8317501954559923
149,0.810183682221535,0.2643634040755163,2.087180357274939,0.67403215,0.43342245,HH,True,0.1347661013022357,0.6316869399174267,0,0.998661827623964
150,1.1270876553529636,0.1635247315712211,0.5245993010739226,0.642995,0.67889816,HH,True,0.8066743443902985,0.6198652652365335,2,0.7576383079929245
151,1.1450018723099258,0.2843930084882588,1.2834502696917005,0.5050232,0.65636396,HL,False,-0.01964195396290737,0.3483523978996227,0,0.9837904070433036
152,2.602541636278728,0.4834666380945728,0.4055502759529005,0.049607217,0.44685203,LL,True,0.9122928766911288,2.040067267260458,2,0.995987572916335
153,4.116643590830679,0.4101224258163761,7.456598408845314,0.54342186,0.55343425,LH,False,-0.2560921942294319,2.14191734212198,1,0.999999999999781
154,1.3614494967398223,0.3697848928137717,2.2518644345373224,0.32697725,0.37076345,LL,True,0.480800355794603,0.501659962390975,0,0.9957307595933278
155,1.1589502681464037,0.3025574160298974,0.8132676587737661,0.6921406,0.48344573,HH,True,0.5405976514609734,0.2883479719948069,0,0.6052805450281891
156,1.4809617735148248,0.521439938919728,0.8312784519615631,0.73141956,0.49605504,HH,True,-0.054673075824791126,1.1457199333186499,3,0.7001921891006434
157,1.053877292121837,0.2033453041000111,1.6063350591870176,0.64159584,0.55218536,HH,True,0.17571194939984056,0.3553853762215886,0,0.9909093078315429
158,1.0512994457039735,0.1556132064645538,0.5263147180932096,0.7372563,0.4642782,HH,True,1.5416068525737907,0.24331356309613006,2,0.7141054844755074
159,2.8539766100348625,0.2612559328501083,0.7335395896639153,0.43598616,0.6375228,LL,True,0.16095012723306748,0.04911609787450777,2,0.8062018436459767
160,2.4398402750793933,0.2195305050584735,0.2058463215676916,0.47021478,0.5794826,HL,False,-0.12403936483720157,0.7460393342538048,2,0.948519054338102
161,1.930512741546768,0.251428364637879,0.4082563942030888,0.2770317,0.65925443,HL,False,-0.48173009910792264,1.6323197292664273,2,0.9785049062291115
162,1.3603355271800384,0.1519664539518526,0.4319655113535583,0.26929238,0.5392023,HL,False,-1.4794062159894243,2.436335039798273,2,0.9935354922002068
163,4.032946760497965,0.5590750349152713,0.6124691814497969,0.45111045,0.7454022,LL,True,0.35983853767184787,0.6837905701048383,3,0.9974505435883158
164,1.6378437534121937,0.260682818448131,0.7498038543859388,0.6934055,0.47592145,HH,True,0.24982063846740798,0.6223525726262034,2,0.5089023938356169
165,0.5359172455545634,0.2044210759141946,1.76663039118514,0.9184222,0.4603065,HH,True,1.6957418625047056,1.2360176862850185,0,0.9935492907715536
166,2.640531007637865,0.7127860845730479,0.5577548165941024,0.7366141,0.4491227,LH,False,-0.7912782492767925,1.8274601292829566,3,0.9999885351157392
167,0.980806961234124,0.310462185414214,5.555722192357078,0.49916744,0.53543276,LL,True,0.07114313011722853,0.6039340703232993,0,1.0
168,0.759917140163404,0.8982392768217994,0.4324939131457145,0.40879032,0.57446265,HL,False,-0.2810031529538004,1.062550113843314,3,0.9999999999662048
169,1.4753338895096073,0.1966366993387988,0.492313316857529,0.12957259,0.5722403,HL,False,-1.651255797424884,2.8288028272364714,2,0.9989029514456745
170,3.828013277279365,0.272057950244368,0.4869146225584725,0.20402232,0.59969467,LL,True,0.7890571034502918,1.1352277747685446,2,0.8911655768035941
171,0.7786989595191945,0.2728756984872346,0.471560530808949,0.5668162,0.5798466,HH,True,0.3661238731958988,1.2307273963863101,2,0.7960592426833143
172,0.6531417880072616,0.3655487448594406,3.640699978126292,0.7445201,0.42653143,LH,False,-0.3120251416906167,1.4315495082562968,0,0.9999999790201184
173,0.6983667979902702,0.3899173435492478,1.8588510419687132,0.7418462,0.66443276,HH,True,0.31911035730585074,0.8719600371584358,0,0.9985168448913208
174,0.8261670129939211,0.2793708552199992,1.4863489126871685,0.4025532,0.63354814,HL,False,-0.29694146127816823,1.0946890323391918,0,0.9877397898030057
175,3.596857230758552,0.2504925636203989,1.0361632081472112,0.4523996,0.61031854,LL,True,0.278331546285904,0.47210885092288507,3,0.99312827380097
176,1.5238444105805593,0.2131363388870406,0.3613879444398885,0.77558315,0.5023573,HH,True,1.234157194446237,0.39082781154472246,2,0.8334644236510016
177,1.0570067326985164,0.2807979480144684,0.3758827297787219,0.6724196,0.524541,HH,True,0.9977244317240543,0.46824483446498943,2,0.6958118846066518
178,1.5433122278158289,0.1600939443970659,0.2119006908352731,0.2132496,0.47886646,HL,False,-2.1554520794556096,2.9434393619574633,2,0.9988921892258567
179,2.3825228401172995,0.27220563175979,0.4052968512240077,0.059674226,0.37244698,HL,False,-0.14020801026373975,2.4248425418259525,2,0.9999890334315671
180,0.5896615211393883,0.3001248826722821,1.132520176875859,0.4287133,0.7070682,HL,False,-0.4833325641268816,1.5057013434801905,0,0.9431921855523923
181,1.304700856170235,0.279838523121853,0.6872666308372146,0.42116755,0.56054455,HL,False,-0.3042669924451622,1.1079344097021102,2,0.8919063747300064
182,1.065198826160671,1.0629601535875373,0.5911328425316568,0.6923729,0.54973143,HH,True,-0.04463472890068693,0.9445185097006563,3,0.9999999999999991
183,1.0989331281430748,0.5253773624410064,0.5959590613522764,0.73171926,0.5007163,HH,True,0.5442080042118929,0.6014529649206477,3,0.666606670905756
184,4.706973502897691,0.4897153721412195,1.911832608267362,0.40566194,0.6164018,LL,True,1.1741339192938858,1.4320616970680644,3,0.9999999881677423
185,0.945961282183387,0.5256059274188858,0.9351469056032178,0.25536403,0.4724955,HL,False,-0.5249115814601223,1.7439698947475435,2,0.9377815692149256
186,4.2666662110307865,0.343341374099633,1.1250526181437737,0.14303815,0.42136374,LL,True,2.6326632419058917,0.5761717656932581,3,0.9886726519056933
187,1.4399916058974878,0.2893547544822097,2.237224648630436,0.44194832,0.6611168,LL,True,0.19255971255488488,0.0907682493660355,0,0.9987377397021141
