k_true,k_rec,beta_true,beta_rec,cd_true,cd_rec
3.788829128235881,2.652756533022952,2.1343730950896567,3.6982044304846435,45.662233616433284,2.1597547710272
1.1635022073540406,1.7811966844247353,8.799435059051726,6.53481959202557,99.83036789673157,4.997531822241079
1.8217010411765358,1.8601431626695322,5.876846865806751,5.41880692200372,13.948825648935815,1.1611935424792736
4.869358126559294,3.594916980809953,4.753392904074526,5.596934516969986,29.381623461845283,0.8859215911955051
1.1099983876506763,1.405806167782375,4.86559411397742,3.890000909206319,31.151903274770333,1.6372240428898026
1.2297001028652224,1.449303053292478,5.589297303659999,5.029431053875307,17.19823085636302,0.4248260164074524
1.5276312977358208,1.863964302600741,6.6163863005961,6.951613383880925,20.422496175263447,0.6945229962082113
1.175664387367122,1.8399468799056493,7.928566867888305,6.308443447271097,105.66575925959677,9.217594668304145
0.676418541351387,0.7504300241435771,2.1029423254380846,3.1503192726367217,45.55338568526851,2.6187482374198363
1.7132203722786843,1.952449513689676,7.6035703698820765,5.413630237134547,8.150596768975657,0.8913747769580539
3.4497351212644904,3.5137208791844694,2.955402919108376,4.002740665019832,12.848751022876177,0.5511574323817743
2.4272100912510757,2.764682872846176,5.259181767359528,6.252366594387919,37.13837781070956,2.4086337578317427
2.2259762993174137,2.100379398113079,3.271329693971573,3.507723928333097,23.115189262868718,1.0125550317419671
0.9331225018703655,1.2891269237686271,5.282145684514304,5.510468309008746,14.148251342812006,0.5329608720376237
1.258856924138677,1.8064011098637704,5.071827456271911,4.203630658731869,9.570539690185964,0.4366165336193615
2.1386131777765347,1.95937101045309,4.099619324831956,4.470419895620314,146.1368151747983,6.00536083498391
2.3874073115092127,1.881613835032956,6.787367848426052,6.181166025106703,66.20366975814524,3.427298793705855
1.223258801337266,1.5755962756694328,5.2226686066727535,5.723805083894438,210.74953548386247,9.539378701102896
2.119015096440225,3.523764115713415,11.296455308002587,7.199849948563065,88.34148594947743,4.320843975402946
3.0601830098962854,4.036926735223188,9.537692805807273,5.668308876640865,46.525540611348674,2.0079962551763644
0.6509629765236999,1.137893300249142,8.629399140185939,7.711155274647455,21.568581653652096,0.6033904802933695
1.4475508811799596,1.0305016838422354,4.604163143369887,5.454471568276583,31.281039940942513,1.4552408845900726
1.0954399477498347,1.4447195744448345,6.35918179150722,5.304193139787169,60.257179531138185,2.966927332376439
2.220788229942845,1.9477931053161928,5.243532087071569,5.2738788635808405,42.597482035527875,1.5205871615497892
1.1973650792828814,1.8533823989018565,6.147477400876159,4.566875551277274,72.02055843508094,3.9351609910090644
2.9579347302784593,3.949348671144533,13.478138041685579,6.119603346247484,119.90175680590258,6.614095332338302
1.1002615184335862,1.0619024140278577,5.076064761660366,5.3907954485373795,91.36332687834184,4.866238179903293
0.8207985270760688,1.23267845578611,8.575162724545498,6.132422575367531,26.943594209462606,1.2633494312469897
1.9497434838114065,2.5207756285602763,5.643154379868381,5.657911269266266,17.37754967940138,0.6317068125242564
2.063014976898253,2.402370988485948,6.888860894740561,5.076382828962021,65.42468429913137,2.8700021340321724
1.2706272981230957,1.300036196252379,3.858881093074266,4.112599860926228,18.19346967427443,0.9253888004287434
1.246423150461189,0.9119080546437917,3.3144303213414688,3.1065537182976843,35.15196860770954,0.9807610702576447
1.2361569881605434,1.179507968930598,1.9562506490476546,4.258561534859105,14.012469515717054,0.6027324677339307
2.12051059617362,2.721192750474126,5.761559999638237,5.951719036277435,48.05511211933222,1.8954504556246454
2.435761352982672,2.0665525846525434,2.7844180971851724,4.380997661711268,179.19024157443948,8.79156226648456
1.3550154359618842,0.8406827359445123,2.600468496223745,3.5148113924768087,106.38320195228236,6.060703219105774
1.166449315849902,1.4999648377299915,8.58695281362531,6.990957230575555,15.471923687619698,1.2794159794347104
0.7881958835827408,1.1269642080022806,4.5374930239054425,4.089031548349674,50.42903758451277,2.4168501872750054
1.6618559777928688,1.2529406248424548,3.3268047095454905,4.738511693399255,41.43156229509541,2.0280971917891946
1.77208346463356,1.035781992734447,3.19626351018724,5.462427320308283,58.5208275169423,2.534740535384312
1.6796324673853298,1.7588403058581654,4.777164141288959,4.955189122506427,161.6929708574084,9.817158956436312
1.6325730730759278,2.3009716490774874,6.281460445475366,5.2890149037418075,32.88661574925325,1.6417303183450738
0.7771194092025164,1.692077437091652,6.734346545067398,5.599045302735538,61.42734992207017,3.410135260287688
1.7059627082305728,1.476597488793124,5.380395663549093,4.992597417841914,17.589158899840395,0.5211417316959687
2.9012321589895236,2.260745823869725,3.510947709289272,4.3241903511889275,25.434734150244854,1.1260841091955296
1.6637189577313654,1.775392864535512,3.2209862662417716,4.728832919717119,14.407873742266904,0.3639788750089536
2.568980073205417,2.9038551545168674,3.4153845455396437,4.203310869980011,95.99819068081857,4.983688398471332
1.766547778615242,1.4114573670125168,2.897534904719221,3.5077549304604867,11.771814782108995,0.5108980338415878
1.3167050435703258,1.413682957767139,6.081869132161381,5.794312087921432,15.849232981570497,0.5766978781586255
1.6294277288983794,1.6470522898429625,3.3435489643381158,3.3924412466696463,103.19659881447072,4.760325090679981
2.367934592080723,1.6939795364931844,3.2985494387684913,3.755572599839086,6.91493378079372,0.38759565395029516
1.149066507755258,1.5240654542419776,5.989067321026552,4.301032986662238,62.39788217777246,4.812766385849042
1.3984198202678435,1.5448584728961001,2.755090676525072,2.134525997001065,30.01900665392241,1.919516233924333
1.1891403537852876,1.2507995145705757,3.619721550534339,4.285009090603937,28.491069741711716,1.7706387678399897
0.6701646762618162,1.2776881491214729,6.6054245304855685,5.4079150973419825,16.83499343150629,0.6973373685779451
0.6350707340867238,0.9891925631182609,3.476017063729871,2.6747923723076044,10.815007973822018,0.5501462211452275
2.4730772150352753,1.7843391681996712,3.3473844835054867,3.6919720459391616,11.584316479569118,0.7397934709830888
1.480045554320316,2.3456486256176223,7.3840792281399885,5.925909189127196,33.303645512699376,1.5160023959593252
2.1809891630306506,2.2187277450472362,3.229699399976264,3.348189447113555,35.724376302585426,2.019684924172455
1.0317163084144658,1.1793299004365485,3.0605748392845182,3.1966394071758764,20.003013394284288,0.6936414533736108
