subj,F1,F2
146,0.8774607345233328,-0.05272903246301514
147,0.7799300629851577,0.8431616421808512
148,-1.0227490507506993,-0.5253675474737177
149,-0.7028357887160673,1.176754745429703
150,-1.1206879763928184,-2.0068723877330337
151,-1.1928043798703418,-0.5878178514952863
152,-1.0766967231007802,0.37937334171011017
153,-0.6016100419484677,-1.1352920278567478
154,-0.7358868099651967,0.07695405664626194
155,0.7964807739282397,-0.47310501378416536
156,2.6992760002328904,-0.2582286585348445
157,1.3144058979699569,0.10336230674890716
158,0.368476216978184,-2.449695174469856
159,-0.7458393258456453,0.15931924099306966
160,0.22357083628284083,-1.2720278604258577
161,-0.8884334957108249,0.5349999702719235
162,0.3621158635665482,-1.5084405382646586
163,1.3363276852298631,0.7816634713888003
164,-0.5626573338395133,0.9421557942980142
165,-0.2805442251718137,-0.6717356311173844
166,-0.22762316965007517,-0.07103867792431418
167,0.7763813788915566,-0.5066083847193322
168,-0.1283811878270253,1.2632806509488295
169,-0.6932052079663371,1.5530824137290777
170,-0.9482914067215613,1.2007597433369988
171,-0.43160215111928063,-1.4596778972577489
172,1.0481435678190556,-0.4236672666278115
173,-0.4949009505201266,-0.16110548584688852
174,-0.9713995993202353,0.2677732926931147
175,0.8950911875633458,-0.36696422406909607
176,1.0763998190510193,0.7439988675114335
177,-0.6485231331310621,-0.3130896032225211
178,-0.31474375532992105,-0.5569131840309802
179,0.4036303158989168,0.2366242372312293
180,-0.49833560915587044,1.2522303180645749
181,-0.49790552191935117,-1.4332661308483974
182,-0.6717080667542065,1.093611165967341
183,1.7390518386151967,-0.9707492596537114
184,-0.8556063186962738,1.0602466526193322
185,1.6202723855979986,0.5256807431665604
186,1.0514897105864633,1.3955725725565085
187,-0.9764671838041126,0.013079098805846318
188,1.2766239071584435,1.5630529701107603
189,0.45315144730887885,0.11111544942367514
190,0.8102488634711379,1.9114374176535909
191,-1.1583296977509794,0.2672975856742924
192,0.09120656905795732,-0.9555976810937012
193,-0.9583230760879108,0.9263320096503561
194,1.1430951006934176,1.302916713664643
195,0.8152691287710903,-0.7333023014404608
196,-0.6756459281419538,-0.494545799662547
197,-0.7021189252562836,0.9990262556236917
198,0.14122274359857911,0.3948412716887539
199,0.09102506433621363,0.0022890444339595814
200,-0.8803508812804639,0.9778044429199784
201,1.4840210288184432,0.9856515153380314
202,-0.7853644317217227,1.0779310417088044
203,0.4043632271220081,0.11036050868647895
204,0.08162449434636505,0.14729106344525691
205,1.0224057210426194,-1.6952542392616468
206,-0.15571452765854024,0.615269848172098
207,-0.709437032802382,0.40101263374165513
208,-0.6127865966304561,1.2566514769534474
209,-0.7081602624574592,1.121275987163732
210,-0.07429001486851529,0.6247764726232714
211,-0.49744657474741694,0.9437213279156746
212,-0.5066119223104102,1.5027274859223319
213,-0.8639402756086536,0.018578677259227523
214,0.5155351881509548,-1.5792677120554235
215,0.7872541019141358,0.4094779702202193
216,-1.072700982852757,0.34167027708168857
217,-0.9995548675619469,-0.0200314832768213
218,0.1801420721657964,0.563416693661791
219,-1.1267078233015302,-0.40163035593846835
220,-0.2192836743020917,0.5196753764541567
221,1.1855681481984346,0.8253784454667619
222,-0.147761712712324,-0.07909379955317421
223,0.08924097494467492,0.69540091695048
224,-0.0908077499485298,-0.6553041040652119
225,1.184468101750047,-0.9081891547601634
226,0.21567152625392014,-1.3383258892243075
227,0.35122145189137133,0.4673890180671966
228,-0.6465169718266315,-0.3427882895505817
229,0.9260782212777389,-1.0827514430707144
230,-1.1323091250470705,0.3249356000066158
231,-0.3080389771908765,0.2623409922551819
232,1.929419012258293,0.8704429238047066
233,-0.5371283319777914,0.972216644062949
234,-0.7628404363523711,-1.75745741389202
235,1.2210567966585906,-0.1489767398152273
236,-0.8210988441151981,0.24811479499221833
237,-0.9034956568762905,-0.16283608572901412
238,-0.8026421009620246,1.4095244369935471
239,1.8571062044234365,0.04687659782697311
240,-0.02099540951281632,0.24806084067741938
241,-0.1301787149554722,0.5906530894339005
242,2.2779731188939296,0.6179642742107935
