subj,k,c_death,epsilon
280,0.24106508069230945,1.1980392669458197,3.7520430004219247
281,0.24018147143754565,0.377354530546163,1.038404835881884
282,0.24133399455108892,0.3297492853318657,0.7072773689307791
283,0.24074069538029752,0.6962458349604904,2.8660779202487183
284,0.2411776352922438,1.9344031320142983,1.3210906542184337
285,0.2406657881271358,0.22975653513001718,0.10016459275953866
286,0.24115108801917085,0.253232659303782,0.2626922847636125
287,0.2396767854166577,0.39724921077602465,0.5305799675935355
288,0.24155750437425147,0.5425723936706833,0.36932646149342235
289,0.24095518429096785,0.1643169228022528,0.1823808042169705
290,0.24064142444325026,0.30195445636477714,0.14036511295489737
291,0.24065028179984602,0.1188435074814638,0.6783006452347925
292,0.23964990483539156,0.9634292972487983,0.07895061098792942
293,0.2410567103597742,0.13930292953358958,1.3799318781677083
