subj,alpha_bayes,alpha_sd,rho_bayes,rho_sd,alpha_ols,rho_ols,k,z,beta
199,0.7577814,0.027831484,0.49085027,0.04996973,0.7626886145404664,0.5023373983739836,2.2118814974719228,1.3368783194772205,0.5526604596232362
200,0.5816806,0.028611891,0.44282365,0.051429853,0.5825320512820513,0.4407051282051282,1.5295407967814154,0.1963770639486241,0.2134763152692411
201,0.28017542,0.028415048,0.7080043,0.050459445,0.275,0.7267563060245987,1.3754899888441858,0.330951636877084,0.2916633327962996
202,0.6480043,0.029304346,0.39268866,0.051026266,0.6506944444444445,0.3623642439431913,1.7761586315052311,0.369983391694886,0.3359038490468727
203,0.47706753,0.028664147,0.4472778,0.049063515,0.4763374485596708,0.45421747967479675,3.7224052675928063,0.2880114713463684,0.8699571797876416
204,0.5843634,0.029422805,0.5741462,0.048646048,0.5857338820301783,0.5910663410663411,0.8883888078627232,0.3818555213503392,0.7373885808927791
205,0.628067,0.027574195,0.66054666,0.048443284,0.63046875,0.6921875,0.7355283466559449,0.3327000304486422,1.903215926902582
206,0.08893131,0.029388063,0.4001741,0.050920907,0.079004329004329,0.35348915989159896,4.105241352997314,0.4082052526360071,7.486901404586749
207,0.7944848,0.027560944,0.48560324,0.04947855,0.8001543209876543,0.4983974358974359,2.735071659829583,0.8790661861038229,0.942605707243859
208,0.41306743,0.028297557,0.39440197,0.04967458,0.41025641025641024,0.37393162393162394,1.090663429760571,0.2771012481013499,0.3670968179829638
209,0.40564167,0.029116953,0.57941467,0.048915915,0.4029982363315697,0.5915750915750916,3.58240936977101,0.2209760380346728,0.3107920994795591
210,0.043955028,0.028145477,0.48791972,0.04991872,0.03333333333333333,0.45416666666666666,3.4746696553446146,0.1672281731779858,0.2350977078840239
211,0.31926543,0.028384902,0.6574794,0.048607707,0.31558641975308643,0.6754192073170732,0.5745372121886847,0.2618675132651702,1.7034872618646364
212,0.15485995,0.03026444,0.5502868,0.049448308,0.146875,0.5209116541353384,0.4421627916263164,0.2766659056033236,0.9571761747454884
213,0.40137583,0.02984554,0.64284676,0.04918911,0.39921875,0.6824577861163227,3.076320466706562,0.2538081367601669,0.7838086483944351
214,0.7053908,0.028363544,0.4380552,0.04933578,0.709375,0.4354674796747967,0.6006992797810342,0.2494527438322526,0.9899929153679168
215,0.77980286,0.02878238,0.47346228,0.04909877,0.7857142857142857,0.46659407665505226,1.4463097635142452,0.889596646595602,1.4280580756776475
216,0.66823786,0.029284023,0.3382699,0.04950001,0.6710758377425045,0.3228676085818943,1.6147033449163588,0.8343952197246243,0.7455333019805251
217,0.1042504,0.029480182,0.3797815,0.050979067,0.0945945945945946,0.3229955229955229,1.7416891326741568,0.2599239287270757,0.2944661028334807
218,0.66155714,0.027432367,0.63367504,0.04945481,0.6643518518518519,0.6687118902439024,0.4387756985969591,0.2053407534947194,1.688394754519076
219,0.5936671,0.0285777,0.39356166,0.049069017,0.595679012345679,0.3748094512195122,1.8935188789725403,0.2159077749018926,1.5479133140037524
220,0.5710562,0.029471448,0.34480304,0.04870002,0.5720164609053499,0.3229548229548229,1.1365016456360095,0.7947182298768464,1.1127075239661768
221,0.20328234,0.0290446,0.36652675,0.050544724,0.1968354430379747,0.3214929214929215,2.888302470547506,0.2302258584108616,0.7474796747009446
222,0.5341006,0.02827748,0.7562971,0.04873658,0.5342935528120714,0.8170731707317073,1.2416785752612696,0.4406108300472743,3.347997242830664
223,0.38283244,0.028924625,0.42323858,0.049820688,0.3794642857142857,0.3851514339319218,1.5384854949484463,0.1946612518953654,0.2118887273246438
224,0.5729971,0.028671455,0.626158,0.051602725,0.5740740740740741,0.6414835164835164,1.097722246452638,0.1396488265260136,0.259444327570539
225,0.7229873,0.028863115,0.63793945,0.048086703,0.7277777777777779,0.6671341463414634,0.7329044809877985,0.2148553740420773,1.230422552236248
226,0.24457103,0.028504828,0.61914116,0.048796035,0.23897707231040566,0.6187859759288331,4.627052259425394,0.4021457983368288,2.8386246608522296
227,0.46349543,0.02991481,0.67380995,0.050007567,0.46217948717948715,0.715921052631579,2.909138589758342,0.1712605511943715,0.3426931411472839
228,0.32475895,0.028565994,0.6610701,0.04942623,0.32098765432098764,0.6802337398373982,1.9257580007494128,0.5083152773792681,0.4808890319663476
229,0.53751,0.02845784,0.68456453,0.05054436,0.5379188712522046,0.7246206174777603,0.4410354441394755,0.2040251210539913,1.6900758136243943
230,0.7052756,0.028444119,0.5227596,0.049070254,0.7091049382716049,0.5299908424908425,2.038457285409068,0.2563690298935323,1.4308284010194443
231,0.40887472,0.028768133,0.6074787,0.049181867,0.4063786008230452,0.6033272283272284,0.9055099980526112,0.2324939005571269,1.1868154372961883
232,0.09356552,0.027880495,0.5314779,0.048905894,0.08410493827160494,0.5160060975609756,1.942676504344308,0.2659857038039191,0.2346553948000242
233,0.5374395,0.02791019,0.6830548,0.049063746,0.5378086419753086,0.7096036585365854,0.6068557585789693,0.6814380978211271,1.0301390001670585
234,0.57582337,0.02880849,0.29514176,0.04948923,0.5767195767195767,0.27317073170731704,2.264972738123816,0.3633194005726413,2.518625516103385
235,0.3230711,0.028752027,0.57565904,0.048345882,0.31893004115226337,0.5689865689865691,1.4777756959188293,0.214844622980102,0.3155608269164669
236,0.7097352,0.02781221,0.5662263,0.04929164,0.7137345679012346,0.5859375,1.3515462679015424,0.2918073410921864,1.643228009201578
237,0.62178326,0.02880625,0.47360772,0.049895696,0.6234567901234568,0.4843205574912892,1.640038968701597,0.362261556615649,0.3948047622028128
238,0.33845317,0.030007645,0.7354903,0.050738677,0.3345388788426763,0.7822669608383894,0.579206265865952,0.1634337793752095,0.3827998928585288
239,0.2225447,0.029081717,0.5350819,0.050001062,0.21604938271604937,0.5227629513343799,2.2366849313401116,0.2396151144318414,0.2718360939172165
240,0.5762512,0.028413048,0.43984133,0.049606994,0.5781893004115226,0.4412393162393162,4.507809411511942,0.3574693084697175,0.4914592340752256
241,0.31850907,0.029082716,0.6587791,0.05038063,0.3141025641025641,0.6723684210526315,0.8944754445136843,0.4731169013381047,0.6820175518824886
242,0.47785428,0.027811252,0.4603904,0.04966625,0.4770723104056437,0.4546167247386759,0.6496032646015449,0.2551040771318559,2.5310552268046003
243,0.66233295,0.029138533,0.37515265,0.051014144,0.6651234567901234,0.35748626373626374,1.952845427303244,0.2878430527631296,1.889005309798054
244,0.4313767,0.029088983,0.7196842,0.049829807,0.42901234567901236,0.7488948170731707,0.7132769075254891,0.3100815378935417,1.1581276398068858
245,0.63145685,0.028163519,0.4785659,0.04910719,0.6334876543209876,0.46863567073170725,4.256787378155876,0.3398963108847765,0.4432752152670911
246,0.17087911,0.027924731,0.6055618,0.05133784,0.1623931623931624,0.6181657848324515,3.1640958077826182,0.2349441540816052,1.491929686642494
247,0.31288618,0.028831724,0.6334651,0.04888796,0.30833333333333335,0.6583333333333333,3.557053727732895,0.2113891150498352,0.2385172216838003
248,0.41677818,0.029086025,0.62542444,0.04852332,0.41358024691358025,0.6497906855049712,1.3412710790544475,0.3596406504988165,0.3340503387790837
249,0.60937893,0.028417522,0.4413739,0.050111335,0.6119929453262787,0.43511250654107797,0.918509136438528,0.3983653443875606,0.5664576468313337
250,0.25736818,0.028079191,0.42855096,0.048143104,0.25205761316872427,0.3759146341463414,2.2311042056799857,0.2332585813955789,0.2969622871562237
251,0.20434943,0.029312419,0.60128504,0.049457666,0.19732142857142856,0.5876440632538193,0.5575072935893118,0.4023003354740623,0.463118580077353
252,0.5929671,0.02792587,0.59340763,0.050171804,0.5943562610229277,0.5837257980115124,1.2504925314527244,0.3401381695335043,0.361579445925895
253,0.33582518,0.029079767,0.5295764,0.049593862,0.3317901234567901,0.5366615853658537,2.215819326617044,0.309936324781942,2.0602929165734456
254,0.27823976,0.027746558,0.4258625,0.049792703,0.27304200143706514,0.3979223125564618,1.8561204691654376,0.1737572186950407,0.2971212399714198
255,0.49782366,0.029484095,0.2608775,0.050858136,0.49691358024691357,0.10134310134310143,1.6020012822137473,0.1535636694969862,0.1972328819713706
256,0.73384976,0.029093035,0.5154514,0.04958619,0.7380952380952381,0.5317896389324961,2.4749607089824734,0.3571103645107132,0.2769184516985441
257,0.44726396,0.028939057,0.56413555,0.050683748,0.44620811287477957,0.5633176347462061,1.8995219430967671,0.2482568660342828,0.5525737866490232
258,0.46892366,0.028474256,0.590061,0.049696524,0.46825396825396826,0.6098901098901098,1.151826798770774,0.2294293000188972,0.6544863557181007
259,0.6205663,0.028737554,0.4898362,0.049718115,0.6224279835390947,0.4607723577235773,3.1656400639352404,0.3526092406911417,3.816462137829911
260,0.72864693,0.02860326,0.47608194,0.049457654,0.733196159122085,0.4709688346883469,1.2203658640380204,0.4264609276284502,1.614328538254584
261,0.65441084,0.029781848,0.59970105,0.049235743,0.6574074074074074,0.6284340659340659,0.4388389778331847,0.1879945239437465,2.048996828521159
262,0.69994783,0.02851683,0.37091196,0.04969704,0.7037037037037037,0.36060975609756096,4.200512518558133,0.2297602062220161,0.6812973180407214
263,0.4855192,0.028616346,0.6133465,0.04812098,0.4845679012345679,0.6368394308943089,4.720821377259383,0.3538704079954256,0.8640883244471308
264,0.19456147,0.028694738,0.5330829,0.04947868,0.1875,0.5154002501563477,1.8049129718012809,0.1999404865076892,0.3713874037898644
265,0.7920231,0.029054016,0.39904433,0.0502764,0.79765625,0.3921522556390978,0.980326048172866,0.2881831163899392,0.7349688327035897
266,0.58617735,0.029062591,0.4735925,0.048448917,0.5874485596707819,0.4603174603174603,1.192438990489138,0.2468712456144789,1.0085929594961272
267,0.06473746,0.02933771,0.3628513,0.050661378,0.05411255411255412,0.27142857142857146,1.8275492163221916,0.1896885725120074,0.3202407705155558
268,0.5171456,0.028361445,0.45211846,0.048935354,0.5166139240506329,0.45799903722721436,4.75864930262735,0.2529463633070318,0.807162370090749
269,0.6795485,0.027468145,0.5830612,0.050071493,0.682716049382716,0.6050366300366301,1.2834966787185644,0.2882128590293172,1.5487366368422448
270,0.6382738,0.028964315,0.54721063,0.049274933,0.6404320987654321,0.5501373626373626,3.791454555737015,0.4683651137226464,13.579611963389231
271,0.38864556,0.028988497,0.51555324,0.048459776,0.3862433862433862,0.47447735191637624,0.9451890987414848,0.2745027984331953,0.6670993850742631
272,0.51806796,0.027908964,0.7333992,0.05116646,0.5177469135802469,0.777014652014652,1.5595515880173338,0.7188830378267997,0.4778325215516656
273,0.48420557,0.028479798,0.6255737,0.049977064,0.4837962962962963,0.6527057926829268,1.9098543724031092,0.5030839395533532,2.7233522216408064
274,0.59197634,0.02890629,0.52961826,0.049008794,0.59375,0.5046992481203008,0.8697331994672525,0.2855674879921436,4.021067744600238
275,0.4448594,0.027978817,0.5933954,0.049849186,0.4426807760141093,0.6020034843205575,4.543108098132654,0.3409847358451576,0.9466781394631764
276,0.31247595,0.028149111,0.6667381,0.050995227,0.30833333333333335,0.6948439997220485,3.2011899185621697,0.1887752186074921,0.4079887360673112
277,0.4398624,0.027806526,0.6028911,0.049208146,0.4382716049382716,0.6018631436314363,1.3766597609122533,0.2896468504342808,1.6182862195151413
278,0.34777543,0.028608082,0.42276034,0.050465703,0.34444444444444444,0.33590921748816477,0.7647991218662498,0.1919421353150507,0.3348231218591033
279,0.27003253,0.028288906,0.44878447,0.049993984,0.26491862567811936,0.422985347985348,1.5397830680229598,0.3189827335230507,0.8960937955467684
280,0.11874363,0.030925538,0.4410876,0.053953808,0.10869565217391304,0.3912087912087912,2.6735372109243225,0.3276727587757825,0.6339883719862462
281,0.61379874,0.02867455,0.47094417,0.047633927,0.6156004489337822,0.45895770895770893,4.0309334270481365,0.1907664741450734,0.6923417282744129
282,0.6320223,0.02889515,0.5130538,0.049442474,0.634920634920635,0.5298273155416012,2.3542613763946454,0.6639543369348421,0.6171539195201486
283,0.11404391,0.029487565,0.4873434,0.05059784,0.1053113553113553,0.4451127819548872,1.2717109218796745,0.3483651136620951,0.8360160315344246
284,0.10861674,0.028572852,0.6004879,0.04877118,0.09964726631393298,0.6204268292682927,3.811841413150311,0.4627467677678711,13.40019121482917
285,0.5855939,0.028170872,0.3253952,0.050422408,0.5871913580246914,0.29222560975609757,1.0601647909002494,0.5192067353551006,1.5003488527950055
286,0.4721353,0.028741477,0.5062653,0.04923348,0.4708994708994709,0.49267399267399264,3.158640441056973,0.2104655839584031,0.6542388014259054
287,0.39138037,0.030274328,0.5606963,0.050025605,0.388454011741683,0.5697125697125696,3.671535988659483,0.2415237297792325,0.9137102959608836
288,0.4293097,0.029234862,0.5785005,0.049970653,0.4269547325102881,0.5804369918699187,4.190909590694638,0.8693228567121097,0.9152949806561868
289,0.59349245,0.028231217,0.3417678,0.050088912,0.5953360768175583,0.270960520960521,1.0409574613235657,0.3932485935240774,1.0272971190046445
290,0.51721185,0.029019479,0.5825978,0.049175274,0.5167548500881833,0.587979094076655,2.375812065384048,0.2709556548689409,1.0139907113976665
291,0.22749153,0.028962256,0.61474586,0.049663782,0.22134038800705466,0.6263501742160279,1.870685317116609,0.1968628092333115,0.3318948679699229
292,0.5443335,0.029025389,0.5155778,0.049056977,0.5452674897119342,0.5276251526251525,4.6321936663360646,0.3986353411929439,2.8315845644425255
293,0.5009765,0.028188841,0.52950263,0.049760412,0.5,0.5424457994579946,1.518939885377096,0.219494464626281,0.2830157255519012
