subj,alpha_bayes,alpha_sd,rho_bayes,rho_sd,alpha_ols,rho_ols,k,z,beta
168,0.40879032,0.0289821,0.57446265,0.049051214,0.406721536351166,0.5627798127798127,0.759917140163404,0.8982392768217994,0.4324939131457145
169,0.12957259,0.03000265,0.5722403,0.05006554,0.12115732368896925,0.5387019672733959,1.4753338895096073,0.1966366993387988,0.492313316857529
170,0.20402232,0.027485492,0.59969467,0.05103894,0.19753086419753085,0.6043956043956044,3.828013277279365,0.272057950244368,0.4869146225584725
171,0.5668162,0.028412232,0.5798466,0.049727447,0.5679012345679012,0.6022206959706959,0.7786989595191945,0.2728756984872346,0.471560530808949
172,0.7445201,0.028214885,0.42653143,0.049392145,0.75,0.42845528455284554,0.6531417880072616,0.3655487448594406,3.640699978126292
173,0.7418462,0.028850297,0.66443276,0.048351076,0.7462277091906722,0.6859417344173442,0.6983667979902702,0.3899173435492478,1.8588510419687132
174,0.4025532,0.028266285,0.63354814,0.049631696,0.39969135802469136,0.6600228658536585,0.8261670129939211,0.2793708552199992,1.4863489126871685
175,0.4523996,0.028999241,0.61031854,0.048527837,0.4506604506604521,0.612186593893913,3.596857230758552,0.2504925636203989,1.0361632081472112
176,0.77558315,0.029338213,0.5023573,0.050890695,0.780982905982906,0.47582948802461,1.5238444105805593,0.2131363388870406,0.3613879444398885
177,0.6724196,0.028898844,0.524541,0.050329898,0.6759259259259259,0.5425685975609756,1.0570067326985164,0.2807979480144684,0.3758827297787219
178,0.2132496,0.02854861,0.47886646,0.050141074,0.20634920634920637,0.4321036106750392,1.5433122278158289,0.1600939443970659,0.2119006908352731
179,0.059674226,0.028516887,0.37244698,0.050644994,0.04935064935064935,0.31809523809523815,2.3825228401172995,0.27220563175979,0.4052968512240077
180,0.4287133,0.028100729,0.7070682,0.048168167,0.42680776014109345,0.7458137100994243,0.5896615211393883,0.3001248826722821,1.132520176875859
181,0.42116755,0.028342737,0.56054455,0.049617693,0.41898148148148145,0.5452152014652014,1.304700856170235,0.279838523121853,0.6872666308372146
182,0.6923729,0.028469104,0.54973143,0.050192375,0.6952160493827161,0.5644817073170733,1.065198826160671,1.0629601535875373,0.5911328425316568
183,0.73171926,0.029001143,0.5007163,0.050492655,0.7366255144032922,0.5104802604802605,1.0989331281430748,0.5253773624410064,0.5959590613522764
184,0.40566194,0.029063191,0.6164018,0.04926585,0.40388007054673725,0.6385400313971743,4.706973502897691,0.4897153721412195,1.911832608267362
185,0.25536403,0.02857616,0.4724955,0.04965483,0.24955908289241624,0.4644165358451072,0.945961282183387,0.5256059274188858,0.9351469056032178
186,0.14303815,0.028443923,0.42136374,0.04840285,0.134375,0.3921875,4.2666662110307865,0.343341374099633,1.1250526181437737
187,0.44194832,0.02799692,0.6611168,0.050286263,0.44058641975308643,0.6813186813186813,1.4399916058974878,0.2893547544822097,2.237224648630436
188,0.4763373,0.028857877,0.6326457,0.0491485,0.47530864197530864,0.6576236263736264,4.41002104518209,0.8943957150305475,2.2565892321794276
189,0.8257734,0.029113337,0.40919524,0.049256124,0.8324514991181658,0.4084249084249084,3.898211221861081,0.3219874850085231,2.164576753804534
190,0.3043162,0.028479544,0.58411777,0.04902386,0.3,0.5708333333333334,0.9679704603951952,0.3226282804998939,1.0008244925844942
191,0.5620064,0.029520106,0.63057894,0.04997334,0.5627572016460906,0.6468253968253969,1.04078124366065,1.3712766918429695,0.6601192852974533
192,0.4718392,0.027694045,0.36648592,0.048652858,0.47178130511463845,0.33712715855572994,1.9009938930754908,0.224723936189482,0.5749084866424435
193,0.19841933,0.028454762,0.5529845,0.04910723,0.19107142857142856,0.5562405074600196,2.160948933886284,0.2253573604893185,0.4648062593916947
194,0.294799,0.030033406,0.22282794,0.04926998,0.28984375,0.029687499999999978,2.581771318175224,0.1987838137378572,0.3037405227031972
195,0.5518812,0.027992198,0.66028583,0.049714547,0.5524691358024691,0.6974085365853658,1.9130244415849968,0.3637457617607138,0.5677566112544209
196,0.6863782,0.028604768,0.5054794,0.048504345,0.6899862825788752,0.5094850948509485,0.4803432877251903,0.2131288642228402,2.056504675751112
197,0.44728112,0.02856018,0.11081817,0.049282786,0.44598765432098764,0.05922256097560976,0.5542577397360118,0.274734673484905,0.3061902935196615
198,0.7450918,0.028749192,0.4736113,0.047887813,0.75,0.4747252747252747,1.2673055988531965,0.2708624744218579,0.6519050965384448
