lam,lam_sd,lam_2.5,lam_97.5,tau,mu_logk,mu_logb,elapsed_min
26.162853240966797,15.910130500793457,10.818155288696289,55.352134704589844,0.7313742637634277,1.1432974338531494,3.7376973628997803,57.54983697334925
