subj,c_effort,c_death
1,0.7406028322783862,84.95316972715997
2,1.7230247953317857,0.7236254874513813
3,0.7147950414160394,16.671524881266457
4,0.49092507041455946,47.082374613431675
5,0.22575460311627238,41.866954170434376
6,0.7389348886526175,101.42908912340889
7,0.6217572157957918,29.94713610024609
8,1.2979784753700072,36.49374720643536
9,0.536627527302183,61.09277233770727
10,0.6472044158216429,125.57662727866382
11,0.6137744681458452,65.72544924329705
12,1.1328977177020518,36.40534201912607
13,0.3557118718024004,44.913663678013684
14,0.38488598849002686,802.8579974642008
15,1.1583209298549395,102.6523370725761
16,1.9442613237663031,3.595300638770187
17,0.7268708209261558,9.814239154123605
18,0.44901436264995315,57.022628903756086
19,0.6579409437947157,10.027396139015705
20,0.5739251561748496,37.234853243633374
21,0.5196337957687884,47.04843219940004
22,0.4080539388781015,46.550811503792964
23,0.42963479706648283,216.0945144931853
24,0.167663989430092,55.45933901918667
25,0.6400936880466888,81.22661324837946
26,0.8940853757275192,277.4633885435863
27,0.8125867002250617,39.00597576349854
28,0.6146454107944173,68.60150785395949
29,0.4327616772552441,101.34952852849982
30,0.5043902842190919,34.542972497147915
31,0.31683068906174644,47.464084705430196
32,1.5551180251940815,0.9058915910845047
33,0.3572647940927407,27.517127170657613
34,0.9166277115497421,1.617750507128553
35,3.046640021183081,93.81061554728124
36,0.5737150917549233,43.9980283277962
37,1.8164160399079081,19.620215417462155
38,0.6177157647050087,48.170707679624805
39,0.14192525582055068,36.64253377988855
40,0.3636417728143632,22.792697188854646
41,1.2583805939686792,2.2853391975751554
42,0.4675277103347308,116.6258802683546
43,1.8146294289044558,15.720209793930687
44,0.7991620090290057,7.147720203978723
45,1.0323031722515084,16.946722009683434
46,0.7890058004787395,38.74366399156347
47,0.40330217717521444,10.197862652514937
48,0.8681759096865023,45.49151861586799
49,0.5854341246019256,63.187997526316465
50,0.8477571008880989,31.28923770233959
51,0.23156888889342764,114.9520532433665
52,1.1248169566927109,79.11929688424398
53,1.0148975984049002,33.26236036857111
54,0.4788016257047306,11.428136567939024
55,1.274924742031386,1.8067009640973326
56,0.6809764216846066,44.59204866960518
57,0.6846046277185178,1.04089341263611
58,0.6769437950040129,25.80736553572802
59,0.7769171283491606,9.922573393324411
60,0.3147569276231528,1.1631187317911014
61,0.771418467665398,33.87371598156825
62,0.14415381461384716,2.314185599778016
63,0.4519032868918883,91.71727323584881
64,1.0438652423918666,49.903854904682454
65,1.0002690088094803,46.490951491395734
66,0.13380725544244076,27.61726969478893
67,0.2730663352648776,1.7455373118026367
68,0.39683391937186824,0.599945314788424
69,0.28894460343215395,122.80110063443138
70,1.2387746079446347,2.9910370110478244
71,0.5976840601910078,10.215656192329877
72,3.0327106639689076,104.30548395177163
73,0.809021865016499,45.36364637364716
74,1.8761962796743499,0.8707281369944424
75,0.7215978797156927,12.87912638438072
76,0.477832589256637,8.682984165097993
77,2.816675681991803,823.1899656258394
78,0.569889471748722,84.5048845264523
79,0.15049603907256076,779.0407967351164
80,1.0140055858382904,3.215446862560626
81,0.44888914211459296,61.622019640597905
82,1.340631102824096,1.1645274316057126
83,0.08493360695777973,24.874116950742845
84,0.7393242902697785,0.9864972568223364
85,0.7814529364029105,2.362342199801785
86,0.21503412467246782,43.316399638205766
87,0.3948592933488121,47.09701235525994
88,0.8880087598277625,57.43983765924593
89,1.1290765421493287,39.1748161893624
90,0.2594577297391298,43.904144083348676
91,0.10407260571973537,106.25140860350282
92,0.28478074196461506,34.497176735540535
93,0.2913354738558157,48.47236531670998
94,0.7841706495890354,4.835311126487844
95,0.7081030461279905,10.842432312055811
96,0.16132084050735004,37.016922751558674
97,0.1783988092445507,1.5416745158129368
98,4.170781211958945,3.5021724205078093
99,0.8813391672904595,1.9899797030288993
100,0.3962857210822062,43.96784727200949
101,0.13754522463624316,255.84627254785056
102,0.6447835491902468,53.6437263391682
103,0.26733098431720337,42.740955389388546
104,1.1041927713090982,80.34774365036563
105,0.6251078132904009,29.521942500436857
106,0.3191121711571806,40.721377904892684
107,0.313309588203429,99.10242032184343
108,0.7873193748842847,49.17082817690667
109,0.7732987402761116,53.70998709242794
110,2.4899503194537607,49.6708156133367
111,0.7950287401526305,0.8282348888490618
112,0.6685871383507576,60.1437212996555
113,0.5221388357344772,1.9810278336001002
114,0.6939623300522063,15.976187973605622
115,0.5860273079816251,20.611126176806472
116,0.652507865112138,15.878911839497922
117,1.2443122290287159,81.22529580032472
118,0.9426884953202863,2.840480559303159
119,1.3496482331324344,15.562496595274792
120,0.5579564580824801,47.17199633967674
121,0.8793880925057926,8.365016513141237
122,0.3467621397959073,447.03042087872234
123,0.6018288818763594,106.30075383288946
124,4.125120088081477,76.33518260307012
125,0.6295313205963878,24.489875336631137
126,0.7248730742594142,49.531150359117696
127,0.833103190145765,14.208342323088722
128,0.8069108054502312,57.07200044267802
129,0.6368464220168093,56.09227864834862
130,0.1286711158454296,78.60650531615583
131,0.32842762939058445,56.7460923570857
132,0.38371843036978937,26.224473936514023
133,0.3279843729126233,39.62303189372651
134,2.174911714802791,0.8954988985212265
135,0.4274861467041819,55.075052893554044
136,0.37859914112946386,25.473721619883985
137,0.35326180311069716,54.28360344580147
138,0.5441955228564659,42.02464906063729
139,1.3175089531337867,10.648548136945935
140,0.5029719675254158,43.368601683563526
141,1.1923890434225002,64.35710095985813
142,0.5152313386927437,54.02673883536806
143,0.7212217452613362,99.99365916910911
144,0.5606553406767979,17.02365824570699
145,0.12901725274898976,36.2083628009495
146,1.9825285050630108,40.85079189013059
147,0.7652490245019683,41.91390857171366
148,0.6671423636605542,2.226369921628722
149,0.48033251029719803,30.95187036362008
150,0.18686730128872736,36.14918811713961
151,0.47399057281126844,39.48722524778339
152,0.8917310107013917,12856.331034850964
153,2.4874246141457648,72.24640450376116
154,0.7188125165313307,8418.16989416285
155,0.3903671596179903,66.30069655289661
156,0.7138608049778762,52.525715020319744
157,0.4427120248231984,88.5140593158735
158,0.17833138143466257,344.4256246000072
159,0.6964983603695721,5.4492376702828995
160,0.5123203779112714,38.402061322699986
161,0.5305576207016341,3.1771997459352956
162,0.21154069442372375,51.92515307616613
163,1.0701805156516995,47.679770613297386
164,0.49155843581204195,9.281876069869954
165,0.28692218982730644,53.15273204192584
166,1.0458545545319928,75.15959710168913
167,0.7566575191250278,0.5770046785628279
168,0.5547227863146509,27.01939049056326
169,0.3550326376585829,20.201558622366814
170,0.7419580739426094,23.301238902288482
171,0.20151319502817444,41.921630430127415
172,0.6123282385244816,10.297476701305902
173,0.48769368939897373,75.77579823785202
174,0.3985551803371099,49.418097517463146
175,0.8304420461641681,1.3495423906284856
176,0.31942237500460274,1.7332630893735612
177,0.2834346712141731,58.77729077817578
178,0.20831898281159916,33.37562204372557
179,0.6268866670416111,5.465217590918278
180,0.2757154082284985,26.57847415346858
181,0.42259892249460274,56.7895683818481
182,0.7603628506370478,30.017536976429785
183,0.5136923598855931,69.06183683508971
184,2.4964988352596142,40.31872257158268
185,0.5063681135374112,1.2031074567678166
